cls_epoch,seed,run_path,range_size,cls/eval/test/acc,cls/eval/test/clsloss,cls/eval/test/genloss,cls/eval/uq_clean_accuracy,cls/eval/uq_clean_log_px_mean,cls/eval/uq_adv_acc/0.2,cls/eval/uq_adv_acc/0.4,cls/eval/uq_adv_acc/1.0,cls/eval/uq_detection/1pct/0.2,cls/eval/uq_detection/5pct/0.2,cls/eval/uq_detection/10pct/0.2,cls/eval/uq_detection/20pct/0.2,cls/eval/uq_detection/1pct/0.4,cls/eval/uq_detection/5pct/0.4,cls/eval/uq_detection/10pct/0.4,cls/eval/uq_detection/20pct/0.4,cls/eval/uq_detection/1pct/1.0,cls/eval/uq_detection/5pct/1.0,cls/eval/uq_detection/10pct/1.0,cls/eval/uq_detection/20pct/1.0,cls/eval/uq_purify_acc/0.2/0.2,cls/eval/uq_purify_recovery/0.2/0.2,cls/eval/uq_purify_acc/0.4/0.2,cls/eval/uq_purify_recovery/0.4/0.2,cls/eval/uq_purify_acc/1.0/0.2,cls/eval/uq_purify_recovery/1.0/0.2,cls/eval/test/rob/0.2,cls/eval/test/rob/0.4,cls/eval/test/rob/1.0,gen/eval/test/acc,gen/eval/test/clsloss,gen/eval/test/genloss,gen/eval/uq_clean_accuracy,gen/eval/uq_clean_log_px_mean,gen/eval/uq_adv_acc/0.2,gen/eval/uq_adv_acc/0.4,gen/eval/uq_adv_acc/1.0,gen/eval/uq_detection/1pct/0.2,gen/eval/uq_detection/5pct/0.2,gen/eval/uq_detection/10pct/0.2,gen/eval/uq_detection/20pct/0.2,gen/eval/uq_detection/1pct/0.4,gen/eval/uq_detection/5pct/0.4,gen/eval/uq_detection/10pct/0.4,gen/eval/uq_detection/20pct/0.4,gen/eval/uq_detection/1pct/1.0,gen/eval/uq_detection/5pct/1.0,gen/eval/uq_detection/10pct/1.0,gen/eval/uq_detection/20pct/1.0,gen/eval/uq_purify_acc/0.2/0.2,gen/eval/uq_purify_recovery/0.2/0.2,gen/eval/uq_purify_acc/0.4/0.2,gen/eval/uq_purify_recovery/0.4/0.2,gen/eval/uq_purify_acc/1.0/0.2,gen/eval/uq_purify_recovery/1.0/0.2,gen/eval/test/rob/0.2,gen/eval/test/rob/0.4,gen/eval/test/rob/1.0,eps_unit
20,1,/home/ubuntu/adversarial_training_mps/outputs/dev_comb/clsgen/legendre/d10D6/spirals_4k_1303/20,2.0,0.9825,0.0757203025277704,1.5873706303536892,0.9825,-1.507169485092163,0.5175,0.3675,0.334,0.023,0.057,0.091,0.1665,0.0225,0.049,0.096,0.176,0.0195,0.052,0.089,0.157,0.5605,0.1326424870466321,0.46,0.1691699604743083,0.421,0.2132132132132132,0.5175,0.3675,0.334,0.969,0.1334025599062442,1.278163842856884,0.969,-1.1380733251571655,0.474,0.368,0.415,0.136,0.2095,0.283,0.427,0.134,0.1875,0.291,0.42,0.0635,0.1085,0.1915,0.294,0.6575,0.3925855513307985,0.5805,0.3860759493670886,0.545,0.3435897435897436,0.474,0.368,0.415,rel
20,2,/home/ubuntu/adversarial_training_mps/outputs/dev_comb/clsgen/legendre/d10D6/spirals_4k_1303/21,2.0,0.975,0.0978408686351031,1.6801737248897552,0.975,-1.5875869989395142,0.478,0.3895,0.2735,0.0,0.0265,0.0485,0.16,0.003,0.044,0.0765,0.165,0.0015,0.035,0.087,0.1645,0.5465,0.1848659003831417,0.4675,0.1875511875511875,0.3785,0.2367515485203028,0.478,0.3895,0.2735,0.9575,0.2004924803040921,1.533675752580166,0.9575,-1.3322441577911377,0.445,0.3375,0.355,0.0145,0.046,0.108,0.2455,0.0235,0.0565,0.1505,0.2535,0.0215,0.038,0.0905,0.202,0.678,0.427027027027027,0.584,0.3841509433962264,0.5655,0.3651162790697674,0.445,0.3375,0.355,rel
20,3,/home/ubuntu/adversarial_training_mps/outputs/dev_comb/clsgen/legendre/d10D6/spirals_4k_1303/22,2.0,0.9895,0.0736310213105753,1.6274927258491516,0.9895,-1.5507975816726685,0.529,0.376,0.333,0.007,0.039,0.062,0.116,0.001,0.0485,0.08,0.134,0.004,0.043,0.0625,0.1035,0.5285,0.0562632696390658,0.4105,0.0592948717948717,0.4035,0.1521739130434782,0.529,0.376,0.333,0.9915,0.1269220267422497,1.260104138404131,0.9915,-1.124617338180542,0.628,0.477,0.422,0.0615,0.1645,0.2865,0.421,0.0915,0.1865,0.293,0.423,0.0675,0.124,0.201,0.295,0.7615,0.3817204301075269,0.632,0.3126195028680688,0.548,0.273356401384083,0.628,0.477,0.422,rel
20,4,/home/ubuntu/adversarial_training_mps/outputs/dev_comb/clsgen/legendre/d10D6/spirals_4k_1303/23,2.0,0.9915,0.0483838834916241,1.4738211333751678,0.9915,-1.4261521100997925,0.5275,0.3845,0.3175,0.006,0.0575,0.115,0.201,0.008,0.041,0.0755,0.1955,0.006,0.03,0.0735,0.2175,0.6445,0.2592592592592592,0.5545,0.2802599512591389,0.4935,0.2937728937728938,0.5275,0.3845,0.3175,0.9935,0.0848191077820956,1.2673981077969074,0.9935,-1.1761195659637451,0.552,0.3385,0.3135,0.104,0.1565,0.2135,0.3445,0.075,0.226,0.272,0.3695,0.0555,0.1365,0.1955,0.275,0.751,0.4575892857142857,0.5725,0.3597883597883597,0.486,0.2709395484340859,0.552,0.3385,0.3135,rel
20,5,/home/ubuntu/adversarial_training_mps/outputs/dev_comb/clsgen/legendre/d10D6/spirals_4k_1303/24,2.0,0.984,0.074607107497286,1.681876864284277,0.984,-1.6142864227294922,0.5205,0.392,0.3905,0.019,0.092,0.129,0.222,0.009,0.08,0.102,0.165,0.0005,0.035,0.0705,0.1275,0.568,0.1240875912408759,0.466,0.1381578947368421,0.3885,0.1353568498769483,0.5205,0.392,0.3905,0.9315,0.2256796034052968,1.520474512130022,0.9315,-1.2831313610076904,0.407,0.351,0.3415,0.0285,0.206,0.329,0.502,0.028,0.173,0.2945,0.475,0.017,0.065,0.128,0.234,0.6755,0.4915682967959527,0.6095,0.4306625577812018,0.568,0.4077448747152619,0.407,0.351,0.3415,rel
30,1,/home/ubuntu/adversarial_training_mps/outputs/dev_comb/clsgen/legendre/d10D6/spirals_4k_1303/25,2.0,0.9845,0.0659467770019546,1.6301359497010708,0.9845,-1.5592831373214722,0.515,0.3825,0.3975,0.023,0.0585,0.0945,0.1755,0.018,0.061,0.101,0.1755,0.021,0.053,0.099,0.1675,0.5925,0.1804123711340206,0.4855,0.1757085020242915,0.5005,0.2340248962655601,0.515,0.3825,0.3975,0.9685,0.1422731159254908,1.3048255182802675,0.9685,-1.1553305387496948,0.4445,0.349,0.3735,0.12,0.2115,0.2755,0.3785,0.104,0.184,0.2805,0.383,0.042,0.0965,0.1935,0.3025,0.7045,0.4986498649864986,0.588,0.3947772657450076,0.5575,0.3399840383080607,0.4445,0.349,0.3735,rel
30,2,/home/ubuntu/adversarial_training_mps/outputs/dev_comb/clsgen/legendre/d10D6/spirals_4k_1303/26,2.0,0.977,0.0928934471448883,1.698402214795351,0.977,-1.6105031967163086,0.5075,0.3795,0.305,0.004,0.034,0.0505,0.1415,0.018,0.079,0.091,0.176,0.0035,0.0315,0.0715,0.137,0.57,0.1675126903553299,0.4695,0.209508460918614,0.401,0.239568345323741,0.5075,0.3795,0.305,0.947,0.2180207567289471,1.550737801939249,0.947,-1.332402229309082,0.4365,0.3,0.3355,0.031,0.092,0.1585,0.275,0.0385,0.1165,0.1735,0.307,0.031,0.0725,0.1095,0.187,0.6785,0.4356699201419698,0.6045,0.4357142857142857,0.589,0.4281414597441685,0.4365,0.3,0.3355,rel
30,3,/home/ubuntu/adversarial_training_mps/outputs/dev_comb/clsgen/legendre/d10D6/spirals_4k_1303/27,2.0,0.989,0.0667902738787233,1.6832805797457695,0.989,-1.6128642559051514,0.521,0.3665,0.3075,0.0065,0.043,0.0965,0.175,0.0055,0.0585,0.0795,0.1505,0.004,0.034,0.0565,0.098,0.555,0.1377870563674321,0.432,0.1104972375690607,0.396,0.1711191335740072,0.521,0.3665,0.3075,0.997,0.0756885611917823,1.211738221347332,0.997,-1.12644624710083,0.575,0.411,0.3725,0.0675,0.176,0.289,0.419,0.0965,0.1715,0.266,0.387,0.0385,0.0925,0.195,0.2775,0.723,0.3670588235294117,0.58,0.300509337860781,0.5105,0.2581673306772908,0.575,0.411,0.3725,rel
30,4,/home/ubuntu/adversarial_training_mps/outputs/dev_comb/clsgen/legendre/d10D6/spirals_4k_1303/28,2.0,0.9925,0.0441882841987535,1.4417136162519455,0.9925,-1.3981261253356934,0.531,0.3545,0.2835,0.029,0.053,0.1655,0.2515,0.046,0.065,0.1365,0.241,0.0335,0.0695,0.1425,0.2095,0.656,0.2931769722814499,0.515,0.2501936483346243,0.4725,0.2965806001395673,0.531,0.3545,0.2835,0.9935,0.1195585473906248,1.2897630333900452,0.9935,-1.1641689538955688,0.521,0.3295,0.3405,0.088,0.1775,0.3095,0.4165,0.0835,0.2115,0.332,0.499,0.0525,0.125,0.217,0.2955,0.7735,0.5396659707724426,0.541,0.325876211782252,0.501,0.2774829416224412,0.521,0.3295,0.3405,rel
30,5,/home/ubuntu/adversarial_training_mps/outputs/dev_comb/clsgen/legendre/d10D6/spirals_4k_1303/29,2.0,0.986,0.0674994719447568,1.7421836778521538,0.986,-1.683163046836853,0.5435,0.442,0.3865,0.0215,0.077,0.109,0.2165,0.0075,0.066,0.09,0.181,0.001,0.037,0.062,0.1265,0.62,0.1829134720700986,0.4995,0.1362007168458781,0.47,0.2143439282803586,0.5435,0.442,0.3865,0.968,0.1654248097911477,1.479080282151699,0.968,-1.300692081451416,0.4135,0.3555,0.384,0.0505,0.1865,0.318,0.3995,0.025,0.1325,0.2505,0.3665,0.0095,0.0475,0.121,0.213,0.787,0.6462063086104007,0.6645,0.5050426687354539,0.5405,0.2922077922077922,0.4135,0.3555,0.384,rel
50,1,/home/ubuntu/adversarial_training_mps/outputs/dev_comb/clsgen/legendre/d10D6/spirals_4k_1303/30,2.0,0.99,0.0550142237334512,1.81406182423234,0.99,-1.7536025047302246,0.519,0.356,0.366,0.0305,0.054,0.09,0.167,0.031,0.054,0.083,0.16,0.018,0.045,0.0725,0.149,0.5795,0.1777546777546777,0.463,0.1770186335403726,0.5115,0.2807570977917981,0.519,0.356,0.366,0.949,0.1408707764931023,1.3182870596647265,0.949,-1.167383074760437,0.3535,0.237,0.3375,0.1445,0.2405,0.287,0.412,0.0845,0.2045,0.272,0.443,0.0675,0.131,0.1865,0.294,0.682,0.5235885537509667,0.5815,0.4665792922673656,0.5675,0.3924528301886792,0.3535,0.237,0.3375,rel
50,2,/home/ubuntu/adversarial_training_mps/outputs/dev_comb/clsgen/legendre/d10D6/spirals_4k_1303/31,2.0,0.98,0.0863893419736996,1.736899483948946,0.98,-1.6554672718048096,0.4735,0.3505,0.3145,0.0105,0.052,0.0695,0.1555,0.0165,0.076,0.0885,0.1655,0.008,0.062,0.096,0.1525,0.5495,0.194681861348528,0.4575,0.224788298691301,0.4515,0.286652078774617,0.4735,0.3505,0.3145,0.9765,0.152844205731526,1.414126131683588,0.9765,-1.2590234279632568,0.54,0.4285,0.4285,0.084,0.152,0.233,0.3365,0.097,0.1645,0.2335,0.356,0.0525,0.11,0.185,0.296,0.6735,0.2967391304347826,0.609,0.321084864391951,0.563,0.3018372703412073,0.54,0.4285,0.4285,rel
50,3,/home/ubuntu/adversarial_training_mps/outputs/dev_comb/clsgen/legendre/d10D6/spirals_4k_1303/32,2.0,0.9925,0.0598207019502297,1.6808509938418863,0.9925,-1.6172024011611938,0.456,0.2605,0.2355,0.015,0.071,0.1145,0.1965,0.0105,0.0595,0.11,0.1935,0.003,0.03,0.0385,0.1,0.5355,0.2040441176470588,0.4055,0.2035158891142664,0.397,0.2570307390451275,0.456,0.2605,0.2355,0.963,0.1128239548997953,1.2476405054330826,0.963,-1.1255680322647097,0.4985,0.353,0.2975,0.153,0.215,0.27,0.4215,0.1705,0.2615,0.3,0.4325,0.1,0.1375,0.167,0.28,0.6975,0.485543369890329,0.525,0.3601236476043277,0.432,0.2483985765124555,0.4985,0.353,0.2975,rel
50,4,/home/ubuntu/adversarial_training_mps/outputs/dev_comb/clsgen/legendre/d10D6/spirals_4k_1303/33,2.0,0.9935,0.0419823645497672,1.42181358858943,0.9935,-1.3813045024871826,0.5545,0.351,0.2615,0.033,0.089,0.198,0.2825,0.0305,0.064,0.153,0.2515,0.0155,0.0365,0.1185,0.178,0.687,0.3131313131313131,0.535,0.2935285053929122,0.48,0.3297224102911307,0.5545,0.351,0.2615,0.9935,0.1079247139859944,1.2780651524662971,0.9935,-1.1630417108535769,0.561,0.3815,0.334,0.091,0.1605,0.2375,0.3515,0.0625,0.143,0.3065,0.3875,0.02,0.099,0.1755,0.2505,0.711,0.3940774487471526,0.531,0.2772837510105093,0.4335,0.1891891891891892,0.561,0.3815,0.334,rel
50,5,/home/ubuntu/adversarial_training_mps/outputs/dev_comb/clsgen/legendre/d10D6/spirals_4k_1303/34,2.0,0.988,0.066907828557305,1.749974753707647,0.988,-1.694195032119751,0.5065,0.392,0.3645,0.017,0.079,0.1035,0.276,0.019,0.0535,0.0785,0.217,0.0095,0.054,0.0795,0.1355,0.6325,0.2867274569402229,0.5285,0.2368421052631578,0.513,0.3013375295043273,0.5065,0.392,0.3645,0.965,0.1480827869381755,1.3807272985577583,0.965,-1.221911907196045,0.4455,0.324,0.317,0.0355,0.193,0.3,0.4085,0.0275,0.154,0.299,0.42,0.0265,0.1045,0.1825,0.282,0.701,0.4815148782687105,0.573,0.3735207100591716,0.4315,0.2188872620790629,0.4455,0.324,0.317,rel
70,1,/home/ubuntu/adversarial_training_mps/outputs/dev_comb/clsgen/legendre/d10D6/spirals_4k_1303/35,2.0,0.9905,0.0500579354702495,2.0182917527854443,0.9905,-1.962212085723877,0.538,0.39,0.4125,0.0295,0.055,0.07,0.121,0.0275,0.052,0.0805,0.153,0.038,0.084,0.133,0.1995,0.5825,0.1417748917748917,0.458,0.1344262295081967,0.4955,0.1702127659574468,0.538,0.39,0.4125,0.9585,0.1294956251513213,1.3492381870746613,0.9585,-1.2085915803909302,0.3895,0.1835,0.2475,0.121,0.229,0.269,0.438,0.0605,0.1675,0.2285,0.382,0.021,0.105,0.1335,0.255,0.685,0.5192465192465192,0.549,0.4629516227801592,0.5535,0.4411960132890365,0.3895,0.1835,0.2475,rel
70,2,/home/ubuntu/adversarial_training_mps/outputs/dev_comb/clsgen/legendre/d10D6/spirals_4k_1303/36,2.0,0.98,0.0797107215039432,1.7786584757268429,0.98,-1.7040770053863523,0.491,0.375,0.2935,0.0,0.0435,0.063,0.159,0.003,0.0845,0.1075,0.1745,0.002,0.093,0.133,0.1925,0.554,0.1709233791748526,0.4815,0.2072,0.488,0.3305024769992923,0.491,0.375,0.2935,0.968,0.1364128468558192,1.4166643060743809,0.968,-1.27699613571167,0.5545,0.408,0.394,0.0125,0.114,0.1945,0.3105,0.0195,0.1365,0.212,0.3135,0.0195,0.0875,0.1585,0.244,0.6525,0.2457912457912457,0.552,0.2668918918918919,0.517,0.2384488448844884,0.5545,0.408,0.394,rel
70,3,/home/ubuntu/adversarial_training_mps/outputs/dev_comb/clsgen/legendre/d10D6/spirals_4k_1303/37,2.0,0.992,0.0550325696240179,1.697182670235634,0.992,-1.637792944908142,0.4705,0.255,0.219,0.009,0.075,0.116,0.186,0.0005,0.034,0.0905,0.153,0.007,0.015,0.0415,0.1175,0.554,0.2209631728045325,0.4,0.1953020134228188,0.3595,0.2291933418693982,0.4705,0.255,0.219,0.9785,0.0933606444159522,1.2275966182351112,0.9785,-1.1266679763793943,0.5015,0.333,0.3195,0.1495,0.2085,0.2415,0.3755,0.168,0.2415,0.2605,0.3735,0.097,0.1385,0.1645,0.2725,0.6975,0.4764292878635908,0.5665,0.391304347826087,0.454,0.2696546656869948,0.5015,0.333,0.3195,rel
70,4,/home/ubuntu/adversarial_training_mps/outputs/dev_comb/clsgen/legendre/d10D6/spirals_4k_1303/38,2.0,0.9945,0.0322638226498384,1.4478075131773949,0.9945,-1.418539047241211,0.5675,0.3575,0.2645,0.018,0.0905,0.1615,0.2455,0.0095,0.06,0.1325,0.2315,0.0085,0.06,0.119,0.2065,0.6675,0.2497109826589595,0.53,0.2778210116731517,0.4345,0.2766825288919102,0.5675,0.3575,0.2645,0.9715,0.1407768270000815,1.3089782372117045,0.9715,-1.16231369972229,0.548,0.362,0.324,0.142,0.232,0.3045,0.38,0.0615,0.1545,0.237,0.381,0.024,0.0935,0.144,0.2195,0.703,0.3960176991150442,0.4935,0.231974921630094,0.418,0.1649408284023668,0.548,0.362,0.324,rel
70,5,/home/ubuntu/adversarial_training_mps/outputs/dev_comb/clsgen/legendre/d10D6/spirals_4k_1303/39,2.0,0.989,0.0576300476095639,1.7168569266796112,0.989,-1.6680784225463867,0.524,0.388,0.3465,0.024,0.088,0.1445,0.295,0.014,0.0455,0.1045,0.2335,0.0035,0.04,0.0735,0.1475,0.621,0.2300420168067226,0.49,0.1862745098039215,0.507,0.2991583779648049,0.524,0.388,0.3465,0.953,0.152625473216176,1.3751767352223396,0.953,-1.2115399837493896,0.447,0.3255,0.29,0.061,0.1905,0.3015,0.3885,0.0265,0.158,0.2885,0.3985,0.019,0.1105,0.18,0.2675,0.6425,0.4095840867992766,0.5315,0.3180133432171979,0.406,0.2197183098591549,0.447,0.3255,0.29,rel
100,1,/home/ubuntu/adversarial_training_mps/outputs/dev_comb/clsgen/legendre/d10D6/spirals_4k_1303/40,2.0,0.9895,0.0481068126391619,2.113319791853428,0.9895,-2.059072256088257,0.52,0.4055,0.3915,0.0215,0.04,0.0675,0.135,0.016,0.041,0.0705,0.1315,0.0245,0.074,0.104,0.182,0.555,0.1166666666666666,0.48,0.152228763666947,0.482,0.2087099424815119,0.52,0.4055,0.3915,0.95,0.1550078520085662,1.3913023322820663,0.95,-1.2253239154815674,0.3465,0.2395,0.2625,0.112,0.2385,0.282,0.4495,0.0955,0.2045,0.26,0.4215,0.04,0.107,0.1395,0.2585,0.7205,0.5883703136954859,0.6265,0.5588428665351742,0.5425,0.4216949152542373,0.3465,0.2395,0.2625,rel
100,2,/home/ubuntu/adversarial_training_mps/outputs/dev_comb/clsgen/legendre/d10D6/spirals_4k_1303/41,2.0,0.9815,0.0754208168946206,1.862840425223112,0.9815,-1.7926162481307983,0.485,0.373,0.3695,0.0105,0.0395,0.0625,0.155,0.0385,0.059,0.077,0.143,0.0275,0.075,0.0975,0.1365,0.53,0.1281553398058252,0.48,0.1929824561403508,0.5015,0.2791435368754956,0.485,0.373,0.3695,0.9705,0.1355514253955334,1.4047984555363655,0.9705,-1.2653934955596924,0.588,0.4255,0.427,0.0155,0.134,0.2715,0.3485,0.0155,0.1195,0.2275,0.3265,0.0165,0.0705,0.161,0.2555,0.68,0.2390776699029126,0.5985,0.3185378590078329,0.582,0.3429319371727748,0.588,0.4255,0.427,rel
100,3,/home/ubuntu/adversarial_training_mps/outputs/dev_comb/clsgen/legendre/d10D6/spirals_4k_1303/42,2.0,0.994,0.0513138336827978,1.7243635207414627,0.994,-1.6692619323730469,0.5265,0.2655,0.222,0.033,0.052,0.102,0.1945,0.0185,0.043,0.0735,0.172,0.006,0.018,0.043,0.13,0.5755,0.1678986272439282,0.3945,0.181075561606535,0.374,0.2313624678663239,0.5265,0.2655,0.222,0.9695,0.0992786416318267,1.2206548601388931,0.9695,-1.1140390634536743,0.463,0.2495,0.252,0.1095,0.173,0.213,0.374,0.138,0.2335,0.2675,0.4035,0.0775,0.1275,0.1715,0.281,0.7215,0.5111731843575419,0.631,0.5256495669553631,0.4715,0.3335561497326203,0.463,0.2495,0.252,rel
100,4,/home/ubuntu/adversarial_training_mps/outputs/dev_comb/clsgen/legendre/d10D6/spirals_4k_1303/43,2.0,0.9945,0.0297576047305483,1.5042563825845718,0.9945,-1.4782819747924805,0.567,0.3685,0.32,0.036,0.0935,0.1585,0.259,0.02,0.07,0.1425,0.232,0.0225,0.0845,0.1175,0.204,0.7055,0.3452655889145496,0.543,0.2929532858273951,0.4745,0.2860294117647058,0.567,0.3685,0.32,0.957,0.1454018834047019,1.331750400364399,0.957,-1.1822432279586792,0.542,0.336,0.3075,0.148,0.2295,0.2695,0.373,0.072,0.137,0.203,0.3625,0.041,0.1105,0.1405,0.2545,0.6715,0.3056768558951965,0.545,0.3290662650602409,0.4155,0.1992779783393501,0.542,0.336,0.3075,rel
100,5,/home/ubuntu/adversarial_training_mps/outputs/dev_comb/clsgen/legendre/d10D6/spirals_4k_1303/44,2.0,0.9895,0.0540362441679462,1.6973024047911167,0.9895,-1.6508774757385254,0.5225,0.407,0.339,0.0245,0.0825,0.1525,0.3285,0.0175,0.069,0.12,0.2765,0.007,0.0405,0.072,0.13,0.637,0.2670157068062827,0.515,0.2032040472175379,0.499,0.283661119515885,0.5225,0.407,0.339,0.983,0.1327546327374875,1.3424800671637058,0.983,-1.2004836797714231,0.4145,0.281,0.2985,0.0615,0.1695,0.2465,0.391,0.0355,0.1485,0.282,0.391,0.027,0.1135,0.16,0.2615,0.697,0.5089666951323655,0.553,0.4047287899860918,0.4485,0.2965074839629366,0.4145,0.281,0.2985,rel
130,1,/home/ubuntu/adversarial_training_mps/outputs/dev_comb/clsgen/legendre/d10D6/spirals_4k_1303/45,2.0,0.991,0.0446371851139701,2.1571106873452663,0.991,-2.106722831726074,0.5195,0.3995,0.356,0.015,0.0295,0.0595,0.126,0.0095,0.029,0.062,0.1285,0.0185,0.08,0.1095,0.1665,0.57,0.1383975026014568,0.474,0.15736885928393,0.4485,0.2212732919254658,0.5195,0.3995,0.356,0.9545,0.1285481383092701,1.421681992709637,0.9545,-1.2816003561019895,0.4335,0.2515,0.243,0.1135,0.169,0.2155,0.336,0.057,0.138,0.1965,0.2975,0.0225,0.089,0.114,0.1985,0.685,0.4748455428067079,0.524,0.3934535738142952,0.5115,0.3943196829590489,0.4335,0.2515,0.243,rel
130,2,/home/ubuntu/adversarial_training_mps/outputs/dev_comb/clsgen/legendre/d10D6/spirals_4k_1303/46,2.0,0.987,0.0646619469625875,1.6566430069506168,0.987,-1.593414306640625,0.5265,0.4425,0.3865,0.0155,0.068,0.1205,0.201,0.015,0.068,0.108,0.18,0.0185,0.046,0.095,0.1635,0.587,0.1594508975712777,0.5335,0.1820627802690582,0.51,0.2746536267318663,0.5265,0.4425,0.3865,0.9855,0.1018253340153023,1.3975639455020428,0.9855,-1.2911816835403442,0.513,0.3665,0.3275,0.0075,0.1115,0.206,0.3135,0.006,0.0745,0.1585,0.2605,0.0085,0.0575,0.1205,0.211,0.621,0.2422997946611909,0.541,0.2786108918705604,0.5005,0.2929368029739777,0.513,0.3665,0.3275,rel
130,3,/home/ubuntu/adversarial_training_mps/outputs/dev_comb/clsgen/legendre/d10D6/spirals_4k_1303/47,2.0,0.9935,0.0477445314754731,1.719554841518402,0.9935,-1.6682480573654177,0.491,0.2925,0.2215,0.0145,0.043,0.0955,0.1835,0.006,0.023,0.0575,0.165,0.004,0.0115,0.026,0.1285,0.5565,0.1856581532416503,0.4225,0.1901060070671378,0.361,0.2145150931278099,0.491,0.2925,0.2215,0.973,0.0986475974787026,1.2379749529063702,0.973,-1.1315656900405884,0.4205,0.221,0.241,0.1295,0.2015,0.236,0.364,0.1555,0.269,0.2995,0.398,0.0865,0.1505,0.179,0.289,0.757,0.6048317515099223,0.652,0.5641848523748395,0.4905,0.3636363636363636,0.4205,0.221,0.241,rel
130,4,/home/ubuntu/adversarial_training_mps/outputs/dev_comb/clsgen/legendre/d10D6/spirals_4k_1303/48,2.0,0.9945,0.0286108071159105,1.4853538535535336,0.9945,-1.4599848985671997,0.5425,0.38,0.316,0.039,0.089,0.135,0.297,0.021,0.075,0.1275,0.254,0.011,0.0715,0.1215,0.221,0.6885,0.3344262295081967,0.555,0.2983870967741935,0.489,0.3084795321637427,0.5425,0.38,0.316,0.9755,0.1286698027979582,1.333328939974308,0.9755,-1.201685070991516,0.5805,0.376,0.362,0.0715,0.1235,0.1755,0.2765,0.075,0.158,0.212,0.3565,0.0615,0.1205,0.1665,0.287,0.759,0.4314660309892729,0.591,0.3517628205128205,0.488,0.2656739811912226,0.5805,0.376,0.362,rel
130,5,/home/ubuntu/adversarial_training_mps/outputs/dev_comb/clsgen/legendre/d10D6/spirals_4k_1303/49,2.0,0.9895,0.0530628418200649,1.7087623216211796,0.9895,-1.6629486083984375,0.5145,0.4225,0.331,0.0215,0.0935,0.1425,0.3135,0.014,0.07,0.1125,0.2315,0.004,0.035,0.0585,0.1335,0.6265,0.2584963954685891,0.538,0.2155844155844155,0.4715,0.2585949177877429,0.5145,0.4225,0.331,0.9905,0.116659604711458,1.350826770067215,0.9905,-1.228107213973999,0.4385,0.303,0.2835,0.0425,0.1575,0.24,0.3495,0.019,0.1275,0.2465,0.4175,0.015,0.0805,0.1425,0.2775,0.7485,0.5681211041852182,0.563,0.3873744619799139,0.4725,0.314026517794836,0.4385,0.303,0.2835,rel
150,1,/home/ubuntu/adversarial_training_mps/outputs/dev_comb/clsgen/legendre/d10D6/spirals_4k_1303/50,2.0,0.9905,0.0456276751356199,2.156308066099882,0.9905,-2.104647397994995,0.554,0.406,0.384,0.0205,0.0355,0.0705,0.147,0.015,0.0325,0.0585,0.1335,0.0125,0.055,0.0905,0.1605,0.5975,0.1378923766816143,0.496,0.1868686868686868,0.475,0.2159090909090909,0.554,0.406,0.384,0.9585,0.1217889536637812,1.435016691684723,0.9585,-1.3016818761825562,0.4695,0.3025,0.2765,0.0975,0.164,0.2165,0.336,0.062,0.155,0.2005,0.279,0.0185,0.0825,0.1075,0.203,0.689,0.4467483506126296,0.548,0.3842293906810036,0.5185,0.3738769868693849,0.4695,0.3025,0.2765,rel
150,2,/home/ubuntu/adversarial_training_mps/outputs/dev_comb/clsgen/legendre/d10D6/spirals_4k_1303/51,2.0,0.9885,0.0578658674494363,1.7002349756658075,0.9885,-1.644497990608215,0.5515,0.439,0.371,0.0245,0.0475,0.0915,0.173,0.0115,0.045,0.0865,0.1535,0.015,0.0495,0.087,0.1465,0.603,0.1683389074693422,0.5245,0.177361853832442,0.493,0.2615262321144674,0.5515,0.439,0.371,0.986,0.1251787957735359,1.4173518419265747,0.986,-1.287161111831665,0.5395,0.335,0.313,0.0095,0.115,0.1795,0.324,0.005,0.0915,0.156,0.2875,0.011,0.065,0.128,0.2425,0.67,0.3029315960912052,0.568,0.3571428571428571,0.548,0.3551673944687045,0.5395,0.335,0.313,rel
150,3,/home/ubuntu/adversarial_training_mps/outputs/dev_comb/clsgen/legendre/d10D6/spirals_4k_1303/52,2.0,0.9935,0.0477445314754731,1.719554841518402,0.9935,-1.6682480573654177,0.509,0.292,0.222,0.015,0.044,0.113,0.1945,0.0045,0.026,0.0715,0.178,0.0005,0.0145,0.03,0.1215,0.563,0.175152749490835,0.427,0.193502824858757,0.353,0.2101542416452442,0.509,0.292,0.222,0.9785,0.0900309489807114,1.250066477805376,0.9785,-1.1525237560272217,0.426,0.191,0.2615,0.137,0.205,0.233,0.346,0.151,0.2615,0.283,0.3765,0.096,0.1555,0.1835,0.2635,0.732,0.5566202090592335,0.601,0.5278121137206427,0.505,0.3845633039945836,0.426,0.191,0.2615,rel
