cls_epoch,seed,run_path,range_size,cls/eval/test/acc,cls/eval/test/clsloss,cls/eval/test/genloss,cls/eval/uq_clean_accuracy,cls/eval/uq_clean_log_px_mean,cls/eval/uq_adv_acc/0.2,cls/eval/uq_adv_acc/0.4,cls/eval/uq_adv_acc/1.0,cls/eval/uq_detection/1pct/0.2,cls/eval/uq_detection/5pct/0.2,cls/eval/uq_detection/10pct/0.2,cls/eval/uq_detection/20pct/0.2,cls/eval/uq_detection/1pct/0.4,cls/eval/uq_detection/5pct/0.4,cls/eval/uq_detection/10pct/0.4,cls/eval/uq_detection/20pct/0.4,cls/eval/uq_detection/1pct/1.0,cls/eval/uq_detection/5pct/1.0,cls/eval/uq_detection/10pct/1.0,cls/eval/uq_detection/20pct/1.0,cls/eval/uq_purify_acc/0.2/0.2,cls/eval/uq_purify_recovery/0.2/0.2,cls/eval/uq_purify_acc/0.4/0.2,cls/eval/uq_purify_recovery/0.4/0.2,cls/eval/uq_purify_acc/1.0/0.2,cls/eval/uq_purify_recovery/1.0/0.2,cls/eval/test/rob/0.2,cls/eval/test/rob/0.4,cls/eval/test/rob/1.0,gen/eval/test/acc,gen/eval/test/clsloss,gen/eval/test/genloss,gen/eval/uq_clean_accuracy,gen/eval/uq_clean_log_px_mean,gen/eval/uq_adv_acc/0.2,gen/eval/uq_adv_acc/0.4,gen/eval/uq_adv_acc/1.0,gen/eval/uq_detection/1pct/0.2,gen/eval/uq_detection/5pct/0.2,gen/eval/uq_detection/10pct/0.2,gen/eval/uq_detection/20pct/0.2,gen/eval/uq_detection/1pct/0.4,gen/eval/uq_detection/5pct/0.4,gen/eval/uq_detection/10pct/0.4,gen/eval/uq_detection/20pct/0.4,gen/eval/uq_detection/1pct/1.0,gen/eval/uq_detection/5pct/1.0,gen/eval/uq_detection/10pct/1.0,gen/eval/uq_detection/20pct/1.0,gen/eval/uq_purify_acc/0.2/0.2,gen/eval/uq_purify_recovery/0.2/0.2,gen/eval/uq_purify_acc/0.4/0.2,gen/eval/uq_purify_recovery/0.4/0.2,gen/eval/uq_purify_acc/1.0/0.2,gen/eval/uq_purify_recovery/1.0/0.2,gen/eval/test/rob/0.2,gen/eval/test/rob/0.4,gen/eval/test/rob/1.0,eps_unit
150,4,/home/ubuntu/adversarial_training_mps/outputs/dev_comb/clsgen/legendre/d10D6/spirals_4k_1303/53,2.0,0.995,0.0283717291604261,1.537650801241398,0.995,-1.513466477394104,0.582,0.364,0.3045,0.043,0.087,0.116,0.2225,0.0255,0.069,0.1105,0.2095,0.013,0.0715,0.1345,0.2075,0.725,0.3600478468899521,0.5715,0.3325471698113207,0.496,0.3156002875629043,0.582,0.364,0.3045,0.9935,0.1158094117417931,1.3645357601344583,0.9935,-1.2471758127212524,0.6915,0.4895,0.3945,0.0665,0.135,0.193,0.27,0.0625,0.135,0.21,0.3325,0.0325,0.088,0.1475,0.2355,0.789,0.3192868719611021,0.6555,0.3408423114593535,0.5115,0.2584640792733278,0.6915,0.4895,0.3945,rel
150,5,/home/ubuntu/adversarial_training_mps/outputs/dev_comb/clsgen/legendre/d10D6/spirals_4k_1303/54,2.0,0.9895,0.052284316974692,1.6991742067039013,0.9895,-1.6544228792190552,0.5095,0.391,0.336,0.038,0.1195,0.187,0.3255,0.016,0.0985,0.1345,0.2475,0.004,0.033,0.0625,0.1245,0.654,0.3231396534148827,0.5395,0.257799671592775,0.452,0.2394578313253012,0.5095,0.391,0.336,0.99,0.1098553787451237,1.3574087843298912,0.99,-1.2424285411834717,0.44,0.3135,0.2895,0.0595,0.157,0.2405,0.3725,0.026,0.1015,0.281,0.431,0.01,0.09,0.1815,0.285,0.729,0.5366071428571428,0.594,0.425345957756737,0.488,0.3223082336382829,0.44,0.3135,0.2895,rel
170,1,/home/ubuntu/adversarial_training_mps/outputs/dev_comb/clsgen/legendre/d10D6/spirals_4k_1303/55,2.0,0.9915,0.0436317211133427,2.1345199458301067,0.9915,-2.0862390995025635,0.5015,0.3485,0.3225,0.014,0.0395,0.0715,0.1725,0.0075,0.035,0.0515,0.155,0.007,0.0285,0.0745,0.174,0.551,0.1414242728184553,0.4435,0.1696085955487337,0.4375,0.2391143911439114,0.5015,0.3485,0.3225,0.9615,0.1116366018541157,1.451913271099329,0.9615,-1.329629898071289,0.44,0.3035,0.247,0.068,0.133,0.2045,0.3295,0.0475,0.102,0.178,0.2715,0.016,0.073,0.1245,0.2165,0.6085,0.3232142857142857,0.4905,0.2835606604450825,0.4715,0.3293492695883134,0.44,0.3035,0.247,rel
170,2,/home/ubuntu/adversarial_training_mps/outputs/dev_comb/clsgen/legendre/d10D6/spirals_4k_1303/56,2.0,0.9865,0.055962829850614,1.84558629244566,0.9865,-1.7922887802124023,0.5555,0.444,0.382,0.0285,0.0615,0.1,0.1625,0.029,0.056,0.085,0.1525,0.0285,0.062,0.0975,0.16,0.6175,0.1856017997750281,0.5605,0.231115107913669,0.525,0.2872168284789644,0.5555,0.444,0.382,0.987,0.0929260582197457,1.45534685626626,0.987,-1.3582539558410645,0.5495,0.4335,0.377,0.0195,0.1035,0.2175,0.3095,0.011,0.0785,0.1645,0.299,0.0175,0.084,0.129,0.2415,0.627,0.2053274139844617,0.5395,0.1985878199470432,0.568,0.3579454253611557,0.5495,0.4335,0.377,rel
170,3,/home/ubuntu/adversarial_training_mps/outputs/dev_comb/clsgen/legendre/d10D6/spirals_4k_1303/57,2.0,0.9935,0.0477445314754731,1.719554841518402,0.9935,-1.6682480573654177,0.5115,0.2835,0.2225,0.0185,0.044,0.104,0.194,0.0035,0.022,0.057,0.1625,0.0055,0.016,0.03,0.1265,0.578,0.195496417604913,0.406,0.1772505233775296,0.356,0.2090032154340836,0.5115,0.2835,0.2225,0.9855,0.0795808280818164,1.2799931280314922,0.9855,-1.1933085918426514,0.476,0.253,0.2315,0.101,0.176,0.228,0.348,0.111,0.2065,0.2565,0.3485,0.072,0.1425,0.175,0.245,0.7115,0.4895038167938931,0.5995,0.4819277108433735,0.487,0.3793103448275862,0.476,0.253,0.2315,rel
170,4,/home/ubuntu/adversarial_training_mps/outputs/dev_comb/clsgen/legendre/d10D6/spirals_4k_1303/58,2.0,0.9955,0.0261247674643527,1.520295049995184,0.9955,-1.4978549480438232,0.5645,0.396,0.3085,0.032,0.09,0.13,0.2465,0.0215,0.0685,0.124,0.2415,0.0085,0.0625,0.117,0.208,0.6825,0.3122847301951779,0.554,0.2798013245033112,0.462,0.2675343456254519,0.5645,0.396,0.3085,0.994,0.0887763572391122,1.3617215529084206,0.994,-1.2722690105438232,0.6795,0.468,0.389,0.0395,0.129,0.194,0.238,0.048,0.135,0.2055,0.3325,0.011,0.0625,0.1395,0.2175,0.7985,0.3728549141965678,0.676,0.3994360902255639,0.532,0.2782324058919803,0.6795,0.468,0.389,rel
170,5,/home/ubuntu/adversarial_training_mps/outputs/dev_comb/clsgen/legendre/d10D6/spirals_4k_1303/59,2.0,0.99,0.0509748215554282,1.691342506557703,0.99,-1.6476198434829712,0.504,0.4055,0.3515,0.03,0.113,0.1615,0.3255,0.0155,0.0915,0.1305,0.2495,0.0025,0.0385,0.0655,0.129,0.631,0.2872983870967742,0.533,0.2262405382674516,0.459,0.2374710871241326,0.504,0.4055,0.3515,0.991,0.096758225467056,1.3597021996974945,0.991,-1.2584078311920166,0.4515,0.3155,0.308,0.0625,0.1725,0.2385,0.393,0.042,0.1275,0.232,0.4155,0.016,0.0525,0.1405,0.286,0.7355,0.5323609845031905,0.5645,0.3710737764791819,0.4645,0.2760115606936416,0.4515,0.3155,0.308,rel
180,1,/home/ubuntu/adversarial_training_mps/outputs/dev_comb/clsgen/legendre/d10D6/spirals_4k_1303/60,2.0,0.9905,0.0440362899098545,2.1672644279897213,0.9905,-2.1183412075042725,0.5295,0.378,0.357,0.019,0.037,0.0705,0.167,0.0125,0.0325,0.0545,0.1365,0.011,0.0395,0.08,0.1755,0.578,0.1466524973432518,0.4825,0.2041800643086816,0.4745,0.2612752721617418,0.5295,0.378,0.357,0.9685,0.0913768613245338,1.5383209101855757,0.9685,-1.4361566305160522,0.462,0.333,0.2945,0.056,0.1155,0.177,0.3125,0.05,0.0885,0.16,0.2545,0.032,0.065,0.0935,0.222,0.623,0.3141263940520446,0.4545,0.197151424287856,0.4335,0.2232459248759745,0.462,0.333,0.2945,rel
180,2,/home/ubuntu/adversarial_training_mps/outputs/dev_comb/clsgen/legendre/d10D6/spirals_4k_1303/61,2.0,0.9875,0.0552649492165073,1.902972687035799,0.9875,-1.851112008094788,0.5555,0.424,0.3895,0.0425,0.078,0.1045,0.167,0.03,0.08,0.117,0.1865,0.0295,0.056,0.084,0.149,0.631,0.202474690663667,0.5645,0.2569444444444444,0.538,0.2899262899262899,0.5555,0.424,0.3895,0.988,0.0905655589886009,1.5043285749852655,0.988,-1.4101601839065552,0.5755,0.472,0.4185,0.029,0.123,0.2115,0.291,0.012,0.093,0.163,0.269,0.004,0.084,0.1275,0.2225,0.6395,0.1967020023557126,0.568,0.2064393939393939,0.539,0.3155631986242476,0.5755,0.472,0.4185,rel
180,3,/home/ubuntu/adversarial_training_mps/outputs/dev_comb/clsgen/legendre/d10D6/spirals_4k_1303/62,2.0,0.9935,0.0477445314754731,1.719554841518402,0.9935,-1.6682480573654177,0.4915,0.2765,0.2185,0.0145,0.04,0.097,0.1795,0.0055,0.0235,0.059,0.171,0.001,0.012,0.0335,0.136,0.5555,0.1809242871189773,0.401,0.1803731859018659,0.359,0.2175303902751119,0.4915,0.2765,0.2185,0.991,0.0717568716499954,1.3146872743964195,0.991,-1.2361081838607788,0.471,0.251,0.2555,0.108,0.1885,0.2265,0.356,0.0785,0.179,0.2125,0.3075,0.047,0.103,0.1535,0.2195,0.684,0.4319470699432892,0.539,0.3925233644859813,0.4545,0.3324378777703156,0.471,0.251,0.2555,rel
180,4,/home/ubuntu/adversarial_training_mps/outputs/dev_comb/clsgen/legendre/d10D6/spirals_4k_1303/63,2.0,0.9965,0.0245487856445834,1.5134958177804947,0.9965,-1.4917709827423096,0.565,0.366,0.279,0.036,0.0925,0.128,0.2145,0.015,0.0435,0.107,0.2005,0.0145,0.053,0.1195,0.2005,0.684,0.3126436781609195,0.525,0.2689274447949527,0.45,0.2787794729542302,0.565,0.366,0.279,0.9945,0.0689569347305223,1.3645914793014526,0.9945,-1.2955803871154783,0.671,0.441,0.368,0.034,0.1195,0.1875,0.2295,0.0325,0.119,0.179,0.2675,0.017,0.0795,0.1395,0.204,0.792,0.3829787234042553,0.6465,0.3729874776386404,0.507,0.2737341772151899,0.671,0.441,0.368,rel
180,5,/home/ubuntu/adversarial_training_mps/outputs/dev_comb/clsgen/legendre/d10D6/spirals_4k_1303/64,2.0,0.9905,0.0501356036984361,1.6835609935224056,0.9905,-1.640215277671814,0.531,0.4095,0.358,0.034,0.1095,0.161,0.3255,0.022,0.0845,0.131,0.2465,0.0085,0.0345,0.0585,0.139,0.6425,0.2697228144989339,0.5515,0.2565622353937341,0.4545,0.2313084112149532,0.531,0.4095,0.358,0.9915,0.0976004153490066,1.3450844436883926,0.9915,-1.2443679571151731,0.478,0.3355,0.3085,0.0555,0.16,0.248,0.3935,0.041,0.1375,0.265,0.442,0.0245,0.1035,0.215,0.325,0.7585,0.5584291187739464,0.569,0.3581640331075997,0.4925,0.3159797541576283,0.478,0.3355,0.3085,rel
190,1,/home/ubuntu/adversarial_training_mps/outputs/dev_comb/clsgen/legendre/d10D6/spirals_4k_1303/65,2.0,0.9905,0.0440362899098545,2.1672644279897213,0.9905,-2.1183412075042725,0.5325,0.359,0.3635,0.0195,0.0385,0.072,0.163,0.006,0.024,0.057,0.14,0.01,0.043,0.0765,0.1535,0.59,0.1582887700534759,0.47,0.2067082683307332,0.4725,0.2498036135113904,0.5325,0.359,0.3635,0.9765,0.072701649274677,1.6972855776548386,0.9765,-1.614118576049805,0.464,0.3255,0.3255,0.0295,0.0565,0.105,0.2655,0.018,0.0405,0.0815,0.237,0.0155,0.0335,0.097,0.2185,0.5555,0.1847014925373134,0.417,0.151223128243143,0.432,0.2134914751667902,0.464,0.3255,0.3255,rel
190,2,/home/ubuntu/adversarial_training_mps/outputs/dev_comb/clsgen/legendre/d10D6/spirals_4k_1303/66,2.0,0.989,0.0495953470817767,1.9247402474284168,0.989,-1.8784607648849487,0.5435,0.4255,0.398,0.0275,0.068,0.085,0.148,0.045,0.0845,0.108,0.1685,0.022,0.055,0.0805,0.1325,0.6,0.180722891566265,0.5505,0.2315056570931244,0.533,0.2732558139534883,0.5435,0.4255,0.398,0.9895,0.0748893329873681,1.5853345803916454,0.9895,-1.5078359842300415,0.575,0.46,0.4205,0.0205,0.109,0.1965,0.281,0.0095,0.082,0.136,0.268,0.0155,0.07,0.1305,0.1905,0.6355,0.1741176470588235,0.5395,0.1787037037037037,0.5525,0.3088869715271786,0.575,0.46,0.4205,rel
190,3,/home/ubuntu/adversarial_training_mps/outputs/dev_comb/clsgen/legendre/d10D6/spirals_4k_1303/67,2.0,0.9935,0.0477445314754731,1.719554841518402,0.9935,-1.6682480573654177,0.4985,0.2645,0.2155,0.018,0.051,0.1025,0.181,0.0065,0.0275,0.0705,0.179,0.002,0.0155,0.029,0.136,0.5585,0.168494516450648,0.3985,0.1855880353501019,0.3615,0.2179732313575526,0.4985,0.2645,0.2155,0.9935,0.0618659798637963,1.4024545401334765,0.9935,-1.334221601486206,0.441,0.2745,0.278,0.091,0.1725,0.2115,0.29,0.0575,0.1135,0.144,0.2325,0.024,0.0535,0.075,0.1415,0.598,0.315742397137746,0.403,0.1826326671261199,0.3945,0.2167590027700831,0.441,0.2745,0.278,rel
190,4,/home/ubuntu/adversarial_training_mps/outputs/dev_comb/clsgen/legendre/d10D6/spirals_4k_1303/68,2.0,0.9965,0.0245487856445834,1.5134958177804947,0.9965,-1.4917709827423096,0.5435,0.3595,0.2985,0.0375,0.091,0.1345,0.2225,0.0215,0.0525,0.1095,0.201,0.015,0.0525,0.1225,0.216,0.667,0.307776560788609,0.534,0.2896174863387978,0.4665,0.2908054169636493,0.5435,0.3595,0.2985,0.9955,0.0460165377589874,1.381435714662075,0.9955,-1.3363137245178225,0.6535,0.4245,0.355,0.0335,0.087,0.1645,0.233,0.0325,0.0985,0.1685,0.236,0.021,0.062,0.133,0.209,0.788,0.3939393939393939,0.619,0.3431798436142484,0.526,0.3325581395348837,0.6535,0.4245,0.355,rel
190,5,/home/ubuntu/adversarial_training_mps/outputs/dev_comb/clsgen/legendre/d10D6/spirals_4k_1303/69,2.0,0.99,0.0496303031104616,1.6810748688876629,0.99,-1.6384882926940918,0.558,0.419,0.37,0.038,0.122,0.186,0.3035,0.0205,0.11,0.167,0.244,0.005,0.0405,0.073,0.1405,0.703,0.3574660633484163,0.573,0.2762478485370052,0.4805,0.2476190476190476,0.558,0.419,0.37,0.9905,0.0737221441231668,1.4057481698691845,0.9905,-1.3323184251785278,0.481,0.3645,0.3595,0.0435,0.1665,0.223,0.3795,0.024,0.1235,0.207,0.385,0.0125,0.045,0.0965,0.238,0.6825,0.3978805394990366,0.542,0.2958300550747443,0.4825,0.2693208430913349,0.481,0.3645,0.3595,rel
195,1,/home/ubuntu/adversarial_training_mps/outputs/dev_comb/clsgen/legendre/d10D6/spirals_4k_1303/70,2.0,0.992,0.0421054501784965,2.1535956636071205,0.992,-2.1071765422821045,0.4985,0.355,0.3305,0.0175,0.033,0.0695,0.16,0.0135,0.0315,0.061,0.1515,0.005,0.0175,0.058,0.169,0.5725,0.1784646061814556,0.475,0.213953488372093,0.4455,0.2516803584764749,0.4985,0.355,0.3305,0.989,0.0525098189827986,1.863631635904312,0.989,-1.8022465705871584,0.4635,0.3335,0.316,0.0255,0.05,0.097,0.216,0.013,0.029,0.0645,0.172,0.0095,0.045,0.105,0.19,0.545,0.1817334575955265,0.426,0.1635408852213053,0.4165,0.212719298245614,0.4635,0.3335,0.316,rel
195,2,/home/ubuntu/adversarial_training_mps/outputs/dev_comb/clsgen/legendre/d10D6/spirals_4k_1303/71,2.0,0.989,0.0495953470817767,1.9247402474284168,0.989,-1.8784607648849487,0.562,0.42,0.405,0.0315,0.0685,0.086,0.148,0.045,0.0815,0.102,0.156,0.0355,0.068,0.099,0.1545,0.613,0.1632420091324201,0.535,0.2155172413793103,0.5405,0.2781512605042017,0.562,0.42,0.405,0.99,0.061521413968876,1.680921591818333,0.99,-1.6182596683502195,0.5575,0.4415,0.418,0.018,0.0675,0.135,0.2505,0.015,0.0945,0.171,0.241,0.0195,0.091,0.1275,0.19,0.6,0.1446327683615819,0.517,0.1566696508504924,0.5445,0.3015463917525773,0.5575,0.4415,0.418,rel
195,3,/home/ubuntu/adversarial_training_mps/outputs/dev_comb/clsgen/legendre/d10D6/spirals_4k_1303/72,2.0,0.9935,0.0477445314754731,1.719554841518402,0.9935,-1.6682480573654177,0.505,0.28,0.209,0.017,0.0405,0.0965,0.192,0.005,0.0235,0.07,0.1755,0.002,0.016,0.031,0.135,0.5665,0.1868686868686868,0.4115,0.1875,0.342,0.2003792667509481,0.505,0.28,0.209,0.994,0.0560466558090411,1.500647895038128,0.994,-1.4386999607086182,0.4405,0.2535,0.2385,0.086,0.1275,0.159,0.222,0.039,0.0655,0.0915,0.142,0.0165,0.036,0.0585,0.1115,0.5485,0.2323503127792672,0.3725,0.1634293369055592,0.359,0.2015758371634931,0.4405,0.2535,0.2385,rel
195,4,/home/ubuntu/adversarial_training_mps/outputs/dev_comb/clsgen/legendre/d10D6/spirals_4k_1303/73,2.0,0.9965,0.0245487856445834,1.5134958177804947,0.9965,-1.4917709827423096,0.544,0.387,0.287,0.0485,0.0965,0.14,0.234,0.0215,0.0475,0.106,0.203,0.0105,0.049,0.1195,0.207,0.6785,0.3256578947368421,0.5555,0.2952691680261011,0.4515,0.273492286115007,0.544,0.387,0.287,0.996,0.0333691721316427,1.4159623570740223,0.996,-1.3842545747756958,0.6105,0.4165,0.302,0.0315,0.074,0.1445,0.239,0.0325,0.0675,0.126,0.212,0.0165,0.076,0.1335,0.21,0.7345,0.3286264441591784,0.5935,0.3050556983718937,0.4805,0.3137535816618911,0.6105,0.4165,0.302,rel
195,5,/home/ubuntu/adversarial_training_mps/outputs/dev_comb/clsgen/legendre/d10D6/spirals_4k_1303/74,2.0,0.99,0.0496245022513903,1.689305700361729,0.99,-1.6469135284423828,0.5055,0.3975,0.3405,0.0425,0.124,0.1865,0.3155,0.0205,0.1025,0.1445,0.237,0.009,0.041,0.07,0.14,0.662,0.3538928210313448,0.5425,0.2522821576763485,0.427,0.2206216830932524,0.5055,0.3975,0.3405,0.992,0.0613517842721194,1.4379995688796043,0.992,-1.3791941404342651,0.47,0.325,0.3695,0.0515,0.1615,0.2335,0.341,0.0295,0.154,0.231,0.339,0.014,0.0655,0.109,0.2175,0.704,0.4481132075471698,0.5505,0.3451851851851852,0.4935,0.3068992862807296,0.47,0.325,0.3695,rel
199,1,/home/ubuntu/adversarial_training_mps/outputs/dev_comb/clsgen/legendre/d10D6/spirals_4k_1303/75,2.0,0.992,0.0422382965916767,2.153488829731941,0.992,-2.1066861152648926,0.532,0.387,0.372,0.0145,0.027,0.0605,0.154,0.005,0.0245,0.05,0.1275,0.0115,0.034,0.0785,0.178,0.59,0.1741452991452991,0.4885,0.2055464926590538,0.465,0.2364649681528662,0.532,0.387,0.372,0.992,0.0430445799720473,2.07771272957325,0.992,-2.028728008270264,0.505,0.3655,0.368,0.02,0.0355,0.068,0.152,0.0135,0.0345,0.0575,0.125,0.0115,0.0565,0.084,0.18,0.586,0.1969696969696969,0.4665,0.2009456264775413,0.46,0.238132911392405,0.505,0.3655,0.368,rel
199,2,/home/ubuntu/adversarial_training_mps/outputs/dev_comb/clsgen/legendre/d10D6/spirals_4k_1303/76,2.0,0.9905,0.0467789431568235,1.9760786704719069,0.9905,-1.9332138299942017,0.5755,0.4265,0.3615,0.056,0.0975,0.118,0.1905,0.053,0.0875,0.1125,0.1955,0.03,0.0555,0.083,0.138,0.6255,0.1696113074204947,0.551,0.2310374891020052,0.5295,0.2999216914643696,0.5755,0.4265,0.3615,0.991,0.0480150837101973,1.8881408721208568,0.991,-1.8422385454177856,0.576,0.406,0.3695,0.0225,0.059,0.082,0.171,0.036,0.078,0.1185,0.1895,0.0385,0.0885,0.1255,0.1735,0.6045,0.1191037735849056,0.5305,0.2213804713804713,0.5065,0.2894528152260111,0.576,0.406,0.3695,rel
199,3,/home/ubuntu/adversarial_training_mps/outputs/dev_comb/clsgen/legendre/d10D6/spirals_4k_1303/77,2.0,0.9935,0.0477445314754731,1.719554841518402,0.9935,-1.6682480573654177,0.503,0.2825,0.2285,0.0145,0.039,0.0975,0.1865,0.0065,0.023,0.07,0.1805,0.002,0.0125,0.0295,0.123,0.564,0.1720321931589537,0.4155,0.1930313588850174,0.357,0.2060920285158781,0.503,0.2825,0.2285,0.994,0.0494303237646818,1.6557160206139088,0.994,-1.601797342300415,0.47,0.254,0.2215,0.0125,0.0515,0.093,0.1865,0.0055,0.0255,0.069,0.1525,0.0065,0.019,0.031,0.114,0.5305,0.1566037735849056,0.3875,0.1802949061662198,0.355,0.2106615285806037,0.47,0.254,0.2215,rel
199,4,/home/ubuntu/adversarial_training_mps/outputs/dev_comb/clsgen/legendre/d10D6/spirals_4k_1303/78,2.0,0.9965,0.0245487856445834,1.5134958177804947,0.9965,-1.4917709827423096,0.551,0.379,0.3005,0.0405,0.094,0.131,0.2175,0.023,0.0575,0.1165,0.214,0.0075,0.046,0.1085,0.182,0.6655,0.2962138084632517,0.551,0.2954911433172302,0.4495,0.270192994996426,0.551,0.379,0.3005,0.9965,0.025158061820548,1.4828583151102066,0.9965,-1.460269808769226,0.5715,0.367,0.262,0.0545,0.0975,0.132,0.219,0.029,0.078,0.1305,0.209,0.0205,0.056,0.119,0.2105,0.696,0.3197199533255542,0.549,0.3025276461295418,0.439,0.2777777777777778,0.5715,0.367,0.262,rel
199,5,/home/ubuntu/adversarial_training_mps/outputs/dev_comb/clsgen/legendre/d10D6/spirals_4k_1303/79,2.0,0.99,0.0496245022513903,1.689305700361729,0.99,-1.6469135284423828,0.492,0.395,0.3445,0.043,0.1295,0.193,0.33,0.0215,0.1055,0.148,0.246,0.0075,0.0395,0.0695,0.138,0.6495,0.3474409448818897,0.548,0.2586776859504132,0.439,0.2105263157894736,0.492,0.395,0.3445,0.991,0.0480861048563383,1.6017892695963385,0.991,-1.559951901435852,0.4735,0.3725,0.3095,0.043,0.144,0.2075,0.329,0.014,0.118,0.1665,0.265,0.0035,0.0415,0.068,0.1335,0.645,0.3637226970560304,0.5505,0.2948207171314741,0.459,0.2643012309920347,0.4735,0.3725,0.3095,rel
200,1,/home/ubuntu/adversarial_training_mps/outputs/dev_comb/clsgen/legendre/d10D6/spirals_4k_1303/80,2.0,0.992,0.0422382965916767,2.153488829731941,0.992,-2.1066861152648926,0.5315,0.378,0.3675,0.013,0.035,0.0635,0.152,0.0075,0.028,0.0615,0.1425,0.011,0.0285,0.0705,0.1705,0.5855,0.1696905016008537,0.4915,0.2234726688102893,0.464,0.2355731225296442,0.5315,0.378,0.3675,0.992,0.0422382965916767,2.153488829731941,0.992,-2.1066861152648926,0.529,0.389,0.3765,0.017,0.033,0.062,0.145,0.012,0.0295,0.0575,0.132,0.011,0.0255,0.073,0.173,0.5875,0.1613588110403397,0.4955,0.2111292962356792,0.4815,0.2421812349639134,0.529,0.389,0.3765,rel
200,2,/home/ubuntu/adversarial_training_mps/outputs/dev_comb/clsgen/legendre/d10D6/spirals_4k_1303/81,2.0,0.9905,0.0467789431568235,1.9760786704719069,0.9905,-1.9332138299942017,0.5665,0.436,0.3815,0.057,0.095,0.1145,0.187,0.0465,0.089,0.1135,0.1815,0.0265,0.0565,0.0945,0.1595,0.6105,0.154555940023068,0.5545,0.2225177304964539,0.5395,0.3071948261924009,0.5665,0.436,0.3815,0.9905,0.0467789431568235,1.9760786704719069,0.9905,-1.9332138299942017,0.5825,0.423,0.3675,0.046,0.0785,0.1005,0.1695,0.049,0.076,0.0945,0.176,0.0335,0.063,0.108,0.16,0.6175,0.1473053892215569,0.5345,0.2062391681109185,0.518,0.2964426877470356,0.5825,0.423,0.3675,rel
200,3,/home/ubuntu/adversarial_training_mps/outputs/dev_comb/clsgen/legendre/d10D6/spirals_4k_1303/82,2.0,0.9935,0.0477445314754731,1.719554841518402,0.9935,-1.6682480573654177,0.508,0.2795,0.218,0.0155,0.042,0.094,0.178,0.004,0.0195,0.059,0.153,0.0005,0.0085,0.0265,0.129,0.574,0.1798780487804878,0.4015,0.1755725190839694,0.3525,0.20076726342711,0.508,0.2795,0.218,0.9935,0.0477445314754731,1.719554841518402,0.9935,-1.6682480573654177,0.4945,0.2905,0.227,0.0125,0.0385,0.095,0.1845,0.005,0.029,0.0785,0.179,0.002,0.012,0.03,0.127,0.559,0.1800197823936696,0.425,0.1952078928823115,0.378,0.2276843467011643,0.4945,0.2905,0.227,rel
200,4,/home/ubuntu/adversarial_training_mps/outputs/dev_comb/clsgen/legendre/d10D6/spirals_4k_1303/83,2.0,0.9965,0.0245487856445834,1.5134958177804947,0.9965,-1.4917709827423096,0.56,0.3745,0.296,0.034,0.0875,0.126,0.2195,0.0215,0.0515,0.1125,0.2045,0.0125,0.051,0.111,0.1985,0.689,0.3318181818181818,0.5445,0.2853717026378897,0.466,0.2890625,0.56,0.3745,0.296,0.9965,0.0245487856445834,1.5134958177804947,0.9965,-1.4917709827423096,0.5435,0.377,0.286,0.0375,0.0895,0.1255,0.223,0.022,0.0475,0.1165,0.2085,0.0135,0.048,0.1215,0.2155,0.6695,0.3088718510405257,0.547,0.2873194221508828,0.453,0.2815126050420168,0.5435,0.377,0.286,rel
200,5,/home/ubuntu/adversarial_training_mps/outputs/dev_comb/clsgen/legendre/d10D6/spirals_4k_1303/84,2.0,0.99,0.0496245022513903,1.689305700361729,0.99,-1.6469135284423828,0.4745,0.3865,0.3495,0.046,0.128,0.1955,0.3335,0.0235,0.1105,0.156,0.248,0.007,0.0435,0.0705,0.134,0.6385,0.3453853472882968,0.535,0.2567237163814181,0.423,0.2013835511145273,0.4745,0.3865,0.3495,0.99,0.0496245022513903,1.689305700361729,0.99,-1.6469135284423828,0.5,0.387,0.3645,0.042,0.131,0.1985,0.3215,0.027,0.1,0.152,0.2505,0.007,0.051,0.076,0.144,0.646,0.331,0.5435,0.2642740619902121,0.45,0.2250196695515342,0.5,0.387,0.3645,rel
