,mean,std,count
config/tracking.seed,3.0,1.5811388300841898,5.0
config/trainer.alpha,0.5,0.0,5.0
config/sampler.num_steps,40.0,0.0,5.0
config/sampler.step_size,0.008377535897765385,0.0,5.0
config/sampler.noise_std,0.005,0.0,5.0
dis_loss,0.21856414925711495,0.004485879104960248,5.0
acc,0.9345428571428572,0.002374180846919122,5.0
uq_clean_accuracy,0.9345428571428572,0.002374180846919122,5.0
alpha,0.5,0.0,5.0
parameters,349040.0,0.0,5.0
sgld_purify_radius,0.2,0.0,5.0
sgld_steps_per_sweep,20.0,0.0,5.0
sgld_purify_step_size,0.01,0.0,5.0
sgld_purify_noise_std,0.005,0.0,5.0
positive_joint_score,20.173374557495116,0.10961385272914402,5.0
positive_marginal_score,20.391938400268554,0.11339747417963462,5.0
negative_marginal_score,21.014612197875977,0.13031000517988114,5.0
px_cd_loss,0.6226737976074219,0.034921861489861254,5.0
joint_cd_loss,0.8412376403808594,0.0354111661573602,5.0
gen_loss,0.8412376403808594,0.0354111661573602,5.0
mixed_loss,0.5299010480608258,0.018224053081847713,5.0
uq_clean_log_px_mean,20.391938400268554,0.11339747417963462,5.0
sgld_purify_num_examples,1000.0,0.0,5.0
uq_clean_purify_acc/0.2,0.877228569984436,0.005292072242725853,5.0
uq_clean_purify_acc/0.3,0.8567428469657898,0.006121557923380245,5.0
sgld_clean_purify_acc/1,0.9277999997138977,0.004494434204888771,5.0
sgld_clean_purify_acc/3,0.9141999840736389,0.00622094046196244,5.0
sgld_clean_purify_acc/5,0.9027999997138977,0.00653451026331637,5.0
rob/0.1,0.7368000030517579,0.0042899931555630344,5.0
uq_adv_acc/0.1,0.7368000030517579,0.0042899931555630344,5.0
uq_detection/1pct/0.1,0.018542857142857146,0.0006880911187881306,5.0
uq_det_err_detected/1pct/0.1,0.48983136184714376,0.01518604191982228,5.0
uq_det_err_passed/1pct/0.1,0.2589136368898581,0.004456055945588355,5.0
uq_detection/5pct/0.1,0.09257142857142857,0.0021261251523053155,5.0
uq_det_err_detected/5pct/0.1,0.4053305847357752,0.007111464199272397,5.0
uq_det_err_passed/5pct/0.1,0.24870350301985442,0.005077243054534534,5.0
uq_detection/10pct/0.1,0.16437142857142856,0.004226495629492891,5.0
uq_det_err_detected/10pct/0.1,0.36770140841021276,0.009287237916796025,5.0
uq_det_err_passed/10pct/0.1,0.24264293733279585,0.005802986674358677,5.0
uq_detection/20pct/0.1,0.30565714285714285,0.010282042995595044,5.0
uq_det_err_detected/20pct/0.1,0.3543394004335814,0.006520208222326108,5.0
uq_det_err_passed/20pct/0.1,0.2231314361076012,0.006607064465022773,5.0
adaptive_rob/0.1,0.8370000004768372,0.004619187772794589,5.0
uq_joint_adv_acc/0.1,0.8370000004768372,0.004619187772794589,5.0
adaptive_detection/1pct/0.1,0.0032857142857142855,0.00041649656391752143,5.0
uq_joint_detection/1pct/0.1,0.0032857142857142855,0.00041649656391752143,5.0
uq_joint_det_err_detected/1pct/0.1,0.7204281858492385,0.06569252377705095,5.0
uq_joint_det_err_passed/1pct/0.1,0.16115676585421151,0.0047668574453293205,5.0
adaptive_detection/5pct/0.1,0.02117142857142857,0.0006010195419417891,5.0
uq_joint_detection/5pct/0.1,0.02117142857142857,0.0006010195419417891,5.0
uq_joint_det_err_detected/5pct/0.1,0.5440088722973802,0.0082493962965986,5.0
uq_joint_det_err_passed/5pct/0.1,0.15476169551128796,0.004782259672380817,5.0
adaptive_detection/10pct/0.1,0.046514285714285716,0.0009667956751822063,5.0
uq_joint_detection/10pct/0.1,0.046514285714285716,0.0009667956751822063,5.0
uq_joint_det_err_detected/10pct/0.1,0.4673125073360224,0.023046075733709325,5.0
uq_joint_det_err_passed/10pct/0.1,0.14814830995835698,0.004120432715238495,5.0
adaptive_detection/20pct/0.1,0.11111428571428572,0.0026809989000446868,5.0
uq_joint_detection/20pct/0.1,0.11111428571428572,0.0026809989000446868,5.0
uq_joint_det_err_detected/20pct/0.1,0.3784394743692109,0.010030043593250194,5.0
