run_name,run_path,config/dataset.name,config/tracking.seed,config/dataset.gen_dow_kwargs.seed,config/trainer.generative.criterion.kwargs.alpha,acc,dis_loss,gen_loss,rob/0.1,rob/0.2,rob/0.3,uq_clean_accuracy,uq_clean_log_px_mean,uq_adv_acc/0.1,uq_adv_acc/0.2,uq_adv_acc/0.3,uq_detection/1pct/0.1,uq_detection/5pct/0.1,uq_detection/10pct/0.1,uq_detection/20pct/0.1,uq_detection/1pct/0.2,uq_detection/5pct/0.2,uq_detection/10pct/0.2,uq_detection/20pct/0.2,uq_detection/1pct/0.3,uq_detection/5pct/0.3,uq_detection/10pct/0.3,uq_detection/20pct/0.3,uq_det_err_detected/1pct/0.1,uq_det_err_detected/5pct/0.1,uq_det_err_detected/10pct/0.1,uq_det_err_detected/20pct/0.1,uq_det_err_detected/1pct/0.2,uq_det_err_detected/5pct/0.2,uq_det_err_detected/10pct/0.2,uq_det_err_detected/20pct/0.2,uq_det_err_detected/1pct/0.3,uq_det_err_detected/5pct/0.3,uq_det_err_detected/10pct/0.3,uq_det_err_detected/20pct/0.3,uq_det_err_passed/1pct/0.1,uq_det_err_passed/5pct/0.1,uq_det_err_passed/10pct/0.1,uq_det_err_passed/20pct/0.1,uq_det_err_passed/1pct/0.2,uq_det_err_passed/5pct/0.2,uq_det_err_passed/10pct/0.2,uq_det_err_passed/20pct/0.2,uq_det_err_passed/1pct/0.3,uq_det_err_passed/5pct/0.3,uq_det_err_passed/10pct/0.3,uq_det_err_passed/20pct/0.3,uq_purify_acc/0.1/0.2,uq_purify_recovery/0.1/0.2,uq_purify_acc/0.1/0.3,uq_purify_recovery/0.1/0.3,uq_purify_acc/0.2/0.2,uq_purify_recovery/0.2/0.2,uq_purify_acc/0.2/0.3,uq_purify_recovery/0.2/0.3,uq_purify_acc/0.3/0.2,uq_purify_recovery/0.3/0.2,uq_purify_acc/0.3/0.3,uq_purify_recovery/0.3/0.3,uq_clean_purify_acc/0.2,uq_clean_purify_acc/0.3,uq_joint_adv_acc/0.1,uq_joint_adv_acc/0.2,uq_joint_adv_acc/0.3,uq_joint_detection/1pct/0.1,uq_joint_detection/5pct/0.1,uq_joint_detection/10pct/0.1,uq_joint_detection/20pct/0.1,uq_joint_detection/1pct/0.2,uq_joint_detection/5pct/0.2,uq_joint_detection/10pct/0.2,uq_joint_detection/20pct/0.2,uq_joint_detection/1pct/0.3,uq_joint_detection/5pct/0.3,uq_joint_detection/10pct/0.3,uq_joint_detection/20pct/0.3,uq_joint_det_err_detected/1pct/0.1,uq_joint_det_err_detected/5pct/0.1,uq_joint_det_err_detected/10pct/0.1,uq_joint_det_err_detected/20pct/0.1,uq_joint_det_err_detected/1pct/0.2,uq_joint_det_err_detected/5pct/0.2,uq_joint_det_err_detected/10pct/0.2,uq_joint_det_err_detected/20pct/0.2,uq_joint_det_err_detected/1pct/0.3,uq_joint_det_err_detected/5pct/0.3,uq_joint_det_err_detected/10pct/0.3,uq_joint_det_err_detected/20pct/0.3,uq_joint_det_err_passed/1pct/0.1,uq_joint_det_err_passed/5pct/0.1,uq_joint_det_err_passed/10pct/0.1,uq_joint_det_err_passed/20pct/0.1,uq_joint_det_err_passed/1pct/0.2,uq_joint_det_err_passed/5pct/0.2,uq_joint_det_err_passed/10pct/0.2,uq_joint_det_err_passed/20pct/0.2,uq_joint_det_err_passed/1pct/0.3,uq_joint_det_err_passed/5pct/0.3,uq_joint_det_err_passed/10pct/0.3,uq_joint_det_err_passed/20pct/0.3,uq_joint_purify_acc/0.1/0.2,uq_joint_purify_recovery/0.1/0.2,uq_joint_purify_acc/0.1/0.3,uq_joint_purify_recovery/0.1/0.3,uq_joint_purify_acc/0.2/0.2,uq_joint_purify_recovery/0.2/0.2,uq_joint_purify_acc/0.2/0.3,uq_joint_purify_recovery/0.2/0.3,uq_joint_purify_acc/0.3/0.2,uq_joint_purify_recovery/0.3/0.2,uq_joint_purify_acc/0.3/0.3,uq_joint_purify_recovery/0.3/0.3
0,/mathqi/mnissen/bm4tc/outputs/italypowerdemand/nat/legendre/d3r20c64/seed_sweep/cold_a1_2707/0,italypowerdemand,1,42,,0.9242718446601942,0.22722925742467245,0.6533883081542121,0.6796116504854369,0.3359223300970874,0.10485436893203884,0.9242718446601942,-0.9205107688903809,0.6854368932038835,0.3320388349514563,0.0970873786407767,0.02524271844660194,0.06601941747572816,0.13592233009708737,0.2504854368932039,0.031067961165048542,0.08155339805825243,0.19611650485436893,0.32427184466019415,0.04466019417475728,0.1145631067961165,0.21165048543689322,0.40194174757281553,0.9230769230769231,0.7941176470588235,0.6285714285714286,0.4573643410852713,0.75,0.8571428571428571,0.7128712871287128,0.6107784431137725,0.9130434782608695,0.8813559322033898,0.8623853211009175,0.8260869565217391,0.29880478087649404,0.2806652806652807,0.2651685393258427,0.266839378238342,0.6653306613226453,0.6511627906976745,0.6570048309178744,0.6954022988505747,0.9024390243902439,0.9057017543859649,0.9137931034482759,0.9545454545454546,0.7359223300970874,0.2222222222222222,0.7242718446601941,0.24074074074074073,0.4368932038834951,0.18604651162790697,0.4349514563106796,0.18895348837209303,0.26019417475728157,0.18064516129032257,0.27184466019417475,0.1935483870967742,0.9281553398058252,0.9262135922330097,0.8116504854368932,0.6932038834951456,0.5203883495145631,0.0,0.005825242718446602,0.02912621359223301,0.08349514563106795,0.0,0.0,0.0,0.027184466019417475,0.0,0.0,0.001941747572815534,0.011650485436893204,,0.3333333333333333,0.4,0.4186046511627907,,,,0.35714285714285715,,,0.0,0.6666666666666666,0.1883495145631068,0.1875,0.182,0.1673728813559322,0.3067961165048544,0.3067961165048544,0.3067961165048544,0.30538922155688625,0.4796116504854369,0.4796116504854369,0.4805447470817121,0.4774066797642436,0.8233009708737864,0.13402061855670103,0.8213592233009709,0.15463917525773196,0.7106796116504854,0.15822784810126583,0.7067961165048544,0.17088607594936708,0.5592233009708738,0.1214574898785425,0.5572815533980583,0.12550607287449392
1,/mathqi/mnissen/bm4tc/outputs/italypowerdemand/nat/legendre/d3r20c64/seed_sweep/cold_a1_2707/1,italypowerdemand,2,42,,0.9029126213592233,0.3675054046842787,0.9826180570655398,0.6970873786407767,0.28932038834951457,0.08349514563106795,0.9029126213592233,-1.0913777351379395,0.6912621359223301,0.28932038834951457,0.07961165048543689,0.02524271844660194,0.07766990291262135,0.13203883495145632,0.23883495145631067,0.038834951456310676,0.10485436893203884,0.1766990291262136,0.341747572815534,0.040776699029126215,0.1203883495145631,0.2,0.38058252427184464,0.7692307692307693,0.625,0.5147058823529411,0.37398373983739835,0.9,0.8148148148148148,0.7142857142857143,0.6079545454545454,0.8571428571428571,0.9032258064516129,0.8932038834951457,0.8571428571428571,0.2968127490039841,0.28210526315789475,0.27740492170022374,0.288265306122449,0.703030303030303,0.6984815618221258,0.7099056603773585,0.7640117994100295,0.9230769230769231,0.9227373068432672,0.9271844660194175,0.9592476489028213,0.7359223300970874,0.1761006289308176,0.7320388349514563,0.16981132075471697,0.4077669902912621,0.18032786885245902,0.4116504854368932,0.18579234972677597,0.23883495145631067,0.1729957805907173,0.24854368932038834,0.18354430379746836,0.912621359223301,0.912621359223301,0.8019417475728156,0.6485436893203883,0.4601941747572815,0.001941747572815534,0.009708737864077669,0.03300970873786408,0.08932038834951456,0.0,0.0,0.003883495145631068,0.040776699029126215,0.0,0.0,0.0,0.011650485436893204,1.0,0.4,0.5294117647058824,0.391304347826087,,,0.5,0.5238095238095238,,,,1.0,0.19649805447470817,0.19607843137254902,0.18674698795180722,0.1791044776119403,0.35145631067961164,0.35145631067961164,0.3508771929824561,0.3441295546558704,0.5398058252427185,0.5398058252427185,0.5398058252427185,0.5343811394891945,0.8174757281553398,0.12745098039215685,0.8233009708737864,0.1568627450980392,0.683495145631068,0.12154696132596685,0.6854368932038835,0.13812154696132597,0.5300970873786408,0.14028776978417265,0.5339805825242718,0.1474820143884892
2,/mathqi/mnissen/bm4tc/outputs/italypowerdemand/nat/legendre/d3r20c64/seed_sweep/cold_a1_2707/2,italypowerdemand,3,42,,0.9320388349514563,0.249660634332233,0.35186491741074455,0.7398058252427184,0.3883495145631068,0.141747572815534,0.9320388349514563,-0.5657307505607605,0.7359223300970874,0.3766990291262136,0.11650485436893204,0.02524271844660194,0.06601941747572816,0.13980582524271845,0.24854368932038834,0.03300970873786408,0.11067961165048544,0.20970873786407768,0.4388349514563107,0.04271844660194175,0.11262135922330097,0.2543689320388349,0.5067961165048543,0.7692307692307693,0.6470588235294118,0.5555555555555556,0.3828125,0.8235294117647058,0.7368421052631579,0.6666666666666666,0.5796460176991151,0.8181818181818182,0.896551724137931,0.8549618320610687,0.8582375478927203,0.250996015936255,0.23700623700623702,0.21670428893905191,0.2248062015503876,0.6164658634538153,0.6091703056768559,0.6117936117936118,0.657439446366782,0.8864097363083164,0.8818380743982495,0.8932291666666666,0.9094488188976378,0.7805825242718447,0.20588235294117646,0.7805825242718447,0.20588235294117646,0.512621359223301,0.22429906542056074,0.516504854368932,0.23052959501557632,0.32038834951456313,0.23076923076923078,0.32427184466019415,0.23516483516483516,0.9300970873786408,0.9300970873786408,0.8116504854368932,0.6912621359223301,0.5339805825242718,0.0,0.005825242718446602,0.02330097087378641,0.07572815533980583,0.0,0.001941747572815534,0.009708737864077669,0.036893203883495145,0.0,0.0,0.001941747572815534,0.009708737864077669,,0.3333333333333333,0.4166666666666667,0.46153846153846156,,1.0,0.8,0.631578947368421,,,1.0,0.4,0.1883495145631068,0.1875,0.18290258449304175,0.16596638655462184,0.3087378640776699,0.30739299610894943,0.30392156862745096,0.2963709677419355,0.46601941747572817,0.46601941747572817,0.4649805447470817,0.4666666666666667,0.8135922330097087,0.061855670103092786,0.8135922330097087,0.061855670103092786,0.6951456310679611,0.05660377358490566,0.6951456310679611,0.05660377358490566,0.5495145631067961,0.041666666666666664,0.5514563106796116,0.04583333333333333
3,/mathqi/mnissen/bm4tc/outputs/italypowerdemand/nat/legendre/d3r20c64/seed_sweep/cold_a1_2707/3,italypowerdemand,4,42,,0.9320388349514563,0.2197239812877443,1.272971100277371,0.6951456310679611,0.3941747572815534,0.1378640776699029,0.9320388349514563,-1.4792715311050415,0.6932038834951456,0.39223300970873787,0.12427184466019417,0.027184466019417475,0.06601941747572816,0.11650485436893204,0.24271844660194175,0.036893203883495145,0.08349514563106795,0.16310679611650486,0.29902912621359223,0.036893203883495145,0.11067961165048544,0.20388349514563106,0.3766990291262136,0.9285714285714286,0.7647058823529411,0.7,0.464,0.8947368421052632,0.7906976744186046,0.6666666666666666,0.564935064935065,0.9473684210526315,0.8947368421052632,0.7904761904761904,0.7371134020618557,0.2894211576846307,0.27442827442827444,0.2549450549450549,0.2564102564102564,0.5967741935483871,0.5911016949152542,0.5962877030162413,0.6260387811634349,0.8729838709677419,0.8733624454148472,0.8975609756097561,0.9595015576323987,0.7475728155339806,0.24050632911392406,0.7495145631067961,0.2468354430379747,0.4893203883495146,0.20447284345047922,0.48349514563106794,0.20447284345047922,0.2970873786407767,0.1973392461197339,0.3145631067961165,0.21729490022172948,0.9359223300970874,0.9339805825242719,0.8155339805825242,0.6699029126213593,0.5223300970873787,0.0,0.005825242718446602,0.02524271844660194,0.0912621359223301,0.0,0.0,0.003883495145631068,0.036893203883495145,0.0,0.0,0.0,0.011650485436893204,,0.3333333333333333,0.46153846153846156,0.40425531914893614,,,1.0,0.42105263157894735,,,,0.8333333333333334,0.18446601941747573,0.18359375,0.17729083665338646,0.1623931623931624,0.3300970873786408,0.3300970873786408,0.32748538011695905,0.32661290322580644,0.47766990291262135,0.47766990291262135,0.47766990291262135,0.47347740667976423,0.8213592233009709,0.12631578947368421,0.8174757281553398,0.1368421052631579,0.6776699029126214,0.13529411764705881,0.6718446601941748,0.12941176470588237,0.5495145631067961,0.10975609756097561,0.545631067961165,0.10975609756097561
4,/mathqi/mnissen/bm4tc/outputs/italypowerdemand/nat/legendre/d3r20c64/seed_sweep/cold_a1_2707/4,italypowerdemand,5,42,,0.9339805825242719,0.22930392954084608,0.11561639772521125,0.7165048543689321,0.32815533980582523,0.11067961165048544,0.9339805825242719,-0.35920432209968567,0.7048543689320388,0.34368932038834954,0.11650485436893204,0.021359223300970873,0.07378640776699029,0.12233009708737864,0.23883495145631067,0.03300970873786408,0.0970873786407767,0.17281553398058253,0.34951456310679613,0.040776699029126215,0.14563106796116504,0.23495145631067962,0.4640776699029126,0.9090909090909091,0.7631578947368421,0.6349206349206349,0.4065040650406504,0.9411764705882353,0.8,0.7078651685393258,0.55,0.9523809523809523,0.8533333333333334,0.8181818181818182,0.8075313807531381,0.28174603174603174,0.2578616352201258,0.24778761061946902,0.2602040816326531,0.6465863453815262,0.6408602150537634,0.6455399061032864,0.7134328358208956,0.8805668016194332,0.8886363636363637,0.9035532994923858,0.9492753623188406,0.7359223300970874,0.19736842105263158,0.7378640776699029,0.20394736842105263,0.4330097087378641,0.16568047337278108,0.4407766990291262,0.17455621301775148,0.2563106796116505,0.16483516483516483,0.2543689320388349,0.16263736263736264,0.9359223300970874,0.9378640776699029,0.8310679611650486,0.6951456310679611,0.4970873786407767,0.0,0.003883495145631068,0.02330097087378641,0.0912621359223301,0.0,0.0,0.007766990291262136,0.031067961165048542,0.0,0.0,0.001941747572815534,0.013592233009708738,,0.0,0.4166666666666667,0.3404255319148936,,,0.75,0.5,,,1.0,0.7142857142857143,0.16893203883495145,0.1695906432748538,0.16302186878727634,0.1517094017094017,0.3048543689320388,0.3048543689320388,0.3013698630136986,0.2985971943887776,0.5029126213592233,0.5029126213592233,0.5019455252918288,0.5,0.8271844660194175,0.06896551724137931,0.829126213592233,0.06896551724137931,0.7106796116504854,0.12101910828025478,0.7126213592233009,0.12101910828025478,0.5320388349514563,0.0888030888030888,0.5320388349514563,0.0888030888030888
5,/mathqi/mnissen/bm4tc/outputs/italypowerdemand/nat/legendre/d3r20c64/seed_sweep/cold_a1_2707/5,italypowerdemand,6,42,,0.920388349514563,0.22806220253308615,0.6858886248535581,0.7165048543689321,0.46990291262135925,0.1650485436893204,0.920388349514563,-0.8771733045578003,0.7281553398058253,0.458252427184466,0.16116504854368932,0.02912621359223301,0.06796116504854369,0.11844660194174757,0.24271844660194175,0.03495145631067961,0.10097087378640776,0.16310679611650486,0.2912621359223301,0.06407766990291262,0.13592233009708737,0.21359223300970873,0.4174757281553398,0.6666666666666666,0.6857142857142857,0.5409836065573771,0.368,1.0,0.9230769230769231,0.7738095238095238,0.6,0.8787878787878788,0.8571428571428571,0.8090909090909091,0.8372093023255814,0.26,0.24166666666666667,0.2356828193832599,0.24102564102564103,0.5251509054325956,0.49892008639308855,0.4965197215777262,0.5178082191780822,0.8360995850622407,0.8359550561797753,0.8469135802469135,0.84,0.7669902912621359,0.16428571428571428,0.7669902912621359,0.16428571428571428,0.5475728155339806,0.1863799283154122,0.5533980582524272,0.1935483870967742,0.27766990291262134,0.1388888888888889,0.283495145631068,0.14583333333333334,0.9242718446601942,0.9242718446601942,0.8058252427184466,0.7262135922330097,0.6135922330097088,0.0,0.009708737864077669,0.027184466019417475,0.10485436893203884,0.0,0.0,0.003883495145631068,0.027184466019417475,0.0,0.0,0.0,0.007766990291262136,,0.4,0.35714285714285715,0.3888888888888889,,,0.5,0.5714285714285714,,,,0.75,0.1941747572815534,0.19215686274509805,0.18962075848303392,0.17136659436008678,0.2737864077669903,0.2737864077669903,0.2729044834307992,0.2654690618762475,0.3864077669902913,0.3864077669902913,0.3864077669902913,0.3835616438356164,0.8155339805825242,0.08,0.8135922330097087,0.08,0.7339805825242719,0.06382978723404255,0.7320388349514563,0.06382978723404255,0.6271844660194175,0.06532663316582915,0.6271844660194175,0.06532663316582915
6,/mathqi/mnissen/bm4tc/outputs/italypowerdemand/nat/legendre/d3r20c64/seed_sweep/cold_a1_2707/6,italypowerdemand,7,42,,0.9281553398058252,0.22297427389356825,1.2257113854090373,0.7165048543689321,0.37087378640776697,0.11262135922330097,0.9281553398058252,-1.4270482063293457,0.7048543689320388,0.3883495145631068,0.12815533980582525,0.02524271844660194,0.06407766990291262,0.13980582524271845,0.229126213592233,0.02912621359223301,0.09320388349514563,0.1786407766990291,0.2796116504854369,0.03495145631067961,0.1029126213592233,0.1883495145631068,0.32815533980582523,0.8461538461538461,0.8181818181818182,0.5833333333333334,0.4576271186440678,0.8666666666666667,0.8125,0.6630434782608695,0.5555555555555556,0.8333333333333334,0.8301886792452831,0.7938144329896907,0.7396449704142012,0.28087649402390436,0.25933609958506226,0.24830699774266365,0.24685138539042822,0.604,0.5910064239828694,0.6004728132387707,0.633423180592992,0.8732394366197183,0.8766233766233766,0.8899521531100478,0.9364161849710982,0.7398058252427184,0.21052631578947367,0.7398058252427184,0.21710526315789475,0.4640776699029126,0.1746031746031746,0.4679611650485437,0.1873015873015873,0.2446601941747573,0.133630289532294,0.2524271844660194,0.14253897550111358,0.9281553398058252,0.9242718446601942,0.8252427184466019,0.6912621359223301,0.5339805825242718,0.0,0.005825242718446602,0.02524271844660194,0.09320388349514563,0.0,0.0,0.003883495145631068,0.027184466019417475,0.0,0.0,0.001941747572815534,0.013592233009708738,,0.3333333333333333,0.5384615384615384,0.3333333333333333,,,1.0,0.5714285714285714,,,1.0,0.8571428571428571,0.17475728155339806,0.173828125,0.16533864541832669,0.15845824411134904,0.3087378640776699,0.3087378640776699,0.3060428849902534,0.3013972055888224,0.46601941747572817,0.46601941747572817,0.4649805447470817,0.46062992125984253,0.8252427184466019,0.14444444444444443,0.8194174757281554,0.14444444444444443,0.6854368932038835,0.11320754716981132,0.6796116504854369,0.11320754716981132,0.5689320388349515,0.11666666666666667,0.566990291262136,0.125
7,/mathqi/mnissen/bm4tc/outputs/italypowerdemand/nat/legendre/d3r20c64/seed_sweep/cold_a1_2707/7,italypowerdemand,8,42,,0.9242718446601942,0.2318674557738834,0.5211357209417555,0.6990291262135923,0.36893203883495146,0.1669902912621359,0.9242718446601942,-0.7960727214813232,0.6970873786407767,0.37087378640776697,0.2174757281553398,0.031067961165048542,0.07572815533980583,0.12815533980582525,0.23883495145631067,0.03300970873786408,0.10097087378640776,0.19029126213592232,0.4,0.03495145631067961,0.1262135922330097,0.26407766990291265,0.6233009708737864,0.8125,0.6410256410256411,0.6515151515151515,0.4146341463414634,0.8235294117647058,0.8076923076923077,0.6632653061224489,0.5339805825242718,0.8333333333333334,0.8153846153846154,0.7205882352941176,0.7414330218068536,0.2865731462925852,0.27521008403361347,0.2516703786191537,0.26785714285714285,0.6224899598393574,0.6090712742980562,0.6211031175059952,0.6925566343042071,0.7806841046277666,0.7777777777777778,0.8047493403693932,0.8505154639175257,0.7533980582524272,0.3525641025641026,0.7378640776699029,0.36538461538461536,0.4679611650485437,0.25308641975308643,0.48349514563106794,0.2777777777777778,0.3766990291262136,0.20843672456575682,0.39611650485436894,0.23325062034739455,0.9145631067961165,0.9067961165048544,0.8252427184466019,0.6932038834951456,0.5300970873786408,0.001941747572815534,0.007766990291262136,0.021359223300970873,0.07766990291262135,0.0,0.001941747572815534,0.007766990291262136,0.040776699029126215,0.0,0.0,0.0,0.017475728155339806,0.0,0.25,0.5454545454545454,0.35,,1.0,0.5,0.6190476190476191,,,,0.7777777777777778,0.17509727626459143,0.17416829745596868,0.16666666666666666,0.16,0.3067961165048544,0.30544747081712065,0.30528375733855184,0.2935222672064777,0.46990291262135925,0.46990291262135925,0.46990291262135925,0.4644268774703557,0.8097087378640777,0.14444444444444443,0.8019417475728156,0.17777777777777778,0.7048543689320388,0.17721518987341772,0.7067961165048544,0.23417721518987342,0.5922330097087378,0.15289256198347106,0.629126213592233,0.2396694214876033
8,/mathqi/mnissen/bm4tc/outputs/italypowerdemand/nat/legendre/d3r20c64/seed_sweep/cold_a1_2707/8,italypowerdemand,9,42,,0.9262135922330097,0.23995495008097756,1.2465069956249661,0.6932038834951456,0.4330097087378641,0.15728155339805824,0.9262135922330097,-1.4168179035186768,0.6990291262135923,0.43106796116504853,0.13009708737864079,0.031067961165048542,0.08349514563106795,0.1262135922330097,0.2524271844660194,0.031067961165048542,0.08932038834951456,0.1650485436893204,0.30097087378640774,0.036893203883495145,0.12233009708737864,0.20776699029126214,0.39223300970873787,0.75,0.7441860465116279,0.6,0.4307692307692308,0.8125,0.8695652173913043,0.7411764705882353,0.567741935483871,0.9473684210526315,0.9047619047619048,0.8504672897196262,0.8118811881188119,0.2865731462925852,0.2605932203389831,0.2577777777777778,0.2571428571428571,0.561122244488978,0.5394456289978679,0.5348837209302325,0.5694444444444444,0.8669354838709677,0.8650442477876106,0.875,0.9073482428115016,0.7495145631067961,0.24516129032258063,0.7495145631067961,0.25161290322580643,0.5106796116504855,0.18771331058020477,0.512621359223301,0.1945392491467577,0.3048543689320388,0.20089285714285715,0.32427184466019415,0.22321428571428573,0.9300970873786408,0.9281553398058252,0.7980582524271844,0.6660194174757281,0.5242718446601942,0.0,0.005825242718446602,0.019417475728155338,0.10097087378640776,0.0,0.0,0.007766990291262136,0.031067961165048542,0.0,0.0,0.0,0.007766990291262136,,1.0,0.6,0.40384615384615385,,,0.25,0.3125,,,,0.75,0.20194174757281552,0.197265625,0.19405940594059407,0.17926565874730022,0.3339805825242718,0.3339805825242718,0.33463796477495106,0.3346693386773547,0.47572815533980584,0.47572815533980584,0.47572815533980584,0.4735812133072407,0.8194174757281554,0.17307692307692307,0.8155339805825242,0.17307692307692307,0.6718446601941748,0.12209302325581395,0.6699029126213593,0.12209302325581395,0.5533980582524272,0.09795918367346938,0.5514563106796116,0.09387755102040816
9,/mathqi/mnissen/bm4tc/outputs/italypowerdemand/nat/legendre/d3r20c64/seed_sweep/cold_a1_2707/9,italypowerdemand,10,42,,0.920388349514563,0.24115603499942356,1.6700008180406358,0.6951456310679611,0.4097087378640777,0.15145631067961166,0.920388349514563,-1.9316232204437256,0.7009708737864078,0.39805825242718446,0.12427184466019417,0.031067961165048542,0.05825242718446602,0.11844660194174757,0.22718446601941747,0.036893203883495145,0.08155339805825243,0.15922330097087378,0.2815533980582524,0.04466019417475728,0.10679611650485436,0.16310679611650486,0.33980582524271846,0.875,0.8333333333333334,0.7868852459016393,0.5213675213675214,0.9473684210526315,0.8571428571428571,0.8292682926829268,0.6689655172413793,0.9565217391304348,0.9090909090909091,0.8571428571428571,0.7942857142857143,0.280561122244489,0.26597938144329897,0.23348017621145375,0.23366834170854273,0.5887096774193549,0.5792811839323467,0.558891454965358,0.5756756756756757,0.8719512195121951,0.8717391304347826,0.8793503480278422,0.9176470588235294,0.7572815533980582,0.24025974025974026,0.7572815533980582,0.2532467532467532,0.5067961165048543,0.2064516129032258,0.5203883495145631,0.22580645161290322,0.29320388349514565,0.1973392461197339,0.3048543689320388,0.2106430155210643,0.9223300970873787,0.920388349514563,0.7980582524271844,0.6757281553398058,0.512621359223301,0.0,0.003883495145631068,0.02912621359223301,0.09320388349514563,0.0,0.0,0.005825242718446602,0.036893203883495145,0.0,0.0,0.0,0.011650485436893204,,0.5,0.6,0.4791666666666667,,,0.6666666666666666,0.47368421052631576,,,,0.5,0.20194174757281552,0.20077972709551656,0.19,0.1734475374732334,0.32427184466019415,0.32427184466019415,0.322265625,0.3185483870967742,0.487378640776699,0.487378640776699,0.487378640776699,0.48722986247544203,0.7883495145631068,0.028846153846153848,0.7805825242718447,0.0673076923076923,0.6660194174757281,0.0718562874251497,0.6640776699029126,0.08383233532934131,0.5320388349514563,0.09561752988047809,0.5300970873786408,0.099601593625498
