run_name,run_path,config/dataset.name,config/tracking.seed,config/dataset.gen_dow_kwargs.seed,config/trainer.nll.alpha,config/trainer.adversarial.alpha,acc,dis_loss,gen_loss,rob/0.05,rob/0.1,rob/0.15,uq_clean_accuracy,uq_clean_log_px_mean,uq_adv_acc/0.05,uq_adv_acc/0.1,uq_adv_acc/0.15,uq_detection/1pct/0.05,uq_detection/5pct/0.05,uq_detection/10pct/0.05,uq_detection/20pct/0.05,uq_detection/1pct/0.1,uq_detection/5pct/0.1,uq_detection/10pct/0.1,uq_detection/20pct/0.1,uq_detection/1pct/0.15,uq_detection/5pct/0.15,uq_detection/10pct/0.15,uq_detection/20pct/0.15,uq_det_err_detected/1pct/0.05,uq_det_err_detected/5pct/0.05,uq_det_err_detected/10pct/0.05,uq_det_err_detected/20pct/0.05,uq_det_err_detected/1pct/0.1,uq_det_err_detected/5pct/0.1,uq_det_err_detected/10pct/0.1,uq_det_err_detected/20pct/0.1,uq_det_err_detected/1pct/0.15,uq_det_err_detected/5pct/0.15,uq_det_err_detected/10pct/0.15,uq_det_err_detected/20pct/0.15,uq_det_err_passed/1pct/0.05,uq_det_err_passed/5pct/0.05,uq_det_err_passed/10pct/0.05,uq_det_err_passed/20pct/0.05,uq_det_err_passed/1pct/0.1,uq_det_err_passed/5pct/0.1,uq_det_err_passed/10pct/0.1,uq_det_err_passed/20pct/0.1,uq_det_err_passed/1pct/0.15,uq_det_err_passed/5pct/0.15,uq_det_err_passed/10pct/0.15,uq_det_err_passed/20pct/0.15,uq_purify_acc/0.05/0.1,uq_purify_recovery/0.05/0.1,uq_purify_acc/0.1/0.1,uq_purify_recovery/0.1/0.1,uq_purify_acc/0.15/0.1,uq_purify_recovery/0.15/0.1,gibbs_purify_acc/0.05/1,gibbs_purify_recovery/0.05/1,gibbs_purify_acc/0.05/3,gibbs_purify_recovery/0.05/3,gibbs_purify_acc/0.05/5,gibbs_purify_recovery/0.05/5,gibbs_purify_acc/0.1/1,gibbs_purify_recovery/0.1/1,gibbs_purify_acc/0.1/3,gibbs_purify_recovery/0.1/3,gibbs_purify_acc/0.1/5,gibbs_purify_recovery/0.1/5,gibbs_purify_acc/0.15/1,gibbs_purify_recovery/0.15/1,gibbs_purify_acc/0.15/3,gibbs_purify_recovery/0.15/3,gibbs_purify_acc/0.15/5,gibbs_purify_recovery/0.15/5,uq_clean_purify_acc/0.1,gibbs_clean_purify_acc/1,gibbs_clean_purify_acc/3,gibbs_clean_purify_acc/5,uq_joint_adv_acc/0.05,uq_joint_adv_acc/0.1,uq_joint_adv_acc/0.15,uq_joint_detection/1pct/0.05,uq_joint_detection/5pct/0.05,uq_joint_detection/10pct/0.05,uq_joint_detection/20pct/0.05,uq_joint_detection/1pct/0.1,uq_joint_detection/5pct/0.1,uq_joint_detection/10pct/0.1,uq_joint_detection/20pct/0.1,uq_joint_detection/1pct/0.15,uq_joint_detection/5pct/0.15,uq_joint_detection/10pct/0.15,uq_joint_detection/20pct/0.15,uq_joint_det_err_detected/1pct/0.05,uq_joint_det_err_detected/5pct/0.05,uq_joint_det_err_detected/10pct/0.05,uq_joint_det_err_detected/20pct/0.05,uq_joint_det_err_detected/1pct/0.1,uq_joint_det_err_detected/5pct/0.1,uq_joint_det_err_detected/10pct/0.1,uq_joint_det_err_detected/20pct/0.1,uq_joint_det_err_detected/1pct/0.15,uq_joint_det_err_detected/5pct/0.15,uq_joint_det_err_detected/10pct/0.15,uq_joint_det_err_detected/20pct/0.15,uq_joint_det_err_passed/1pct/0.05,uq_joint_det_err_passed/5pct/0.05,uq_joint_det_err_passed/10pct/0.05,uq_joint_det_err_passed/20pct/0.05,uq_joint_det_err_passed/1pct/0.1,uq_joint_det_err_passed/5pct/0.1,uq_joint_det_err_passed/10pct/0.1,uq_joint_det_err_passed/20pct/0.1,uq_joint_det_err_passed/1pct/0.15,uq_joint_det_err_passed/5pct/0.15,uq_joint_det_err_passed/10pct/0.15,uq_joint_det_err_passed/20pct/0.15,uq_joint_purify_acc/0.05/0.1,uq_joint_purify_recovery/0.05/0.1,uq_joint_purify_acc/0.1/0.1,uq_joint_purify_recovery/0.1/0.1,uq_joint_purify_acc/0.15/0.1,uq_joint_purify_recovery/0.15/0.1,gibbs_joint_purify_acc/0.05/1,gibbs_joint_purify_recovery/0.05/1,gibbs_joint_purify_acc/0.05/3,gibbs_joint_purify_recovery/0.05/3,gibbs_joint_purify_acc/0.05/5,gibbs_joint_purify_recovery/0.05/5,gibbs_joint_purify_acc/0.1/1,gibbs_joint_purify_recovery/0.1/1,gibbs_joint_purify_acc/0.1/3,gibbs_joint_purify_recovery/0.1/3,gibbs_joint_purify_acc/0.1/5,gibbs_joint_purify_recovery/0.1/5,gibbs_joint_purify_acc/0.15/1,gibbs_joint_purify_recovery/0.15/1,gibbs_joint_purify_acc/0.15/3,gibbs_joint_purify_recovery/0.15/3,gibbs_joint_purify_acc/0.15/5,gibbs_joint_purify_recovery/0.15/5,range_size,eps_unit,config/descriptor,config/model_path
18,/mathqi/mnissen/bm4tc/outputs/spirals/nat/legendre/d10r6/seed_sweep_a1_0506/18,spirals,19,25,1.0,,0.9885,0.0987949967384338,1.2462229691445827,0.826,0.57,0.414,0.9885,-1.141470432281494,0.827,0.5725,0.3855,0.0405,0.126,0.194,0.349,0.0725,0.154,0.229,0.3995,0.0925,0.157,0.259,0.42,0.6419753086419753,0.5952380952380952,0.5257731958762887,0.3409742120343839,0.8068965517241379,0.8571428571428571,0.8209606986899564,0.6533166458072591,0.7567567567567568,0.8248407643312102,0.8436293436293436,0.7428571428571429,0.1532047941636269,0.1121281464530892,0.0880893300248139,0.0829493087557603,0.3978436657681941,0.3492907801418439,0.3106355382619974,0.2772689425478767,0.6,0.575326215895611,0.5344129554655871,0.521551724137931,0.9125,0.5895953757225434,0.738,0.4269005847953216,0.5965,0.3807973962571196,0.8604999780654907,0.5838150289017341,0.8125,0.5895953757225434,0.7850000262260437,0.5953757225433526,0.7444999814033508,0.487719298245614,0.7480000257492065,0.5473684210526316,0.7300000190734863,0.560233918128655,0.640999972820282,0.4418226200162733,0.6604999899864197,0.516680227827502,0.6639999747276306,0.531326281529699,0.984,0.9375,0.8615000247955322,0.8320000171661377,0.8925,0.668,0.4825,0.0165,0.0895,0.1445,0.2365,0.0245,0.0585,0.106,0.188,0.0145,0.038,0.0705,0.1155,0.5151515151515151,0.5083798882681564,0.4636678200692041,0.3488372093023256,0.4693877551020408,0.6410256410256411,0.6509433962264151,0.6037234042553191,0.5172413793103449,0.6447368421052632,0.6453900709219859,0.6406926406926406,0.1006609049313675,0.0680944535969247,0.0473407364114552,0.0327439423706614,0.3285494618144541,0.3127987254381306,0.2941834451901566,0.2690886699507389,0.517503805175038,0.5124740124740125,0.507799892415277,0.5014132278123233,0.9195,0.4465116279069767,0.772,0.3719879518072289,0.6295,0.344927536231884,0.887499988079071,0.5720930232558139,0.8349999785423279,0.6093023255813953,0.8040000200271606,0.6,0.7555000185966492,0.4397590361445783,0.7534999847412109,0.4879518072289157,0.7379999756813049,0.5195783132530121,0.625,0.3555555555555555,0.6614999771118164,0.4570048309178744,0.6575000286102295,0.4898550724637681,2.0,rel,,
19,/mathqi/mnissen/bm4tc/outputs/spirals/nat/legendre/d10r6/seed_sweep_a1_0506/19,spirals,20,25,1.0,,0.9995,0.0384168336167931,0.7663402836769819,0.8645,0.5215,0.345,0.9995,-0.7280019521713257,0.8565,0.497,0.356,0.1775,0.413,0.504,0.6245,0.4355,0.6295,0.6865,0.7565,0.407,0.6055,0.65,0.706,0.4647887323943662,0.3099273607748184,0.2619047619047619,0.2177742193755004,0.7233065442020666,0.6203335980937251,0.6125273124544792,0.5948446794448117,0.7714987714987716,0.7134599504541701,0.7115384615384616,0.7089235127478754,0.0741641337386018,0.0264054514480408,0.0231854838709677,0.0199733688415446,0.3330380868024801,0.3036437246963562,0.2631578947368421,0.217659137577002,0.5564924114671164,0.5373891001267427,0.5185714285714286,0.4880952380952381,0.9725,0.8153310104529616,0.786,0.5894632206759444,0.6515,0.4906832298136646,0.9369999766349792,0.8536585365853658,0.8849999904632568,0.8222996515679443,0.8730000257492065,0.7979094076655052,0.8125,0.6878727634194831,0.8025000095367432,0.6928429423459245,0.7829999923706055,0.6878727634194831,0.6974999904632568,0.578416149068323,0.7360000014305115,0.6281055900621118,0.7164999842643738,0.6218944099378882,0.9995,0.9825000166893004,0.9315000176429749,0.8845000267028809,0.9415,0.7125,0.5415,0.0295,0.1625,0.229,0.325,0.0945,0.2725,0.367,0.4665,0.0955,0.2465,0.327,0.429,0.5423728813559322,0.203076923076923,0.1877729257641921,0.1461538461538461,0.8306878306878307,0.4935779816513762,0.4550408719346049,0.4469453376205787,0.8534031413612565,0.4827586206896552,0.4862385321100917,0.5244755244755245,0.0437918598660484,0.0304477611940298,0.0201037613488975,0.0162962962962962,0.2308117062396466,0.2103092783505154,0.1903633491311216,0.148078725398313,0.4168048645660586,0.4505640345056403,0.4450222882615156,0.4089316987740806,0.9745,0.7692307692307693,0.8155,0.4834782608695652,0.66,0.3511450381679389,0.9484999775886536,0.7948717948717948,0.909500002861023,0.7521367521367521,0.8820000290870667,0.7094017094017094,0.8504999876022339,0.5826086956521739,0.8274999856948853,0.577391304347826,0.8230000138282776,0.5947826086956521,0.6890000104904175,0.3980370774263904,0.7285000085830688,0.4634678298800436,0.7204999923706055,0.4907306434023991,2.0,rel,,
2,/mathqi/mnissen/bm4tc/outputs/spirals/nat/legendre/d10r6/seed_sweep_a1_0506/2,spirals,3,25,1.0,,0.9875,0.0942575270310044,1.1621781922876837,0.851,0.58,0.372,0.9875,-1.063354253768921,0.845,0.558,0.3615,0.0735,0.1425,0.2095,0.4375,0.199,0.2715,0.367,0.582,0.2175,0.277,0.388,0.532,0.4761904761904761,0.4456140350877193,0.4033412887828162,0.2388571428571428,0.5954773869346733,0.6058931860036832,0.5926430517711172,0.5085910652920962,0.7034482758620689,0.6841155234657039,0.6752577319587629,0.6372180451127819,0.1295196977873718,0.1067055393586005,0.0891840607210626,0.0897777777777777,0.4038701622971286,0.3809196980096088,0.3546603475513428,0.3492822966507177,0.6204472843450479,0.6210235131396957,0.6151960784313726,0.6399572649572649,0.929,0.7032258064516129,0.7185,0.4479638009049774,0.595,0.4056382145653876,0.8820000290870667,0.5935483870967742,0.843999981880188,0.6290322580645161,0.8015000224113464,0.5935483870967742,0.7415000200271606,0.4932126696832579,0.75,0.5701357466063348,0.7544999718666077,0.5961538461538461,0.6140000224113464,0.4212999216914643,0.6915000081062317,0.5544244322631167,0.675000011920929,0.5591229444009397,0.9775,0.9415000081062316,0.8715000152587891,0.8255000114440918,0.9085,0.6645,0.503,0.02,0.065,0.1125,0.2235,0.0245,0.041,0.109,0.235,0.0175,0.03,0.0685,0.1525,0.375,0.5,0.5377777777777778,0.3176733780760626,0.5714285714285714,0.6951219512195121,0.7201834862385321,0.5553191489361702,0.4571428571428571,0.5833333333333334,0.635036496350365,0.4426229508196721,0.0857142857142857,0.0631016042780748,0.0349295774647887,0.0264005151320025,0.3295745771399282,0.3201251303441084,0.2884399551066218,0.2679738562091503,0.4977099236641221,0.4943298969072165,0.4868491680085883,0.5067846607669616,0.9275,0.5901639344262295,0.7685,0.4247391952309985,0.6495,0.3400402414486921,0.8955000042915344,0.6229508196721312,0.8544999957084656,0.5956284153005464,0.8105000257492065,0.5628415300546448,0.7789999842643738,0.488822652757079,0.7730000019073486,0.5573770491803278,0.7544999718666077,0.563338301043219,0.6524999737739563,0.3611670020120724,0.7049999833106995,0.5010060362173038,0.6990000009536743,0.5231388329979879,2.0,rel,,
3,/mathqi/mnissen/bm4tc/outputs/spirals/nat/legendre/d10r6/seed_sweep_a1_0506/3,spirals,4,25,1.0,,0.9735,0.1203557103872299,1.1303732246160507,0.7615,0.472,0.382,0.9735,-1.0063408613204956,0.7605,0.4675,0.386,0.1085,0.1605,0.2785,0.5245,0.2095,0.327,0.4995,0.7095,0.1955,0.3465,0.5115,0.664,0.631336405529954,0.573208722741433,0.4201077199281867,0.3641563393708293,0.7684964200477327,0.7752293577981652,0.6386386386386387,0.5933756166314306,0.7672634271099744,0.7633477633477633,0.6774193548387096,0.6430722891566265,0.1918115535614133,0.1756998213222156,0.1697851697851697,0.1019978969505783,0.4699557242251739,0.4145616641901932,0.4265734265734265,0.3838209982788296,0.5767557489123679,0.5348125478194338,0.5475946775844421,0.5565476190476191,0.9055,0.6680584551148225,0.692,0.4563380281690141,0.6095,0.3876221498371335,0.8569999933242798,0.6576200417536534,0.8259999752044678,0.6638830897703549,0.7990000247955322,0.6430062630480167,0.7350000143051147,0.5502347417840375,0.737500011920929,0.6112676056338028,0.7400000095367432,0.6431924882629108,0.6735000014305115,0.498371335504886,0.7114999890327454,0.5960912052117264,0.6955000162124634,0.5952768729641694,0.982,0.9300000071525574,0.8774999976158142,0.8370000123977661,0.8555,0.6855,0.565,0.0325,0.0745,0.1165,0.2735,0.035,0.065,0.117,0.307,0.0445,0.072,0.1005,0.2385,0.6,0.5033557046979866,0.3905579399141631,0.2851919561243144,0.6428571428571429,0.4923076923076923,0.4316239316239316,0.4071661237785016,0.6067415730337079,0.5,0.4427860696517413,0.4171907756813417,0.1291989664082687,0.1156131820637493,0.1120543293718166,0.0915347556779077,0.3025906735751295,0.302139037433155,0.2989807474518686,0.2734487734487734,0.4270015698587127,0.4299568965517241,0.434130072262368,0.4405778069599474,0.917,0.5363321799307958,0.744,0.2893481717011129,0.6485,0.2586206896551724,0.8734999895095825,0.5778546712802768,0.8395000100135803,0.615916955017301,0.815500020980835,0.7093425605536332,0.784500002861023,0.4340222575516693,0.7590000033378601,0.4896661367249602,0.7494999766349792,0.5468998410174881,0.6600000262260437,0.3172413793103448,0.7139999866485596,0.4563218390804597,0.7070000171661377,0.5,2.0,rel,,
4,/mathqi/mnissen/bm4tc/outputs/spirals/nat/legendre/d10r6/seed_sweep_a1_0506/4,spirals,5,25,1.0,,0.996,0.0355560351163148,0.6962323617190123,0.9085,0.6095,0.4045,0.996,-0.6591264605522156,0.912,0.592,0.415,0.168,0.3445,0.387,0.53,0.406,0.604,0.65,0.762,0.4805,0.6115,0.6485,0.7515,0.4136904761904761,0.2177068214804063,0.1950904392764857,0.1452830188679245,0.604679802955665,0.5405629139072847,0.5223076923076924,0.4711286089238845,0.6888657648283039,0.6590351594439902,0.6422513492675405,0.6107784431137725,0.0222355769230769,0.0198321891685736,0.0203915171288743,0.0234042553191489,0.2735690235690236,0.2058080808080808,0.1957142857142857,0.2058823529411764,0.4889316650625601,0.4684684684684684,0.4793741109530583,0.5070422535211268,0.963,0.6193181818181818,0.753,0.409313725490196,0.6175,0.3709401709401709,0.9334999918937684,0.8636363636363636,0.8999999761581421,0.875,0.8654999732971191,0.8977272727272727,0.8190000057220459,0.6409313725490197,0.8050000071525574,0.6507352941176471,0.7875000238418579,0.6752450980392157,0.718999981880188,0.5632478632478632,0.7630000114440918,0.6615384615384615,0.7459999918937683,0.6410256410256411,0.9975,0.9865000247955322,0.9300000071525574,0.8805000185966492,0.94,0.6795,0.486,0.0625,0.208,0.2455,0.3305,0.1375,0.3685,0.41,0.5,0.134,0.298,0.3365,0.4145,0.328,0.1754807692307692,0.1547861507128309,0.1210287443267776,0.6,0.5156037991858887,0.4951219512195122,0.504,0.5149253731343284,0.5536912751677853,0.5512630014858841,0.5705669481302774,0.0421333333333333,0.0296717171717171,0.0291583830351226,0.0298730395817774,0.2759420289855072,0.2066508313539192,0.1991525423728813,0.137,0.5138568129330254,0.4971509971509971,0.495101733232856,0.4739538855678907,0.9565,0.5916666666666667,0.742,0.360374414976599,0.5755,0.2626459143968871,0.9424999952316284,0.8416666666666667,0.9100000262260436,0.8,0.8694999814033508,0.8083333333333333,0.8015000224113464,0.4617784711388455,0.8040000200271606,0.516380655226209,0.7760000228881836,0.5226209048361935,0.6205000281333923,0.321011673151751,0.6955000162124634,0.4640077821011673,0.6859999895095825,0.47568093385214,2.0,rel,,
5,/mathqi/mnissen/bm4tc/outputs/spirals/nat/legendre/d10r6/seed_sweep_a1_0506/5,spirals,6,25,1.0,,0.9955,0.0532948318868875,0.6759986113756895,0.8965,0.598,0.4295,0.9955,-0.622833788394928,0.914,0.5725,0.4105,0.266,0.454,0.5425,0.617,0.538,0.7035,0.7515,0.7945,0.565,0.697,0.737,0.7885,0.2800751879699248,0.1685022026431718,0.1419354838709677,0.1288492706645056,0.5947955390334573,0.5458422174840085,0.5209580838323353,0.4984266834487099,0.6858407079646017,0.6829268292682927,0.6702849389416553,0.6493341788205453,0.0156675749318801,0.0173992673992674,0.0196721311475409,0.0169712793733681,0.2326839826839827,0.1467116357504216,0.1448692152917505,0.1532846715328467,0.464367816091954,0.3745874587458745,0.3631178707224334,0.3664302600472813,0.965,0.627906976744186,0.7705,0.5111111111111111,0.6065,0.3850720949957591,0.949999988079071,0.9302325581395348,0.9035000205039978,0.9011627906976744,0.8859999775886536,0.9186046511627908,0.8330000042915344,0.6935672514619883,0.8309999704360962,0.7485380116959064,0.8090000152587891,0.7391812865497076,0.7229999899864197,0.5852417302798982,0.7505000233650208,0.6463104325699746,0.7365000247955322,0.6480067854113656,0.997,0.984000027179718,0.9399999976158142,0.9100000262260436,0.956,0.774,0.603,0.1115,0.2415,0.3095,0.3905,0.223,0.3835,0.4715,0.535,0.184,0.2985,0.3745,0.4825,0.2017937219730941,0.1159420289855072,0.0920840064620355,0.0819462227912932,0.4282511210762332,0.4132985658409387,0.3955461293743372,0.3775700934579439,0.358695652173913,0.3969849246231156,0.4218958611481976,0.4756476683937823,0.024198086662915,0.021094264996704,0.0224475018102824,0.0196882690730106,0.1679536679536679,0.1094890510948905,0.0747398297067171,0.0516129032258064,0.4056372549019608,0.3970064148253742,0.3820943245403677,0.323671497584541,0.9515,0.625,0.795,0.411504424778761,0.5805,0.1662468513853904,0.9735000133514404,0.9545454545454546,0.915000021457672,0.8977272727272727,0.8895000219345093,0.8863636363636364,0.8569999933242798,0.4911504424778761,0.8669999837875366,0.5663716814159292,0.824999988079071,0.5619469026548672,0.6294999718666077,0.2317380352644836,0.7149999737739563,0.3589420654911839,0.7250000238418579,0.4156171284634761,2.0,rel,,
6,/mathqi/mnissen/bm4tc/outputs/spirals/nat/legendre/d10r6/seed_sweep_a1_0506/6,spirals,7,25,1.0,,0.987,0.1111777126789093,1.2142177186906338,0.742,0.4845,0.3525,0.987,-1.0976989269256592,0.7505,0.469,0.3345,0.098,0.2025,0.2835,0.4045,0.1745,0.261,0.3375,0.5045,0.174,0.257,0.3255,0.4445,0.5,0.4296296296296296,0.4761904761904761,0.4326328800988875,0.5186246418338109,0.5823754789272031,0.6355555555555555,0.6580773042616452,0.4971264367816091,0.6167315175097277,0.674347158218126,0.6794150731158605,0.2222838137472284,0.2037617554858934,0.159804605722261,0.125104953820319,0.5336159903089037,0.5128552097428958,0.4777358490566037,0.4016145307769929,0.7009685230024213,0.6823687752355316,0.6612305411415864,0.6543654365436543,0.878,0.6232464929859719,0.6695,0.416195856873823,0.615,0.450037565740045,0.8454999923706055,0.6472945891783567,0.815500020980835,0.6953907815631263,0.7825000286102295,0.6452905811623246,0.7350000143051147,0.559322033898305,0.7250000238418579,0.5903954802259888,0.7394999861717224,0.6450094161958568,0.625,0.473328324567994,0.6915000081062317,0.5837716003005259,0.6875,0.5987978963185575,0.9585,0.9380000233650208,0.8700000047683716,0.8184999823570251,0.8165,0.5885,0.438,0.029,0.1105,0.173,0.271,0.051,0.0985,0.1385,0.2405,0.0455,0.076,0.102,0.162,0.2413793103448276,0.3710407239819004,0.430635838150289,0.3800738007380074,0.392156862745098,0.4111675126903553,0.4151624548736462,0.4760914760914761,0.4945054945054945,0.5,0.4950980392156863,0.4938271604938271,0.1817713697219361,0.1602023608768971,0.1318016928657799,0.1104252400548696,0.4125395152792413,0.4115363283416528,0.4109112013929193,0.391046741277156,0.5652173913043478,0.5670995670995671,0.5695991091314031,0.5751789976133651,0.883,0.5286103542234333,0.736,0.425273390036452,0.628,0.3941281138790035,0.871999979019165,0.6975476839237057,0.8184999823570251,0.6485013623978202,0.7879999876022339,0.6294277929155313,0.762499988079071,0.5249088699878494,0.7490000128746033,0.5808019441069259,0.7494999766349792,0.606318347509113,0.6184999942779541,0.3843416370106761,0.6919999718666077,0.5169039145907474,0.6945000290870667,0.5400355871886121,2.0,rel,,
7,/mathqi/mnissen/bm4tc/outputs/spirals/nat/legendre/d10r6/seed_sweep_a1_0506/7,spirals,8,25,1.0,,0.9965,0.0378296235576272,0.7814001720398664,0.868,0.577,0.4145,0.9965,-0.7418016195297241,0.8715,0.5595,0.3985,0.184,0.359,0.4595,0.5595,0.468,0.6015,0.6725,0.7415,0.483,0.6145,0.676,0.7225,0.3641304347826087,0.2284122562674094,0.1969532100108814,0.1840929401251117,0.5053418803418803,0.4729842061512884,0.4773234200743494,0.4720161834120027,0.5683229813664596,0.5443449959316518,0.5606508875739645,0.572318339100346,0.0753676470588235,0.0725429017160686,0.0703052728954671,0.05788876276958,0.3834586466165413,0.3914680050188205,0.3648854961832061,0.3500967117988394,0.632495164410058,0.6926070038910506,0.6867283950617284,0.6774774774774774,0.9485,0.6809338521400778,0.757,0.4846765039727582,0.637,0.4114713216957606,0.9104999899864196,0.8054474708171206,0.8755000233650208,0.754863813229572,0.8374999761581421,0.7431906614785992,0.7804999947547913,0.6038592508513053,0.7850000262260437,0.6367763904653803,0.7820000052452087,0.6458569807037458,0.671999990940094,0.515378221113882,0.7225000262260437,0.5935162094763092,0.6974999904632568,0.5777223607647548,0.9945,0.9735000133514404,0.934499979019165,0.8824999928474426,0.923,0.6945,0.547,0.0485,0.133,0.222,0.3175,0.0755,0.183,0.3015,0.379,0.067,0.1565,0.2515,0.3185,0.3814432989690721,0.1842105263157894,0.1373873873873874,0.1480314960629921,0.6225165562913907,0.4644808743169399,0.3714759535655058,0.3614775725593667,0.5895522388059702,0.4345047923322683,0.3359840954274354,0.3861852433281004,0.0614818707304256,0.060553633217993,0.0597686375321336,0.0439560439560439,0.2796106003244997,0.2698898408812729,0.2770221904080172,0.2713365539452496,0.4431939978563772,0.4564315352697095,0.4923179692718771,0.4842259721203228,0.953,0.6168831168831169,0.754,0.3436988543371522,0.628,0.2704194260485651,0.9229999780654908,0.6688311688311688,0.8914999961853027,0.7012987012987013,0.8604999780654907,0.6818181818181818,0.8009999990463257,0.4484451718494271,0.8029999732971191,0.530278232405892,0.784500002861023,0.4926350245499181,0.6424999833106995,0.2969094922737307,0.7124999761581421,0.4437086092715231,0.7160000205039978,0.4834437086092715,2.0,rel,,
8,/mathqi/mnissen/bm4tc/outputs/spirals/nat/legendre/d10r6/seed_sweep_a1_0506/8,spirals,9,25,1.0,,0.998,0.0433301208540797,0.7062247786670923,0.8755,0.5675,0.4055,0.998,-0.663752555847168,0.8825,0.5715,0.3965,0.1635,0.4305,0.509,0.6425,0.4015,0.656,0.7185,0.8065,0.4375,0.6435,0.704,0.7695,0.5290519877675841,0.2485481997677119,0.2141453831041257,0.1735408560311284,0.6176836861768369,0.5259146341463414,0.5247042449547669,0.4773713577185369,0.696,0.6503496503496503,0.6448863636363636,0.6257309941520468,0.0370591751344889,0.0184372256365232,0.0173116089613034,0.0167832167832167,0.3015873015873015,0.2427325581395348,0.1829484902309058,0.2248062015503876,0.5315555555555556,0.5189340813464236,0.5050675675675675,0.5292841648590022,0.9765,0.825531914893617,0.811,0.5752625437572929,0.649,0.4382767191383596,0.9380000233650208,0.8978723404255319,0.8949999809265137,0.851063829787234,0.8784999847412109,0.8680851063829788,0.8324999809265137,0.6977829638273045,0.8130000233650208,0.7012835472578763,0.8080000281333923,0.7106184364060677,0.7139999866485596,0.5890637945318973,0.7565000057220459,0.6694283347141674,0.7505000233650208,0.6628003314001657,0.9985,0.984499990940094,0.9350000023841858,0.906000018119812,0.9685,0.764,0.581,0.037,0.173,0.244,0.319,0.095,0.3165,0.4045,0.4595,0.1075,0.274,0.336,0.416,0.2027027027027027,0.0953757225433526,0.081967213114754,0.0721003134796238,0.3789473684210526,0.3601895734597156,0.38442521631644,0.3917301414581066,0.4511627906976744,0.3759124087591241,0.4092261904761904,0.4723557692307692,0.0249221183800623,0.0181378476420798,0.0152116402116402,0.0124816446402349,0.2209944751381215,0.1784930504754937,0.1351805205709488,0.1036077705827937,0.4151260504201681,0.4352617079889807,0.4239457831325301,0.3809931506849315,0.966,0.5238095238095238,0.8125,0.3728813559322034,0.637,0.2279236276849642,0.9574999809265136,0.7777777777777778,0.9225000143051147,0.7777777777777778,0.8920000195503235,0.5873015873015873,0.8585000038146973,0.4766949152542373,0.8339999914169312,0.5211864406779662,0.8295000195503235,0.538135593220339,0.6660000085830688,0.2875894988066825,0.7070000171661377,0.386634844868735,0.7085000276565552,0.4212410501193317,2.0,rel,,
9,/mathqi/mnissen/bm4tc/outputs/spirals/nat/legendre/d10r6/seed_sweep_a1_0506/9,spirals,10,25,1.0,,0.9865,0.0881327353417873,1.0538698080927134,0.8495,0.5155,0.3765,0.9865,-0.9658849835395812,0.8475,0.5125,0.3875,0.1255,0.218,0.2835,0.458,0.3055,0.411,0.507,0.625,0.283,0.391,0.4885,0.592,0.3864541832669322,0.3004587155963302,0.2574955908289241,0.1921397379912663,0.5515548281505729,0.5486618004866181,0.5364891518737672,0.5224,0.5318021201413428,0.5767263427109974,0.5680655066530195,0.5760135135135135,0.1189251000571755,0.1112531969309462,0.1109560362875087,0.1190036900369003,0.4593232541396688,0.4448217317487266,0.4371196754563894,0.4293333333333333,0.6443514644351465,0.6354679802955665,0.6549364613880743,0.6654411764705882,0.8685,0.5967213114754099,0.674,0.4348717948717949,0.54,0.313469387755102,0.8840000033378601,0.6721311475409836,0.8389999866485596,0.6786885245901639,0.8050000071525574,0.6524590163934426,0.746999979019165,0.5661538461538461,0.7484999895095825,0.6276923076923077,0.7515000104904175,0.6461538461538462,0.6585000157356262,0.4881632653061225,0.7020000219345093,0.5918367346938775,0.6934999823570251,0.593469387755102,0.9635,0.9445000290870668,0.8934999704360962,0.8395000100135803,0.8725,0.6235,0.4595,0.0375,0.0855,0.145,0.2595,0.0645,0.0945,0.1495,0.285,0.056,0.075,0.1065,0.218,0.6133333333333333,0.4269005847953216,0.3103448275862069,0.2138728323699422,0.6976744186046512,0.671957671957672,0.5953177257525084,0.4561403508771929,0.6517857142857143,0.6133333333333333,0.596244131455399,0.4403669724770642,0.1085714285714285,0.0995079278294149,0.0964912280701754,0.0972316002700877,0.3543559593800107,0.345665378244064,0.3380364491475602,0.3447552447552447,0.5338983050847458,0.5345945945945946,0.5338556239507555,0.5684143222506394,0.868,0.5490196078431373,0.71,0.3652058432934927,0.6085,0.3071230342275671,0.8949999809265137,0.7176470588235294,0.8374999761581421,0.6784313725490196,0.8105000257492065,0.6627450980392157,0.7864999771118164,0.5126162018592297,0.7804999947547913,0.5710491367861886,0.7684999704360962,0.6055776892430279,0.6349999904632568,0.3681776133209991,0.699999988079071,0.515263644773358,0.6915000081062317,0.5263644773358002,2.0,rel,,
