run_name,run_path,config/dataset.name,config/tracking.seed,config/dataset.gen_dow_kwargs.seed,config/trainer.nll.alpha,acc,dis_loss,gen_loss,rob/0.05,rob/0.1,rob/0.15,uq_clean_accuracy,uq_clean_log_px_mean,uq_adv_acc/0.05,uq_adv_acc/0.1,uq_adv_acc/0.15,uq_detection/1pct/0.05,uq_detection/5pct/0.05,uq_detection/10pct/0.05,uq_detection/20pct/0.05,uq_detection/1pct/0.1,uq_detection/5pct/0.1,uq_detection/10pct/0.1,uq_detection/20pct/0.1,uq_detection/1pct/0.15,uq_detection/5pct/0.15,uq_detection/10pct/0.15,uq_detection/20pct/0.15,uq_det_err_detected/1pct/0.05,uq_det_err_detected/5pct/0.05,uq_det_err_detected/10pct/0.05,uq_det_err_detected/20pct/0.05,uq_det_err_detected/1pct/0.1,uq_det_err_detected/5pct/0.1,uq_det_err_detected/10pct/0.1,uq_det_err_detected/20pct/0.1,uq_det_err_detected/1pct/0.15,uq_det_err_detected/5pct/0.15,uq_det_err_detected/10pct/0.15,uq_det_err_detected/20pct/0.15,uq_det_err_passed/1pct/0.05,uq_det_err_passed/5pct/0.05,uq_det_err_passed/10pct/0.05,uq_det_err_passed/20pct/0.05,uq_det_err_passed/1pct/0.1,uq_det_err_passed/5pct/0.1,uq_det_err_passed/10pct/0.1,uq_det_err_passed/20pct/0.1,uq_det_err_passed/1pct/0.15,uq_det_err_passed/5pct/0.15,uq_det_err_passed/10pct/0.15,uq_det_err_passed/20pct/0.15,uq_purify_acc/0.05/0.1,uq_purify_recovery/0.05/0.1,uq_purify_acc/0.1/0.1,uq_purify_recovery/0.1/0.1,uq_purify_acc/0.15/0.1,uq_purify_recovery/0.15/0.1,gibbs_purify_acc/0.05/1,gibbs_purify_recovery/0.05/1,gibbs_purify_acc/0.05/3,gibbs_purify_recovery/0.05/3,gibbs_purify_acc/0.05/5,gibbs_purify_recovery/0.05/5,gibbs_purify_acc/0.1/1,gibbs_purify_recovery/0.1/1,gibbs_purify_acc/0.1/3,gibbs_purify_recovery/0.1/3,gibbs_purify_acc/0.1/5,gibbs_purify_recovery/0.1/5,gibbs_purify_acc/0.15/1,gibbs_purify_recovery/0.15/1,gibbs_purify_acc/0.15/3,gibbs_purify_recovery/0.15/3,gibbs_purify_acc/0.15/5,gibbs_purify_recovery/0.15/5,uq_clean_purify_acc/0.1,gibbs_clean_purify_acc/1,gibbs_clean_purify_acc/3,gibbs_clean_purify_acc/5,uq_joint_adv_acc/0.05,uq_joint_adv_acc/0.1,uq_joint_adv_acc/0.15,uq_joint_detection/1pct/0.05,uq_joint_detection/5pct/0.05,uq_joint_detection/10pct/0.05,uq_joint_detection/20pct/0.05,uq_joint_detection/1pct/0.1,uq_joint_detection/5pct/0.1,uq_joint_detection/10pct/0.1,uq_joint_detection/20pct/0.1,uq_joint_detection/1pct/0.15,uq_joint_detection/5pct/0.15,uq_joint_detection/10pct/0.15,uq_joint_detection/20pct/0.15,uq_joint_det_err_detected/1pct/0.05,uq_joint_det_err_detected/5pct/0.05,uq_joint_det_err_detected/10pct/0.05,uq_joint_det_err_detected/20pct/0.05,uq_joint_det_err_detected/1pct/0.1,uq_joint_det_err_detected/5pct/0.1,uq_joint_det_err_detected/10pct/0.1,uq_joint_det_err_detected/20pct/0.1,uq_joint_det_err_detected/1pct/0.15,uq_joint_det_err_detected/5pct/0.15,uq_joint_det_err_detected/10pct/0.15,uq_joint_det_err_detected/20pct/0.15,uq_joint_det_err_passed/1pct/0.05,uq_joint_det_err_passed/5pct/0.05,uq_joint_det_err_passed/10pct/0.05,uq_joint_det_err_passed/20pct/0.05,uq_joint_det_err_passed/1pct/0.1,uq_joint_det_err_passed/5pct/0.1,uq_joint_det_err_passed/10pct/0.1,uq_joint_det_err_passed/20pct/0.1,uq_joint_det_err_passed/1pct/0.15,uq_joint_det_err_passed/5pct/0.15,uq_joint_det_err_passed/10pct/0.15,uq_joint_det_err_passed/20pct/0.15,uq_joint_purify_acc/0.05/0.1,uq_joint_purify_recovery/0.05/0.1,uq_joint_purify_acc/0.1/0.1,uq_joint_purify_recovery/0.1/0.1,uq_joint_purify_acc/0.15/0.1,uq_joint_purify_recovery/0.15/0.1,gibbs_joint_purify_acc/0.05/1,gibbs_joint_purify_recovery/0.05/1,gibbs_joint_purify_acc/0.05/3,gibbs_joint_purify_recovery/0.05/3,gibbs_joint_purify_acc/0.05/5,gibbs_joint_purify_recovery/0.05/5,gibbs_joint_purify_acc/0.1/1,gibbs_joint_purify_recovery/0.1/1,gibbs_joint_purify_acc/0.1/3,gibbs_joint_purify_recovery/0.1/3,gibbs_joint_purify_acc/0.1/5,gibbs_joint_purify_recovery/0.1/5,gibbs_joint_purify_acc/0.15/1,gibbs_joint_purify_recovery/0.15/1,gibbs_joint_purify_acc/0.15/3,gibbs_joint_purify_recovery/0.15/3,gibbs_joint_purify_acc/0.15/5,gibbs_joint_purify_recovery/0.15/5,range_size,eps_unit
18,/mathqi/mnissen/bm4tc/outputs/spirals/nat/legendre/d10r6/alpha_curve_0506/18,spirals,4,25,0.2,0.998,0.0089205810800194,0.6589423790574074,0.914,0.5305,0.345,0.998,-0.6511655449867249,0.92,0.5145,0.349,0.1825,0.4245,0.494,0.648,0.4265,0.682,0.7205,0.7895,0.449,0.6175,0.6545,0.7415,0.3561643835616438,0.1743227326266195,0.1508097165991903,0.1149691358024691,0.6178194607268465,0.5835777126099707,0.5780707841776545,0.5497150094996833,0.7182628062360802,0.7020242914979757,0.7058823529411765,0.6871207012811867,0.018348623853211,0.0104257167680278,0.0108695652173913,0.015625,0.3870967741935484,0.2751572327044025,0.2468694096601073,0.2446555819477434,0.5961887477313974,0.5686274509803921,0.5470332850940666,0.5473887814313346,0.9745,0.7875,0.748,0.4881565396498455,0.592,0.3832565284178187,0.9394999742507936,0.90625,0.8924999833106995,0.89375,0.8629999756813049,0.88125,0.7870000004768372,0.6333676622039135,0.781000018119812,0.6642636457260556,0.7684999704360962,0.6714727085478888,0.6744999885559082,0.5276497695852534,0.7139999866485596,0.6190476190476191,0.7164999842643738,0.6267281105990783,0.999,0.9825000166893004,0.9334999918937684,0.8930000066757202,0.961,0.665,0.469,0.089,0.313,0.363,0.5175,0.222,0.5305,0.5685,0.655,0.2295,0.453,0.493,0.578,0.1404494382022472,0.0654952076677316,0.059228650137741,0.0434782608695652,0.4301801801801801,0.4278982092365693,0.4335971855760774,0.4015267175572519,0.494553376906318,0.4944812362030905,0.5202839756592292,0.5294117647058824,0.0290889132821075,0.0269286754002911,0.0274725274725274,0.0341968911917098,0.307840616966581,0.2300319488817891,0.2050984936268829,0.208695652173913,0.5418559377027904,0.5612431444241316,0.5414201183431953,0.533175355450237,0.984,0.717948717948718,0.7655,0.3149253731343283,0.62,0.2984934086629002,0.9480000138282776,0.8333333333333334,0.9120000004768372,0.8461538461538461,0.8690000176429749,0.782051282051282,0.7885000109672546,0.4671641791044776,0.7799999713897705,0.4835820895522388,0.7870000004768372,0.5402985074626866,0.6439999938011169,0.3681732580037665,0.6779999732971191,0.4613935969868173,0.6859999895095825,0.5112994350282486,2.0,rel
19,/mathqi/mnissen/bm4tc/outputs/spirals/nat/legendre/d10r6/alpha_curve_0506/19,spirals,5,25,0.2,0.998,0.0157064136583358,0.7643569279462099,0.9265,0.5395,0.372,0.998,-0.7479858994483948,0.929,0.5395,0.361,0.154,0.4325,0.5195,0.6045,0.3585,0.6305,0.694,0.7655,0.3635,0.594,0.648,0.694,0.2987012987012987,0.1514450867052023,0.1270452358036573,0.1100082712985938,0.5481171548117155,0.5321173671689136,0.5324207492795389,0.5303723056825604,0.6643741403026134,0.6717171717171717,0.6728395061728395,0.6757925072046109,0.0295508274231678,0.0096916299559471,0.0104058272632674,0.011378002528445,0.4115354637568199,0.3382949932341001,0.2973856209150327,0.232409381663113,0.624509033778476,0.5911330049261084,0.5767045454545454,0.5555555555555556,0.9575,0.5845070422535211,0.7065,0.3984799131378936,0.5775,0.3622848200312989,0.9315000176429749,0.823943661971831,0.890999972820282,0.8450704225352113,0.8615000247955322,0.8661971830985915,0.781499981880188,0.5895765472312704,0.781000018119812,0.6188925081433225,0.7670000195503235,0.6254071661237784,0.6600000262260437,0.4913928012519561,0.690500020980835,0.55320813771518,0.684499979019165,0.5735524256651017,0.9935,0.9785000085830688,0.9229999780654908,0.8769999742507935,0.963,0.66,0.4765,0.037,0.2655,0.3215,0.4145,0.106,0.374,0.43,0.5465,0.0895,0.2535,0.3355,0.4295,0.3108108108108108,0.0885122410546139,0.077760497667185,0.0663449939686369,0.4952830188679245,0.4959893048128342,0.5116279069767442,0.5041171088746569,0.4581005586592179,0.5581854043392505,0.5916542473919523,0.5855646100116414,0.0264797507788162,0.0183798502382573,0.0176860722181282,0.0162254483347566,0.3215883668903803,0.2468051118210862,0.2105263157894736,0.1422271223814774,0.5299286106534871,0.5117213663764233,0.4890895410082769,0.4767747589833479,0.9515,0.4324324324324324,0.7105,0.2794117647058823,0.562,0.2292263610315186,0.9424999952316284,0.7972972972972973,0.890999972820282,0.7162162162162162,0.8529999852180481,0.7162162162162162,0.7684999704360962,0.4191176470588235,0.7754999995231628,0.5029411764705882,0.7540000081062317,0.5014705882352941,0.6044999957084656,0.2913085004775549,0.6414999961853027,0.3782234957020057,0.6650000214576721,0.4508118433619866,2.0,rel
2,/mathqi/mnissen/bm4tc/outputs/spirals/nat/legendre/d10r6/alpha_curve_0506/2,spirals,3,25,0.0,1.0,0.0006219726574272,1.8303490057587624,0.963,0.559,0.3805,1.0,-1.827548265457153,0.9675,0.575,0.378,0.0545,0.121,0.184,0.33,0.116,0.1795,0.242,0.376,0.1085,0.139,0.174,0.279,0.2660550458715596,0.1487603305785124,0.1114130434782608,0.0833333333333333,0.4913793103448275,0.5236768802228412,0.5909090909090909,0.5784574468085106,0.695852534562212,0.697841726618705,0.7097701149425287,0.7365591397849462,0.0190375462718138,0.0164960182025028,0.0147058823529411,0.0074626865671641,0.416289592760181,0.4034125533211456,0.3720316622691293,0.3325320512820512,0.6130117779024117,0.6097560975609756,0.6035108958837773,0.5776699029126213,0.944,0.2615384615384615,0.626,0.1635294117647059,0.4835,0.1720257234726688,0.8960000276565552,0.4769230769230769,0.8429999947547913,0.4615384615384615,0.8069999814033508,0.4307692307692308,0.6915000081062317,0.3470588235294117,0.7020000219345093,0.4152941176470588,0.6930000185966492,0.4258823529411765,0.5634999871253967,0.3054662379421222,0.597000002861023,0.3778135048231511,0.6165000200271606,0.4220257234726688,0.9995,0.975000023841858,0.8930000066757202,0.8585000038146973,0.9685,0.586,0.394,0.0435,0.1135,0.186,0.3185,0.08,0.1435,0.2055,0.336,0.056,0.082,0.0985,0.1875,0.2298850574712643,0.145374449339207,0.1075268817204301,0.0816326530612244,0.6,0.5923344947735192,0.6739659367396593,0.6235119047619048,0.8839285714285714,0.8292682926829268,0.8071065989847716,0.7973333333333333,0.0224777835859905,0.0169204737732656,0.0141277641277641,0.008070432868672,0.3978260869565217,0.3841214244016345,0.3467589679043423,0.3079819277108434,0.5895127118644068,0.5860566448801743,0.5840266222961731,0.5618461538461539,0.94,0.0793650793650793,0.6295,0.1292270531400966,0.4855,0.1567656765676567,0.8889999985694885,0.3333333333333333,0.8370000123977661,0.3333333333333333,0.8134999871253967,0.3809523809523809,0.6959999799728394,0.3345410628019323,0.6980000138282776,0.4033816425120773,0.7014999985694885,0.428743961352657,0.5354999899864197,0.2433993399339934,0.5860000252723694,0.344059405940594,0.593999981880188,0.3787128712871287,2.0,rel
20,/mathqi/mnissen/bm4tc/outputs/spirals/nat/legendre/d10r6/alpha_curve_0506/20,spirals,1,25,0.3,0.9995,0.0110776624642312,0.6771975960582495,0.891,0.4955,0.348,0.9995,-0.6660239100456238,0.909,0.515,0.3265,0.313,0.528,0.6045,0.726,0.633,0.7835,0.818,0.871,0.6345,0.7445,0.772,0.8125,0.2380191693290735,0.1496212121212121,0.1331679073614557,0.1157024793388429,0.5655608214849921,0.5239310784939375,0.5103911980440098,0.4925373134328358,0.6847911741528763,0.6722632639355272,0.6696891191709845,0.6596923076923077,0.0240174672489082,0.0254237288135593,0.0265486725663716,0.0255474452554744,0.3460490463215259,0.3441108545034642,0.3708791208791209,0.4341085271317829,0.6538987688098495,0.6771037181996086,0.6864035087719298,0.7333333333333333,0.9755,0.8076923076923077,0.787,0.5670103092783505,0.6285,0.4565701559020044,0.9359999895095824,0.9010989010989012,0.8985000252723694,0.8571428571428571,0.8730000257492065,0.8681318681318682,0.8209999799728394,0.7195876288659794,0.8364999890327454,0.7701030927835052,0.7994999885559082,0.7484536082474227,0.7020000219345093,0.5998515219005197,0.7419999837875366,0.6666666666666666,0.7239999771118164,0.6622123236822569,0.995,0.9829999804496764,0.9330000281333924,0.8985000252723694,0.927,0.64,0.445,0.137,0.3155,0.397,0.547,0.3285,0.5145,0.5845,0.6965,0.28,0.438,0.49,0.581,0.3138686131386861,0.1537242472266244,0.1259445843828715,0.0959780621572212,0.5372907153729072,0.4635568513119533,0.4268605645851155,0.3905240488155061,0.5232142857142857,0.519406392694064,0.5010204081632653,0.4982788296041308,0.0347624565469293,0.0357925493060628,0.0381426202321724,0.0452538631346578,0.2732688011913626,0.2502574665293511,0.2659446450060168,0.2899505766062603,0.5673611111111111,0.5827402135231317,0.6068627450980392,0.6336515513126492,0.978,0.7808219178082192,0.8005,0.4486111111111111,0.639,0.3621621621621622,0.9495000243186952,0.9246575342465754,0.9144999980926514,0.8972602739726028,0.8880000114440918,0.8698630136986302,0.8335000276565552,0.6208333333333333,0.8215000033378601,0.6361111111111111,0.8100000023841858,0.6569444444444444,0.6575000286102295,0.4252252252252252,0.6949999928474426,0.5081081081081081,0.6924999952316284,0.5207207207207207,2.0,rel
21,/mathqi/mnissen/bm4tc/outputs/spirals/nat/legendre/d10r6/alpha_curve_0506/21,spirals,2,25,0.3,0.9585,0.1909281159751117,2.0901138484478,0.5595,0.368,0.2865,0.9585,-1.896716475486756,0.545,0.365,0.2815,0.052,0.1855,0.2855,0.4015,0.0175,0.1645,0.303,0.468,0.013,0.12,0.2675,0.451,0.5769230769230769,0.7277628032345014,0.7740805604203153,0.7185554171855542,0.6857142857142857,0.6534954407294833,0.7376237623762376,0.7724358974358975,0.5769230769230769,0.7166666666666667,0.7158878504672898,0.7671840354767184,0.4483122362869198,0.3928790669122161,0.3275017494751575,0.2781954887218045,0.6340966921119593,0.6313584679832436,0.5903873744619799,0.5140977443609023,0.7203647416413373,0.71875,0.7194539249146757,0.6785063752276868,0.8915,0.7923076923076923,0.7015,0.5661417322834645,0.585,0.453027139874739,0.8575000166893005,0.7769230769230769,0.8355000019073486,0.7945054945054945,0.8125,0.7824175824175824,0.7365000247955322,0.6346456692913386,0.7605000138282776,0.7023622047244095,0.7555000185966492,0.7047244094488189,0.6299999952316284,0.511482254697286,0.6700000166893005,0.5894224077940153,0.675000011920929,0.6005567153792624,0.971,0.9200000166893004,0.8615000247955322,0.8234999775886536,0.851,0.6605,0.5545,0.0005,0.013,0.0405,0.1,0.0,0.0025,0.0335,0.113,0.001,0.004,0.0275,0.081,1.0,0.7307692307692307,0.6172839506172839,0.455,,0.6,0.8507462686567164,0.8141592920353983,0.0,0.375,0.7636363636363637,0.8209876543209876,0.1485742871435718,0.1413373860182371,0.1292339760291818,0.115,0.3395,0.3388471177944862,0.321779617175375,0.2790304396843292,0.4459459459459459,0.4457831325301205,0.4365038560411311,0.41240478781284,0.897,0.540268456375839,0.726,0.3122238586156112,0.6305,0.2749719416386083,0.8865000009536743,0.6711409395973155,0.8454999923706055,0.7080536912751678,0.8180000185966492,0.7013422818791947,0.7684999704360962,0.4771723122238586,0.7774999737739563,0.5478645066273933,0.7434999942779541,0.5316642120765832,0.6589999794960022,0.3569023569023569,0.7160000205039978,0.5039281705948373,0.7095000147819519,0.5084175084175084,2.0,rel
22,/mathqi/mnissen/bm4tc/outputs/spirals/nat/legendre/d10r6/alpha_curve_0506/22,spirals,3,25,0.3,0.9995,0.0166901480406522,0.620376399718225,0.879,0.496,0.382,0.9995,-0.6061415076255798,0.8725,0.4695,0.3615,0.3545,0.533,0.596,0.694,0.5845,0.7235,0.772,0.8355,0.5555,0.697,0.732,0.803,0.3258110014104372,0.2185741088180112,0.1971476510067114,0.1736311239193083,0.6749358426005133,0.6364892881824464,0.6088082901554405,0.5792938360263316,0.7308730873087309,0.7202295552367288,0.7049180327868853,0.6774595267745953,0.0185902401239349,0.0235546038543897,0.0247524752475247,0.022875816993464,0.3273164861612515,0.2531645569620253,0.2653508771929824,0.2826747720364742,0.5230596175478065,0.4504950495049505,0.457089552238806,0.4796954314720812,0.9815,0.9137254901960784,0.7405,0.5409990574929312,0.6245,0.4338292873923258,0.9445000290870668,0.9176470588235294,0.902999997138977,0.8941176470588236,0.8824999928474426,0.9215686274509804,0.8025000095367432,0.6899151743638078,0.8180000185966492,0.7389255419415646,0.796999990940094,0.7379830348727615,0.7059999704360962,0.5779169929522318,0.718999981880188,0.6186374314800314,0.7149999737739563,0.6225528582615505,0.999,0.984499990940094,0.9415000081062316,0.8945000171661377,0.952,0.706,0.5915,0.129,0.3435,0.3965,0.5,0.233,0.4915,0.5295,0.606,0.196,0.365,0.401,0.4735,0.2868217054263566,0.1106259097525473,0.0996216897856242,0.081,0.4914163090128755,0.3672431332655137,0.3588290840415486,0.3580858085808581,0.4311224489795918,0.3150684931506849,0.3266832917705736,0.337909186906019,0.0126291618828932,0.0152322924600152,0.0140845070422535,0.015,0.2340286831812255,0.2232055063913471,0.2210414452709883,0.1954314720812182,0.4029850746268656,0.4622047244094488,0.4632721202003338,0.4719848053181386,0.987,0.8020833333333334,0.814,0.3826530612244898,0.6845,0.2533659730722154,0.9539999961853028,0.875,0.9035000205039978,0.8333333333333334,0.8845000267028809,0.875,0.824999988079071,0.4982993197278911,0.824999988079071,0.5425170068027211,0.7975000143051147,0.5289115646258503,0.6830000281333923,0.2937576499388005,0.6945000290870667,0.3574051407588739,0.6970000267028809,0.386780905752754,2.0,rel
23,/mathqi/mnissen/bm4tc/outputs/spirals/nat/legendre/d10r6/alpha_curve_0506/23,spirals,4,25,0.3,0.9865,0.0806760205887258,1.4645164236426351,0.7155,0.4415,0.3365,0.9865,-1.3812447786331177,0.721,0.43,0.332,0.0945,0.2105,0.262,0.364,0.0545,0.2045,0.3225,0.4885,0.0315,0.1505,0.2845,0.5015,0.671957671957672,0.7505938242280285,0.7194656488549618,0.5796703296703297,0.7155963302752294,0.7188264058679706,0.7457364341085271,0.6949846468781986,0.6031746031746031,0.6312292358803987,0.7258347978910369,0.7477567298105683,0.2379900607399226,0.1532615579480684,0.1226287262872628,0.1069182389937107,0.5616076150185088,0.5317410433689503,0.4863468634686347,0.4506353861192571,0.6701084150748581,0.6745144202472042,0.6450034940600978,0.5877632898696088,0.9195,0.7598566308243727,0.781,0.6263157894736842,0.625,0.4468562874251497,0.8734999895095825,0.7885304659498208,0.8320000171661377,0.7419354838709677,0.7994999885559082,0.7329749103942652,0.7649999856948853,0.6535087719298246,0.7664999961853027,0.6807017543859649,0.7404999732971191,0.6728070175438596,0.659500002861023,0.5232035928143712,0.7009999752044678,0.6122754491017964,0.6890000104904175,0.6070359281437125,0.995,0.9375,0.8665000200271606,0.8270000219345093,0.8695,0.642,0.5075,0.0035,0.0425,0.105,0.191,0.0025,0.029,0.082,0.177,0.001,0.0215,0.055,0.121,0.7142857142857143,0.611764705882353,0.4142857142857143,0.337696335078534,0.6,0.4310344827586206,0.3536585365853658,0.4491525423728814,1.0,0.4186046511627907,0.2636363636363636,0.4421487603305785,0.1284495735072754,0.1091383812010443,0.0972067039106145,0.0815822002472188,0.3573934837092732,0.3558187435633367,0.3583877995642701,0.3383961117861482,0.491991991991992,0.4941236586612161,0.5058201058201058,0.4994311717861205,0.9455,0.6666666666666666,0.8175,0.5069832402234636,0.6925,0.3979695431472081,0.9070000052452089,0.7203065134099617,0.859000027179718,0.7011494252873564,0.8195000290870667,0.7624521072796935,0.7875000238418579,0.5195530726256983,0.7770000100135803,0.5754189944134078,0.7580000162124634,0.5656424581005587,0.6679999828338623,0.3928934010152284,0.7045000195503235,0.4984771573604061,0.7139999866485596,0.5573604060913706,2.0,rel
24,/mathqi/mnissen/bm4tc/outputs/spirals/nat/legendre/d10r6/alpha_curve_0506/24,spirals,5,25,0.3,0.997,0.0166274132207036,0.9291526786983012,0.902,0.5435,0.3515,0.997,-0.9127383828163148,0.8985,0.5385,0.359,0.038,0.251,0.3545,0.4775,0.1025,0.43,0.5215,0.6445,0.115,0.429,0.5155,0.632,0.5657894736842105,0.3605577689243028,0.2665726375176304,0.2031413612565445,0.7073170731707317,0.6069767441860465,0.5589645254074784,0.5120248254460822,0.7086956521739131,0.7074592074592074,0.6760426770126091,0.6455696202531646,0.0831600831600831,0.0146862483311081,0.010844306738962,0.0086124401913875,0.4334261838440111,0.3517543859649122,0.3552769070010449,0.369901547116737,0.6322033898305085,0.5910683012259195,0.6037151702786377,0.6331521739130435,0.9725,0.812807881773399,0.7835,0.5471289274106176,0.649,0.4594383775351014,0.9110000133514404,0.812807881773399,0.8805000185966492,0.8029556650246306,0.8600000143051147,0.7931034482758621,0.784500002861023,0.6153846153846154,0.7754999995231628,0.6132177681473456,0.7674999833106995,0.628385698808234,0.6740000247955322,0.514820592823713,0.7049999833106995,0.5772230889235569,0.6930000185966492,0.5795631825273011,0.993,0.9764999747276306,0.9114999771118164,0.8934999704360962,0.9495,0.6825,0.478,0.008,0.1455,0.2135,0.3335,0.006,0.205,0.264,0.3655,0.004,0.132,0.1805,0.2815,0.625,0.2302405498281786,0.1873536299765808,0.128935532233883,0.8333333333333334,0.5048780487804878,0.5037878787878788,0.4391244870041039,0.625,0.4621212121212121,0.4598337950138504,0.4671403197158081,0.0458669354838709,0.0198946752486834,0.0133502860775588,0.0112528132033008,0.3143863179074446,0.2691823899371069,0.250679347826087,0.2474389282899921,0.5215863453815262,0.5311059907834101,0.5356924954240391,0.5434933890048712,0.977,0.7326732673267327,0.813,0.4708661417322834,0.6305,0.3400383141762452,0.9355000257492064,0.7821782178217822,0.8949999809265137,0.6435643564356436,0.8654999732971191,0.6732673267326733,0.809499979019165,0.4850393700787401,0.8140000104904175,0.552755905511811,0.784500002861023,0.5322834645669291,0.6209999918937683,0.3333333333333333,0.6575000286102295,0.4022988505747126,0.6600000262260437,0.4521072796934866,2.0,rel
25,/mathqi/mnissen/bm4tc/outputs/spirals/nat/legendre/d10r6/alpha_curve_0506/25,spirals,1,25,0.4,0.999,0.0207297652959823,0.6835117489099503,0.8715,0.492,0.3855,0.999,-0.6650262475013733,0.87,0.5045,0.389,0.33,0.452,0.496,0.5705,0.524,0.61,0.6505,0.7105,0.5035,0.6295,0.671,0.724,0.3515151515151515,0.2654867256637168,0.2449596774193548,0.2129710780017528,0.6975190839694656,0.6614754098360656,0.649500384319754,0.609429978888107,0.7348560079443893,0.7355043685464655,0.732488822652757,0.7023480662983426,0.0208955223880597,0.0182481751824817,0.0168650793650793,0.019790454016298,0.2731092436974789,0.2358974358974359,0.2088698140200286,0.2158894645941278,0.48539778449144,0.3994601889338731,0.3632218844984802,0.3713768115942029,0.9725,0.8269230769230769,0.775,0.5691220988900101,0.6435,0.4345335515548281,0.9334999918937684,0.9,0.902999997138977,0.8730769230769231,0.8805000185966492,0.8692307692307693,0.8360000252723694,0.7164480322906155,0.8050000071525574,0.7053481331987891,0.8134999871253967,0.7346115035317861,0.7354999780654907,0.5981996726677578,0.7480000257492065,0.6456628477905073,0.7179999947547913,0.618657937806874,0.9995,0.977500021457672,0.9384999871253968,0.9079999923706056,0.938,0.6685,0.5435,0.1535,0.292,0.3555,0.415,0.2815,0.4405,0.499,0.533,0.233,0.3375,0.3895,0.458,0.3029315960912052,0.1660958904109589,0.1392405063291139,0.1192771084337349,0.4795737122557726,0.4358683314415437,0.4478957915831663,0.4371482176360225,0.3583690987124464,0.3392592592592592,0.3684210526315789,0.4268558951965066,0.0183106910809214,0.0190677966101694,0.0193948797517455,0.0213675213675213,0.2734864300626304,0.2493297587131367,0.2155688622754491,0.2109207708779443,0.4863102998696219,0.5162264150943396,0.5126945126945127,0.4815498154981549,0.978,0.7741935483870968,0.7745,0.3499245852187028,0.6395,0.2387732749178532,0.9520000219345092,0.8951612903225806,0.9210000038146972,0.8951612903225806,0.878000020980835,0.8629032258064516,0.8195000290870667,0.5565610859728507,0.8054999709129333,0.5701357466063348,0.796999990940094,0.5957767722473605,0.6664999723434448,0.3263964950711939,0.7039999961853027,0.4282584884994523,0.6840000152587891,0.4403066812705367,2.0,rel
26,/mathqi/mnissen/bm4tc/outputs/spirals/nat/legendre/d10r6/alpha_curve_0506/26,spirals,2,25,0.4,0.994,0.0387071121949702,0.8794650081545115,0.7865,0.389,0.2875,0.994,-0.83294677734375,0.7845,0.39,0.2725,0.0745,0.2585,0.482,0.65,0.113,0.527,0.7115,0.823,0.084,0.5005,0.668,0.7495,0.7315436241610739,0.5918762088974855,0.3921161825726141,0.3138461538461538,0.7300884955752213,0.8055028462998103,0.702037947997189,0.6761846901579587,0.6488095238095238,0.8111888111888111,0.7574850299401198,0.7464976651100734,0.1739600216099405,0.0842886041807147,0.0511583011583011,0.0328571428571428,0.5947012401352875,0.3921775898520084,0.3830155979202773,0.3022598870056497,0.7347161572052402,0.6436436436436437,0.6671686746987951,0.6706586826347305,0.9415,0.7749419953596288,0.758,0.6221311475409836,0.607,0.4694158075601374,0.9045000076293944,0.8236658932714617,0.8774999976158142,0.802784222737819,0.8445000052452087,0.7540603248259861,0.777999997138977,0.6778688524590164,0.7860000133514404,0.7008196721311475,0.7745000123977661,0.7139344262295082,0.6675000190734863,0.5683848797250859,0.7049999833106995,0.6247422680412371,0.7085000276565552,0.6446735395189004,0.997,0.968999981880188,0.9160000085830688,0.8809999823570251,0.8865,0.6225,0.4635,0.0075,0.089,0.2245,0.4865,0.0085,0.1165,0.325,0.5625,0.0035,0.0985,0.26,0.4295,0.8666666666666667,0.5786516853932584,0.3073496659242761,0.197327852004111,1.0,0.7124463519313304,0.5646153846153846,0.512,1.0,0.649746192893401,0.5211538461538462,0.49941792782305,0.107808564231738,0.0680570801317233,0.0573823339780786,0.0340798442064264,0.3721633888048411,0.3333333333333333,0.2874074074074074,0.2045714285714285,0.5348720521826392,0.5241264559068219,0.5418918918918919,0.5644171779141104,0.945,0.7048458149779736,0.7655,0.4635761589403973,0.6205,0.3643988816402609,0.9269999861717224,0.7709251101321586,0.8989999890327454,0.801762114537445,0.8690000176429749,0.8061674008810573,0.7925000190734863,0.5364238410596026,0.7875000238418579,0.5788079470198676,0.7720000147819519,0.5867549668874172,0.6365000009536743,0.3932898415657036,0.6869999766349792,0.466915191053122,0.7080000042915344,0.5237651444547996,2.0,rel
