,mean,std,count
config/tracking.seed,3.0,1.5811388300841898,5.0
config/trainer.alpha,0.0,0.0,5.0
config/sampler.num_steps,20.0,0.0,5.0
config/sampler.step_size,0.01,0.0,5.0
config/sampler.noise_std,0.005,0.0,5.0
dis_loss,0.10896728525161743,0.013364361117644327,5.0
acc,0.9766571428571428,0.001365014764067589,5.0
uq_clean_accuracy,0.9766571428571428,0.001365014764067589,5.0
alpha,0.0,0.0,5.0
parameters,349040.0,0.0,5.0
sgld_purify_radius,0.2,0.0,5.0
sgld_steps_per_sweep,20.0,0.0,5.0
sgld_purify_step_size,0.01,0.0,5.0
sgld_purify_noise_std,0.005,0.0,5.0
positive_joint_score,21.44202712044035,3.4604553089625267,5.0
positive_marginal_score,21.550994405691963,3.473007653202089,5.0
negative_marginal_score,92.01674880981446,21.927656110063836,5.0
px_cd_loss,70.46575440412248,18.533967578825596,5.0
joint_cd_loss,70.57472168937412,18.54649420943235,5.0
gen_loss,70.57472168937412,18.54649420943235,5.0
mixed_loss,0.10896728525161743,0.013364361117644327,5.0
uq_clean_log_px_mean,21.550994873046875,3.473007303569848,5.0
sgld_purify_num_examples,1000.0,0.0,5.0
sgld_clean_acc,0.9809999942779541,0.00400001183155356,5.0
uq_clean_purify_acc/0.2,0.976885724067688,0.0015984676328507327,5.0
uq_clean_purify_acc/0.3,0.976885712146759,0.0014791091809851866,5.0
sgld_clean_purify_acc/1,0.9809999942779541,0.004062029268487374,5.0
sgld_clean_purify_acc/3,0.9809999942779541,0.004062029268487374,5.0
sgld_clean_purify_acc/6,0.9809999942779541,0.004062029268487374,5.0
rob/0.1,0.8414571404457092,0.012474225142502036,5.0
uq_adv_acc/0.1,0.8414571404457092,0.012474225142502036,5.0
uq_detection/1pct/0.1,0.02414285714285714,0.007440923796060238,5.0
uq_det_err_detected/1pct/0.1,0.6146289058436324,0.05162022403701491,5.0
uq_det_err_passed/1pct/0.1,0.14758693484297553,0.011968767862428311,5.0
uq_detection/5pct/0.1,0.1557714285714286,0.015898145187667752,5.0
uq_det_err_detected/5pct/0.1,0.4094123820103553,0.02574798351757208,5.0
uq_det_err_passed/5pct/0.1,0.11258960969971785,0.013562919682477186,5.0
uq_detection/10pct/0.1,0.28291428571428573,0.017373037989355564,5.0
uq_det_err_detected/10pct/0.1,0.34321768515306134,0.023097258966269955,5.0
uq_det_err_passed/10pct/0.1,0.08590567476045224,0.01520087385663199,5.0
uq_detection/20pct/0.1,0.4502857142857143,0.0216505172677048,5.0
uq_det_err_detected/20pct/0.1,0.28328247513070093,0.019957570027557818,5.0
uq_det_err_passed/20pct/0.1,0.056738940843770194,0.012761201965687361,5.0
adaptive_rob/0.1,0.9694571495056152,0.0028345616312960686,5.0
uq_joint_adv_acc/0.1,0.9694571495056152,0.0028345616312960686,5.0
adaptive_detection/1pct/0.1,0.00025714285714285715,0.00011952286093343935,5.0
uq_joint_detection/1pct/0.1,0.00025714285714285715,0.00011952286093343935,5.0
uq_joint_det_err_detected/1pct/0.1,1.0,0.0,5.0
uq_joint_det_err_passed/1pct/0.1,0.030293622816562317,0.0027816295688589264,5.0
adaptive_detection/5pct/0.1,0.005742857142857142,0.0008043250434433853,5.0
uq_joint_detection/5pct/0.1,0.005742857142857142,0.0008043250434433853,5.0
uq_joint_det_err_detected/5pct/0.1,0.7505689656869876,0.053587785498127365,5.0
uq_joint_det_err_passed/5pct/0.1,0.026381273338889226,0.0024143478765619947,5.0
adaptive_detection/10pct/0.1,0.015914285714285714,0.0020518781839165435,5.0
