run_name,run_path,config/dataset.name,config/tracking.seed,config/dataset.gen_dow_kwargs.seed,config/trainer.nll.alpha,config/trainer.adversarial.alpha,acc,dis_loss,gen_loss,rob/0.05,rob/0.1,rob/0.15,uq_clean_accuracy,uq_clean_log_px_mean,uq_adv_acc/0.05,uq_adv_acc/0.1,uq_adv_acc/0.15,uq_detection/1pct/0.05,uq_detection/5pct/0.05,uq_detection/10pct/0.05,uq_detection/20pct/0.05,uq_detection/1pct/0.1,uq_detection/5pct/0.1,uq_detection/10pct/0.1,uq_detection/20pct/0.1,uq_detection/1pct/0.15,uq_detection/5pct/0.15,uq_detection/10pct/0.15,uq_detection/20pct/0.15,uq_det_err_detected/1pct/0.05,uq_det_err_detected/5pct/0.05,uq_det_err_detected/10pct/0.05,uq_det_err_detected/20pct/0.05,uq_det_err_detected/1pct/0.1,uq_det_err_detected/5pct/0.1,uq_det_err_detected/10pct/0.1,uq_det_err_detected/20pct/0.1,uq_det_err_detected/1pct/0.15,uq_det_err_detected/5pct/0.15,uq_det_err_detected/10pct/0.15,uq_det_err_detected/20pct/0.15,uq_det_err_passed/1pct/0.05,uq_det_err_passed/5pct/0.05,uq_det_err_passed/10pct/0.05,uq_det_err_passed/20pct/0.05,uq_det_err_passed/1pct/0.1,uq_det_err_passed/5pct/0.1,uq_det_err_passed/10pct/0.1,uq_det_err_passed/20pct/0.1,uq_det_err_passed/1pct/0.15,uq_det_err_passed/5pct/0.15,uq_det_err_passed/10pct/0.15,uq_det_err_passed/20pct/0.15,uq_purify_acc/0.05/0.1,uq_purify_recovery/0.05/0.1,uq_purify_acc/0.1/0.1,uq_purify_recovery/0.1/0.1,uq_purify_acc/0.15/0.1,uq_purify_recovery/0.15/0.1,gibbs_purify_acc/0.05/1,gibbs_purify_recovery/0.05/1,gibbs_purify_acc/0.05/3,gibbs_purify_recovery/0.05/3,gibbs_purify_acc/0.05/5,gibbs_purify_recovery/0.05/5,gibbs_purify_acc/0.1/1,gibbs_purify_recovery/0.1/1,gibbs_purify_acc/0.1/3,gibbs_purify_recovery/0.1/3,gibbs_purify_acc/0.1/5,gibbs_purify_recovery/0.1/5,gibbs_purify_acc/0.15/1,gibbs_purify_recovery/0.15/1,gibbs_purify_acc/0.15/3,gibbs_purify_recovery/0.15/3,gibbs_purify_acc/0.15/5,gibbs_purify_recovery/0.15/5,uq_clean_purify_acc/0.1,gibbs_clean_purify_acc/1,gibbs_clean_purify_acc/3,gibbs_clean_purify_acc/5,uq_joint_adv_acc/0.05,uq_joint_adv_acc/0.1,uq_joint_adv_acc/0.15,uq_joint_detection/1pct/0.05,uq_joint_detection/5pct/0.05,uq_joint_detection/10pct/0.05,uq_joint_detection/20pct/0.05,uq_joint_detection/1pct/0.1,uq_joint_detection/5pct/0.1,uq_joint_detection/10pct/0.1,uq_joint_detection/20pct/0.1,uq_joint_detection/1pct/0.15,uq_joint_detection/5pct/0.15,uq_joint_detection/10pct/0.15,uq_joint_detection/20pct/0.15,uq_joint_det_err_detected/1pct/0.05,uq_joint_det_err_detected/5pct/0.05,uq_joint_det_err_detected/10pct/0.05,uq_joint_det_err_detected/20pct/0.05,uq_joint_det_err_detected/1pct/0.1,uq_joint_det_err_detected/5pct/0.1,uq_joint_det_err_detected/10pct/0.1,uq_joint_det_err_detected/20pct/0.1,uq_joint_det_err_detected/1pct/0.15,uq_joint_det_err_detected/5pct/0.15,uq_joint_det_err_detected/10pct/0.15,uq_joint_det_err_detected/20pct/0.15,uq_joint_det_err_passed/1pct/0.05,uq_joint_det_err_passed/5pct/0.05,uq_joint_det_err_passed/10pct/0.05,uq_joint_det_err_passed/20pct/0.05,uq_joint_det_err_passed/1pct/0.1,uq_joint_det_err_passed/5pct/0.1,uq_joint_det_err_passed/10pct/0.1,uq_joint_det_err_passed/20pct/0.1,uq_joint_det_err_passed/1pct/0.15,uq_joint_det_err_passed/5pct/0.15,uq_joint_det_err_passed/10pct/0.15,uq_joint_det_err_passed/20pct/0.15,uq_joint_purify_acc/0.05/0.1,uq_joint_purify_recovery/0.05/0.1,uq_joint_purify_acc/0.1/0.1,uq_joint_purify_recovery/0.1/0.1,uq_joint_purify_acc/0.15/0.1,uq_joint_purify_recovery/0.15/0.1,gibbs_joint_purify_acc/0.05/1,gibbs_joint_purify_recovery/0.05/1,gibbs_joint_purify_acc/0.05/3,gibbs_joint_purify_recovery/0.05/3,gibbs_joint_purify_acc/0.05/5,gibbs_joint_purify_recovery/0.05/5,gibbs_joint_purify_acc/0.1/1,gibbs_joint_purify_recovery/0.1/1,gibbs_joint_purify_acc/0.1/3,gibbs_joint_purify_recovery/0.1/3,gibbs_joint_purify_acc/0.1/5,gibbs_joint_purify_recovery/0.1/5,gibbs_joint_purify_acc/0.15/1,gibbs_joint_purify_recovery/0.15/1,gibbs_joint_purify_acc/0.15/3,gibbs_joint_purify_recovery/0.15/3,gibbs_joint_purify_acc/0.15/5,gibbs_joint_purify_recovery/0.15/5,range_size,eps_unit,config/descriptor,config/model_path
0,/mathqi/mnissen/bm4tc/outputs/spirals/at/legendre/d10r6/seed_sweep_0206/0,spirals,1,25,,0.0,0.926,0.0,-5.432544708251953,0.9135,0.869,0.7785,0.926,-2.706552267074585,0.916,0.873,0.7865,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,0.084,0.084,0.084,0.084,0.127,0.127,0.127,0.127,0.2135,0.2135,0.2135,0.2135,0.9165,0.0059523809523809,0.88,0.0590551181102362,0.817,0.1498829039812646,0.8665000200271606,0.125,0.8514999747276306,0.1071428571428571,0.8414999842643738,0.0833333333333333,0.8495000004768372,0.1889763779527559,0.8230000138282776,0.1574803149606299,0.8220000267028809,0.1692913385826771,0.800000011920929,0.3185011709601874,0.7954999804496765,0.3278688524590163,0.7925000190734863,0.3395784543325527,0.926,0.8820000290870667,0.8665000200271606,0.8485000133514404,0.8325,0.6865,0.5905,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,0.1675,0.1675,0.1675,0.1675,0.3135,0.3135,0.3135,0.3135,0.4095,0.4095,0.4095,0.4095,0.8325,0.0,0.6905,0.0127591706539074,0.606,0.0378510378510378,0.8255000114440918,0.1850746268656716,0.8050000071525574,0.1611940298507462,0.8100000023841858,0.1761194029850746,0.734000027179718,0.2073365231259968,0.7325000166893005,0.2328548644338118,0.7315000295639038,0.2456140350877192,0.659500002861023,0.2002442002442002,0.6729999780654907,0.2356532356532356,0.6800000071525574,0.2673992673992674,2.0,rel,,outputs/spirals/nat/legendre/d10r6/seed_sweep_a0_3005/1/models/model
1,/mathqi/mnissen/bm4tc/outputs/spirals/at/legendre/d10r6/seed_sweep_0206/1,spirals,2,25,,0.0,0.9745,0.0,-7.963983535766602,0.9695,0.9255,0.822,0.9745,-1.1596364974975586,0.9655,0.921,0.8255,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,0.0345,0.0345,0.0345,0.0345,0.079,0.079,0.079,0.079,0.1745,0.1745,0.1745,0.1745,0.966,0.0144927536231884,0.922,0.0126582278481012,0.838,0.0744985673352435,0.9629999995231628,0.8260869565217391,0.9304999709129332,0.7681159420289855,0.8974999785423279,0.8260869565217391,0.9004999995231628,0.4873417721518987,0.8815000057220459,0.569620253164557,0.840499997138977,0.5759493670886076,0.8314999938011169,0.4154727793696275,0.809499979019165,0.4441260744985673,0.7879999876022339,0.4297994269340974,0.9745,0.977500021457672,0.9304999709129332,0.9054999947547911,0.8585,0.7205,0.564,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,0.1415,0.1415,0.1415,0.1415,0.2795,0.2795,0.2795,0.2795,0.436,0.436,0.436,0.436,0.861,0.0176678445229682,0.7215,0.0035778175313059,0.569,0.0114678899082568,0.9185000061988832,0.5971731448763251,0.8920000195503235,0.657243816254417,0.8740000128746033,0.6501766784452296,0.8019999861717224,0.3792486583184257,0.8019999861717224,0.4579606440071556,0.7720000147819519,0.4543828264758497,0.652999997138977,0.231651376146789,0.6840000152587891,0.3371559633027522,0.6740000247955322,0.3555045871559633,2.0,rel,,outputs/spirals/nat/legendre/d10r6/seed_sweep_a0_3005/1/models/model
2,/mathqi/mnissen/bm4tc/outputs/spirals/at/legendre/d10r6/seed_sweep_0206/2,spirals,3,25,,0.0,0.9965,0.0,-19.77285385131836,0.988,0.9155,0.814,0.9965,10.56251335144043,0.982,0.9275,0.815,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,0.018,0.018,0.018,0.018,0.0725,0.0725,0.0725,0.0725,0.185,0.185,0.185,0.185,0.982,0.0,0.9295,0.0275862068965517,0.827,0.0648648648648648,0.9375,0.6944444444444444,0.8324999809265137,0.4722222222222222,0.7835000157356262,0.5277777777777778,0.8889999985694885,0.4896551724137931,0.815500020980835,0.5310344827586206,0.7770000100135803,0.496551724137931,0.8245000243186951,0.4540540540540541,0.7885000109672546,0.5378378378378378,0.7455000281333923,0.4675675675675675,0.9965,0.9524999856948853,0.843500018119812,0.7944999933242798,0.934,0.712,0.5455,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,0.066,0.066,0.066,0.066,0.288,0.288,0.288,0.288,0.4545,0.4545,0.4545,0.4545,0.935,0.0151515151515151,0.718,0.0208333333333333,0.581,0.0803080308030803,0.8970000147819519,0.7575757575757576,0.8295000195503235,0.6666666666666666,0.7764999866485596,0.5757575757575758,0.7925000190734863,0.4340277777777778,0.7714999914169312,0.4635416666666667,0.7404999732971191,0.453125,0.7124999761581421,0.4103410341034103,0.7245000004768372,0.4917491749174917,0.7170000076293945,0.5192519251925193,2.0,rel,,outputs/spirals/nat/legendre/d10r6/seed_sweep_a0_3005/1/models/model
3,/mathqi/mnissen/bm4tc/outputs/spirals/at/legendre/d10r6/seed_sweep_0206/3,spirals,4,25,,0.0,0.9965,0.0,-16.719974517822266,0.985,0.923,0.8325,0.9965,7.509635925292969,0.9875,0.9195,0.837,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,0.0125,0.0125,0.0125,0.0125,0.0805,0.0805,0.0805,0.0805,0.163,0.163,0.163,0.163,0.987,0.04,0.9215,0.0496894409937888,0.8395,0.058282208588957,0.9445000290870668,0.56,0.9175000190734864,0.72,0.8859999775886536,0.64,0.9054999947547911,0.5590062111801242,0.8679999709129333,0.577639751552795,0.8450000286102295,0.6086956521739131,0.8429999947547913,0.3987730061349693,0.828499972820282,0.4478527607361963,0.8119999766349792,0.4969325153374233,0.9965,0.9714999794960022,0.9225000143051147,0.8859999775886536,0.9305,0.662,0.55,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,0.0695,0.0695,0.0695,0.0695,0.338,0.338,0.338,0.338,0.45,0.45,0.45,0.45,0.933,0.0359712230215827,0.675,0.0399408284023668,0.5685,0.0466666666666666,0.8974999785423279,0.6115107913669064,0.8579999804496765,0.6258992805755396,0.8489999771118164,0.6690647482014388,0.7450000047683716,0.3357988165680473,0.753000020980835,0.3994082840236686,0.7534999847412109,0.4437869822485207,0.6370000243186951,0.2355555555555555,0.6585000157356262,0.3011111111111111,0.6420000195503235,0.3288888888888889,2.0,rel,,outputs/spirals/nat/legendre/d10r6/seed_sweep_a0_3005/1/models/model
4,/mathqi/mnissen/bm4tc/outputs/spirals/at/legendre/d10r6/seed_sweep_0206/4,spirals,5,25,,0.0,1.0,0.0,-15.767005920410156,0.9985,0.9595,0.848,1.0,6.556663990020752,0.998,0.9625,0.838,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,0.002,0.002,0.002,0.002,0.0375,0.0375,0.0375,0.0375,0.162,0.162,0.162,0.162,0.998,0.0,0.9625,0.0133333333333333,0.839,0.0185185185185185,0.968999981880188,0.75,0.912500023841858,0.75,0.8824999928474426,0.75,0.9235000014305116,0.44,0.8734999895095825,0.4533333333333333,0.8495000004768372,0.52,0.8295000195503235,0.3179012345679012,0.8144999742507935,0.3950617283950617,0.7929999828338623,0.4320987654320987,1.0,0.9769999980926514,0.9169999957084656,0.8840000033378601,0.98,0.728,0.5625,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,0.02,0.02,0.02,0.02,0.272,0.272,0.272,0.272,0.4375,0.4375,0.4375,0.4375,0.9795,0.0,0.7205,0.0018382352941176,0.5705,0.0354285714285714,0.934499979019165,0.475,0.8920000195503235,0.4,0.8565000295639038,0.325,0.7904999852180481,0.3235294117647059,0.781000018119812,0.3823529411764705,0.7689999938011169,0.4264705882352941,0.6535000205039978,0.2388571428571428,0.6725000143051147,0.336,0.6815000176429749,0.3828571428571428,2.0,rel,,outputs/spirals/nat/legendre/d10r6/seed_sweep_a0_3005/1/models/model
5,/mathqi/mnissen/bm4tc/outputs/spirals/at/legendre/d10r6/seed_sweep_0206/5,spirals,6,25,,0.0,0.996,0.0,-15.589664459228516,0.9905,0.9435,0.8335,0.996,6.379324913024902,0.992,0.942,0.836,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,0.008,0.008,0.008,0.008,0.058,0.058,0.058,0.058,0.164,0.164,0.164,0.164,0.992,0.0,0.943,0.0258620689655172,0.8385,0.024390243902439,0.953000009059906,0.75,0.9164999723434448,0.625,0.8820000290870667,0.4375,0.9104999899864196,0.4827586206896552,0.8794999718666077,0.5258620689655172,0.8399999737739563,0.4224137931034483,0.8320000171661377,0.3628048780487805,0.8224999904632568,0.4146341463414634,0.8054999709129333,0.4420731707317073,0.996,0.968999981880188,0.9194999933242798,0.8949999809265137,0.956,0.688,0.5645,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,0.044,0.044,0.044,0.044,0.312,0.312,0.312,0.312,0.4355,0.4355,0.4355,0.4355,0.9565,0.0113636363636363,0.688,0.0096153846153846,0.565,0.0091848450057405,0.912999987602234,0.4090909090909091,0.8849999904632568,0.4772727272727273,0.8495000004768372,0.4431818181818182,0.7544999718666077,0.3076923076923077,0.7425000071525574,0.3557692307692308,0.7440000176429749,0.3958333333333333,0.6349999904632568,0.1928817451205511,0.6549999713897705,0.2755453501722158,0.6585000157356262,0.3272101033295063,2.0,rel,,outputs/spirals/nat/legendre/d10r6/seed_sweep_a0_3005/1/models/model
6,/mathqi/mnissen/bm4tc/outputs/spirals/at/legendre/d10r6/seed_sweep_0206/6,spirals,7,25,,0.0,1.0,0.0,-11.837242126464844,0.996,0.959,0.843,1.0,2.626901388168335,0.9965,0.9625,0.845,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,0.0035,0.0035,0.0035,0.0035,0.0375,0.0375,0.0375,0.0375,0.155,0.155,0.155,0.155,0.9965,0.0,0.963,0.0133333333333333,0.8545,0.0612903225806451,0.9574999809265136,0.4285714285714285,0.8974999785423279,0.2857142857142857,0.8525000214576721,0.2857142857142857,0.915499985218048,0.36,0.8740000128746033,0.3466666666666667,0.843999981880188,0.2933333333333333,0.8395000100135803,0.3064516129032258,0.8140000104904175,0.3290322580645161,0.7925000190734863,0.3741935483870968,1.0,0.9704999923706056,0.9085000157356262,0.8834999799728394,0.933,0.678,0.481,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,0.067,0.067,0.067,0.067,0.322,0.322,0.322,0.322,0.519,0.519,0.519,0.519,0.933,0.0,0.69,0.0372670807453416,0.519,0.0732177263969171,0.8865000009536743,0.3432835820895522,0.8565000295639038,0.2761194029850746,0.8190000057220459,0.291044776119403,0.7434999942779541,0.2888198757763975,0.746999979019165,0.3462732919254658,0.7459999918937683,0.3618012422360248,0.6100000143051147,0.2639691714836223,0.6445000171661377,0.3583815028901734,0.6685000061988831,0.4171483622350674,2.0,rel,,outputs/spirals/nat/legendre/d10r6/seed_sweep_a0_3005/1/models/model
7,/mathqi/mnissen/bm4tc/outputs/spirals/at/legendre/d10r6/seed_sweep_0206/7,spirals,8,25,,0.0,0.998,0.0,-11.144439697265623,0.9875,0.9385,0.8625,0.998,1.9340991973876955,0.986,0.946,0.8455,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,0.014,0.014,0.014,0.014,0.054,0.054,0.054,0.054,0.1545,0.1545,0.1545,0.1545,0.986,0.0,0.946,0.0,0.847,0.0097087378640776,0.9564999938011168,0.3214285714285714,0.9144999980926514,0.3571428571428571,0.8895000219345093,0.3928571428571428,0.9089999794960022,0.2962962962962963,0.890500009059906,0.324074074074074,0.8629999756813049,0.2685185185185185,0.8305000066757202,0.2588996763754045,0.8184999823570251,0.2750809061488673,0.800000011920929,0.2944983818770226,0.998,0.9704999923706056,0.9300000071525574,0.8970000147819519,0.903,0.6575,0.546,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,0.097,0.097,0.097,0.097,0.3425,0.3425,0.3425,0.3425,0.454,0.454,0.454,0.454,0.903,0.0,0.6575,0.0,0.561,0.0341409691629955,0.8665000200271606,0.2525773195876288,0.8379999995231628,0.2989690721649484,0.8215000033378601,0.2422680412371134,0.7095000147819519,0.2043795620437956,0.703000009059906,0.2306569343065693,0.6945000290870667,0.2496350364963503,0.5899999737739563,0.118942731277533,0.612500011920929,0.1905286343612335,0.6205000281333923,0.2213656387665198,2.0,rel,,outputs/spirals/nat/legendre/d10r6/seed_sweep_a0_3005/1/models/model
