run_name,run_path,gibbs_n_samples,gibbs_n_eval_seed,gibbs_step_radius,gibbs_num_bins,gibbs_clean_acc,gibbs_clean_log_px_mean,gibbs_clean_purify_acc/1,gibbs_clean_log_px_mean/1,gibbs_adv_acc/0.05,gibbs_adv_log_px_mean/0.05,gibbs_purify_acc/0.05/1,gibbs_purify_recovery/0.05/1,gibbs_purify_log_px_mean/0.05/1,gibbs_adv_acc/0.1,gibbs_adv_log_px_mean/0.1,gibbs_purify_acc/0.1/1,gibbs_purify_recovery/0.1/1,gibbs_purify_log_px_mean/0.1/1,gibbs_adv_acc/0.15,gibbs_adv_log_px_mean/0.15,gibbs_purify_acc/0.15/1,gibbs_purify_recovery/0.15/1,gibbs_purify_log_px_mean/0.15/1,gibbs_runtime_s,range_size,eps_unit
0,/home/martin-lanigo/projects/bm4tc/outputs/mnist_full_r12/nat/legendre/d3r20c64/seed_sweep_a1_1206/0,96,0,0.05,20,0.4375,29.33376884460449,0.4479166567325592,18.14361572265625,0.2395833283662796,30.937440872192383,0.3125,0.0958904109589041,19.20355796813965,0.15625,31.15009880065918,0.25,0.1111111111111111,14.027533531188965,0.1354166716337204,29.776472091674805,0.1979166716337204,0.072289156626506,6.112884521484375,83.52693891525269,2.0,rel
