,mean,std,count
config/tracking.seed,3.0,1.5811388300841898,5.0
config/trainer.alpha,1.0,0.0,5.0
config/sampler.num_steps,40.0,0.0,5.0
config/sampler.step_size,0.003587433865307123,4.84869951806108e-19,5.0
config/sampler.noise_std,0.005,0.0,5.0
dis_loss,0.33962741137913294,0.00779253466793741,5.0
acc,0.9091714285714285,0.0015030581071500155,5.0
uq_clean_accuracy,0.9091714285714285,0.0015030581071500155,5.0
alpha,1.0,0.0,5.0
parameters,349040.0,0.0,5.0
sgld_purify_radius,0.2,0.0,5.0
sgld_steps_per_sweep,20.0,0.0,5.0
sgld_purify_step_size,0.01,0.0,5.0
sgld_purify_noise_std,0.005,0.0,5.0
positive_joint_score,30.023898042024882,0.6328328895661427,5.0
positive_marginal_score,30.36352545340402,0.6255358915253361,5.0
negative_marginal_score,25.783051681518554,0.5570917343533671,5.0
px_cd_loss,-4.580473771885463,0.4887243190316606,5.0
joint_cd_loss,-4.24084636050633,0.4903721004877144,5.0
gen_loss,-4.24084636050633,0.4903721004877144,5.0
mixed_loss,-4.24084636050633,0.4903721004877144,5.0
uq_clean_log_px_mean,30.363525390625,0.6255352326352547,5.0
sgld_purify_num_examples,1000.0,0.0,5.0
sgld_clean_acc,0.9156000137329101,0.005856626202605442,5.0
uq_clean_purify_acc/0.2,0.8850857138633728,0.003872458064900398,5.0
uq_clean_purify_acc/0.3,0.8775999903678894,0.003843099749705807,5.0
sgld_clean_purify_acc/1,0.9148000001907348,0.0069426218869426395,5.0
sgld_clean_purify_acc/3,0.9094000101089478,0.004826997070929492,5.0
sgld_clean_purify_acc/6,0.9051999926567078,0.003420532771594772,5.0
rob/0.1,0.6842571496963501,0.005863575806680552,5.0
uq_adv_acc/0.1,0.6842571496963501,0.005863575806680552,5.0
uq_detection/1pct/0.1,0.028142857142857143,0.0022292123620467476,5.0
uq_det_err_detected/1pct/0.1,0.47855523509187864,0.03585945395844339,5.0
uq_det_err_passed/1pct/0.1,0.3110126596833758,0.006044231333195161,5.0
uq_detection/5pct/0.1,0.16019999999999998,0.005453514126371226,5.0
uq_det_err_detected/5pct/0.1,0.4339836419473019,0.010166208110818944,5.0
uq_det_err_passed/5pct/0.1,0.2931273891775315,0.00838163140737613,5.0
uq_detection/10pct/0.1,0.3158,0.0061880398135995985,5.0
uq_det_err_detected/10pct/0.1,0.40471046061553756,0.00469980871983951,5.0
uq_det_err_passed/10pct/0.1,0.27464216524214946,0.008749142920605675,5.0
uq_detection/20pct/0.1,0.5549999999999999,0.01988307659025328,5.0
uq_det_err_detected/20pct/0.1,0.37185946487533034,0.008690843801987076,5.0
uq_det_err_passed/20pct/0.1,0.24587772863894314,0.011806890081106596,5.0
adaptive_rob/0.1,0.8044285535812378,0.0031085845792478595,5.0
uq_joint_adv_acc/0.1,0.8044285535812378,0.0031085845792478595,5.0
adaptive_detection/1pct/0.1,0.0042,0.0004115674368825124,5.0
uq_joint_detection/1pct/0.1,0.0042,0.0004115674368825124,5.0
uq_joint_det_err_detected/1pct/0.1,0.519582027168234,0.06614084124183668,5.0
uq_joint_det_err_passed/1pct/0.1,0.194215334747341,0.0031928809819012065,5.0
adaptive_detection/5pct/0.1,0.02485714285714286,0.0012289036095775188,5.0
uq_joint_detection/5pct/0.1,0.02485714285714286,0.0012289036095775188,5.0
uq_joint_det_err_detected/5pct/0.1,0.5216761711036142,0.030185627255138344,5.0
uq_joint_det_err_passed/5pct/0.1,0.18725443534666178,0.00286924921416329,5.0
adaptive_detection/10pct/0.1,0.05794285714285714,0.0012478553029669985,5.0
uq_joint_detection/10pct/0.1,0.05794285714285714,0.0012478553029669985,5.0
uq_joint_det_err_detected/10pct/0.1,0.4905729066239048,0.01929049837996596,5.0
uq_joint_det_err_passed/10pct/0.1,0.17742470231876295,0.0030191955724727573,5.0
adaptive_detection/20pct/0.1,0.1236,0.00312233559884852,5.0
uq_joint_detection/20pct/0.1,0.1236,0.00312233559884852,5.0
uq_joint_det_err_detected/20pct/0.1,0.45569049896010955,0.018179836269186928,5.0
uq_joint_det_err_passed/20pct/0.1,0.15889519278606276,0.0041851998243663995,5.0
uq_purify_acc/0.1/0.2,0.7574857234954834,0.005906242704594837,5.0
uq_purify_recovery/0.1/0.2,0.27014911770820615,0.007867976015875095,5.0
uq_joint_purify_acc/0.1/0.2,0.8020571351051331,0.005300753844932962,5.0
uq_joint_purify_recovery/0.1/0.2,0.09655597954988479,0.013035435707888522,5.0
adaptive_uq_purify_acc/0.1/0.2,0.8020571351051331,0.005300753844932962,5.0
uq_purify_acc/0.1/0.3,0.7441142916679382,0.00584704137302644,5.0
uq_purify_recovery/0.1/0.3,0.2533998966217041,0.0065297821609257446,5.0
uq_joint_purify_acc/0.1/0.3,0.7968000054359436,0.006793298208310772,5.0
uq_joint_purify_recovery/0.1/0.3,0.1017348363995552,0.013648105011442332,5.0
adaptive_uq_purify_acc/0.1/0.3,0.7968000054359436,0.006793298208310772,5.0
sgld_adv_acc/0.1,0.7055999875068665,0.008203649097973024,5.0
sgld_joint_adv_acc/0.1,0.8157999992370606,0.0028635752195792646,5.0
sgld_purify_acc/0.1/1,0.740399980545044,0.005458935040031405,5.0
sgld_purify_recovery/0.1/1,0.12206580489873886,0.015745452730308678,5.0
sgld_purify_acc/0.1/3,0.7682000041007996,0.003898705764191924,5.0
sgld_purify_recovery/0.1/3,0.22309415638446808,0.022325551090464513,5.0
sgld_purify_acc/0.1/6,0.7763999819755554,0.0045606959133668015,5.0
sgld_purify_recovery/0.1/6,0.25921491980552674,0.018330994107799013,5.0
sgld_joint_purify_acc/0.1/1,0.8187999963760376,0.002049413211067674,5.0
sgld_joint_purify_recovery/0.1/1,0.02048595454543829,0.014762107797022327,5.0
adaptive_sgld_purify_acc/0.1/1,0.8187999963760376,0.002049413211067674,5.0
sgld_joint_purify_acc/0.1/3,0.820799994468689,0.004147282303458027,5.0
sgld_joint_purify_recovery/0.1/3,0.0477302823215723,0.01626268408979077,5.0
adaptive_sgld_purify_acc/0.1/3,0.820799994468689,0.004147282303458027,5.0
sgld_joint_purify_acc/0.1/6,0.8199999928474426,0.00538517848757898,5.0
sgld_joint_purify_recovery/0.1/6,0.07063047289848327,0.008218313767886542,5.0
adaptive_sgld_purify_acc/0.1/6,0.8199999928474426,0.00538517848757898,5.0
rob/0.2,0.27885714173316956,0.012283640929437808,5.0
uq_adv_acc/0.2,0.27885714173316956,0.012283640929437808,5.0
uq_detection/1pct/0.2,0.09608571428571429,0.011866863485335619,5.0
uq_det_err_detected/1pct/0.2,0.7449919879924367,0.017468201273455646,5.0
uq_det_err_passed/1pct/0.2,0.7186285591967755,0.014482612906950895,5.0
uq_detection/5pct/0.2,0.4509714285714286,0.020741460008044412,5.0
uq_det_err_detected/5pct/0.2,0.72537408256281,0.002471472638775934,5.0
uq_det_err_passed/5pct/0.2,0.7170631130064284,0.022165485076720236,5.0
uq_detection/10pct/0.2,0.7014571428571429,0.020727434250583064,5.0
uq_det_err_detected/10pct/0.2,0.7109048067762949,0.005862118813895867,5.0
uq_det_err_passed/10pct/0.2,0.7439238955379134,0.02831078725514077,5.0
uq_detection/20pct/0.2,0.8968,0.01608605683471857,5.0
uq_det_err_detected/20pct/0.2,0.7145619099153022,0.005389627274957384,5.0
uq_det_err_passed/20pct/0.2,0.7779708175252827,0.08810738671533372,5.0
adaptive_rob/0.2,0.7113428473472595,0.011527516287935621,5.0
uq_joint_adv_acc/0.2,0.7113428473472595,0.011527516287935621,5.0
adaptive_detection/1pct/0.2,0.0018000000000000002,0.00032888184094918117,5.0
uq_joint_detection/1pct/0.2,0.0018000000000000002,0.00032888184094918117,5.0
uq_joint_det_err_detected/1pct/0.2,0.8975649350649352,0.07005109964141532,5.0
uq_joint_det_err_passed/1pct/0.2,0.28757664501397245,0.01147550554322897,5.0
adaptive_detection/5pct/0.2,0.015742857142857142,0.0012991362907873894,5.0
