cls_epoch,seed,run_path,range_size,cls/eval/test/acc,cls/eval/test/clsloss,cls/eval/test/genloss,cls/eval/uq_clean_accuracy,cls/eval/uq_clean_log_px_mean,cls/eval/uq_adv_acc/0.2,cls/eval/uq_adv_acc/0.4,cls/eval/uq_adv_acc/1.0,cls/eval/uq_detection/1pct/0.2,cls/eval/uq_detection/5pct/0.2,cls/eval/uq_detection/10pct/0.2,cls/eval/uq_detection/20pct/0.2,cls/eval/uq_detection/1pct/0.4,cls/eval/uq_detection/5pct/0.4,cls/eval/uq_detection/10pct/0.4,cls/eval/uq_detection/20pct/0.4,cls/eval/uq_detection/1pct/1.0,cls/eval/uq_detection/5pct/1.0,cls/eval/uq_detection/10pct/1.0,cls/eval/uq_detection/20pct/1.0,cls/eval/uq_purify_acc/0.2/0.2,cls/eval/uq_purify_recovery/0.2/0.2,cls/eval/uq_purify_acc/0.4/0.2,cls/eval/uq_purify_recovery/0.4/0.2,cls/eval/uq_purify_acc/1.0/0.2,cls/eval/uq_purify_recovery/1.0/0.2,cls/eval/test/rob/0.2,cls/eval/test/rob/0.4,cls/eval/test/rob/1.0,gen/eval/test/acc,gen/eval/test/clsloss,gen/eval/test/genloss,gen/eval/uq_clean_accuracy,gen/eval/uq_clean_log_px_mean,gen/eval/uq_adv_acc/0.2,gen/eval/uq_adv_acc/0.4,gen/eval/uq_adv_acc/1.0,gen/eval/uq_detection/1pct/0.2,gen/eval/uq_detection/5pct/0.2,gen/eval/uq_detection/10pct/0.2,gen/eval/uq_detection/20pct/0.2,gen/eval/uq_detection/1pct/0.4,gen/eval/uq_detection/5pct/0.4,gen/eval/uq_detection/10pct/0.4,gen/eval/uq_detection/20pct/0.4,gen/eval/uq_detection/1pct/1.0,gen/eval/uq_detection/5pct/1.0,gen/eval/uq_detection/10pct/1.0,gen/eval/uq_detection/20pct/1.0,gen/eval/uq_purify_acc/0.2/0.2,gen/eval/uq_purify_recovery/0.2/0.2,gen/eval/uq_purify_acc/0.4/0.2,gen/eval/uq_purify_recovery/0.4/0.2,gen/eval/uq_purify_acc/1.0/0.2,gen/eval/uq_purify_recovery/1.0/0.2,gen/eval/test/rob/0.2,gen/eval/test/rob/0.4,gen/eval/test/rob/1.0
150,5,/home/ubuntu/adversarial_training_mps/outputs/dev_comb/clsgen/legendre/d10D6/moons_4k_1303/54,2.0,0.996,0.013036977790761739,1.6673953533172607,0.996,-1.6571203470230103,0.8025,0.4675,0.3395,0.117,0.127,0.163,0.285,0.12,0.128,0.1795,0.327,0.044,0.0535,0.095,0.193,0.917,0.6227848101265823,0.6495,0.40469483568075115,0.4395,0.19606358819076458,0.8025,0.4675,0.3395,0.997,0.1259407107718289,1.1462572887539864,0.997,-1.020000696182251,0.7855,0.6785,0.578,0.0585,0.161,0.2245,0.5045,0.1025,0.2175,0.3155,0.584,0.0805,0.2025,0.2625,0.4375,0.883,0.45454545454545453,0.7625,0.27527216174183516,0.674,0.26303317535545023,0.7855,0.6785,0.578
170,1,/home/ubuntu/adversarial_training_mps/outputs/dev_comb/clsgen/legendre/d10D6/moons_4k_1303/55,2.0,0.9995,0.00324797644316277,1.5266313999891281,0.9995,-1.5282080173492432,0.8105,0.468,0.245,0.005,0.029,0.0795,0.282,0.0015,0.0125,0.045,0.211,0.0035,0.008,0.037,0.146,0.8445,0.3113456464379947,0.598,0.2575187969924812,0.4205,0.26556291390728476,0.8105,0.468,0.245,0.979,0.15046581206843257,1.1581385135650635,0.979,-1.0127453804016113,0.788,0.6655,0.6095,0.03,0.086,0.121,0.2935,0.0515,0.157,0.2115,0.337,0.0405,0.126,0.2105,0.31,0.9375,0.7099056603773585,0.8185,0.47832585949177875,0.6385,0.2573623559539053,0.788,0.6655,0.6095
170,2,/home/ubuntu/adversarial_training_mps/outputs/dev_comb/clsgen/legendre/d10D6/moons_4k_1303/56,2.0,0.998,0.016858387054526247,1.8221885040402412,0.998,-1.8116618394851685,0.6845,0.388,0.283,0.0825,0.1865,0.235,0.327,0.0915,0.152,0.1905,0.262,0.035,0.059,0.1025,0.178,0.812,0.44849445324881143,0.6365,0.42892156862745096,0.444,0.25732217573221755,0.6845,0.388,0.283,0.992,0.15633659763261676,1.2846293412148952,0.992,-1.1260744333267212,0.568,0.382,0.347,0.316,0.4755,0.4935,0.5345,0.323,0.4845,0.5005,0.538,0.138,0.282,0.311,0.3665,0.8565,0.6898148148148148,0.597,0.37297734627831713,0.5035,0.2771822358346095,0.568,0.382,0.347
170,3,/home/ubuntu/adversarial_training_mps/outputs/dev_comb/clsgen/legendre/d10D6/moons_4k_1303/57,2.0,0.997,0.015856304482440464,1.3180270418524742,0.997,-1.2976226806640625,0.584,0.3305,0.2895,0.1545,0.2525,0.285,0.4055,0.117,0.203,0.236,0.332,0.041,0.117,0.1515,0.2425,0.659,0.33653846153846156,0.4665,0.22031366691560866,0.3525,0.14074595355383532,0.584,0.3305,0.2895,0.9965,0.02364183298777789,1.098913263529539,0.9965,-1.0699763298034668,0.6435,0.499,0.4725,0.1865,0.3965,0.468,0.582,0.256,0.421,0.4755,0.574,0.1255,0.236,0.2875,0.3665,0.765,0.3548387096774194,0.572,0.1936127744510978,0.524,0.17725118483412322,0.6435,0.499,0.4725
170,4,/home/ubuntu/adversarial_training_mps/outputs/dev_comb/clsgen/legendre/d10D6/moons_4k_1303/58,2.0,0.997,0.022680559544824064,1.1722617968916893,0.997,-1.155513882637024,0.6445,0.3985,0.414,0.036,0.1665,0.3045,0.423,0.0175,0.1375,0.293,0.5045,0.007,0.111,0.1765,0.298,0.799,0.4472573839662447,0.6515,0.43640897755610975,0.519,0.25853242320819114,0.6445,0.3985,0.414,0.9955,0.054614556836895645,1.025113645941019,0.9955,-0.9685256481170654,0.715,0.5445,0.5465,0.1035,0.332,0.385,0.4445,0.123,0.421,0.478,0.5215,0.102,0.2515,0.3185,0.39,0.882,0.5982456140350877,0.6735,0.3402854006586169,0.5685,0.26460859977949286,0.715,0.5445,0.5465
170,5,/home/ubuntu/adversarial_training_mps/outputs/dev_comb/clsgen/legendre/d10D6/moons_4k_1303/59,2.0,0.9965,0.011913535367057193,1.6516638174653053,0.9965,-1.6425143480300903,0.785,0.452,0.307,0.136,0.1585,0.188,0.317,0.124,0.152,0.1845,0.29,0.042,0.051,0.072,0.1355,0.9095,0.6093023255813953,0.635,0.3448905109489051,0.4045,0.1738816738816739,0.785,0.452,0.307,0.9965,0.11485277791507542,1.245108850300312,0.9965,-1.1288609504699707,0.77,0.729,0.555,0.06,0.1295,0.2255,0.476,0.0785,0.157,0.2565,0.4975,0.045,0.1415,0.2395,0.374,0.884,0.4956521739130435,0.788,0.2785977859778598,0.6865,0.31573033707865167,0.77,0.729,0.555
180,1,/home/ubuntu/adversarial_training_mps/outputs/dev_comb/clsgen/legendre/d10D6/moons_4k_1303/60,2.0,0.9995,0.0031815535803616513,1.5677678734064102,0.9995,-1.569759488105774,0.803,0.4285,0.237,0.004,0.063,0.122,0.292,0.0065,0.0225,0.0625,0.204,0.002,0.0045,0.0325,0.104,0.8445,0.3730964467005076,0.5735,0.2615923009623797,0.418,0.29226736566186107,0.803,0.4285,0.237,0.996,0.1084094310645014,1.1691731698811054,0.996,-1.066436767578125,0.8135,0.6905,0.587,0.0225,0.0695,0.1165,0.336,0.037,0.1405,0.209,0.398,0.0335,0.0965,0.1475,0.293,0.935,0.6541554959785523,0.7835,0.3198707592891761,0.59,0.17191283292978207,0.8135,0.6905,0.587
180,2,/home/ubuntu/adversarial_training_mps/outputs/dev_comb/clsgen/legendre/d10D6/moons_4k_1303/61,2.0,0.9965,0.017543288922752254,1.77714042365551,0.9965,-1.766169548034668,0.685,0.366,0.264,0.0815,0.1705,0.2355,0.3375,0.0945,0.1745,0.2155,0.2745,0.042,0.0875,0.106,0.1575,0.796,0.44285714285714284,0.634,0.43454258675078866,0.434,0.2710597826086957,0.685,0.366,0.264,0.9905,0.13254416175186634,1.2852923832833767,0.9905,-1.1514354944229126,0.577,0.39,0.4225,0.1955,0.43,0.457,0.5065,0.228,0.4845,0.5145,0.5625,0.097,0.261,0.302,0.395,0.8355,0.6182033096926713,0.632,0.42131147540983604,0.518,0.258008658008658,0.577,0.39,0.4225
180,3,/home/ubuntu/adversarial_training_mps/outputs/dev_comb/clsgen/legendre/d10D6/moons_4k_1303/62,2.0,0.997,0.015856304482440464,1.3180270418524742,0.997,-1.2976226806640625,0.5865,0.314,0.288,0.1585,0.2555,0.2895,0.396,0.1135,0.204,0.2285,0.3195,0.041,0.13,0.172,0.266,0.6715,0.3542926239419589,0.4585,0.2259475218658892,0.372,0.1678370786516854,0.5865,0.314,0.288,0.9965,0.019962318940088153,1.1314669512212276,0.9965,-1.106115698814392,0.6045,0.453,0.455,0.173,0.3955,0.4505,0.5125,0.2215,0.387,0.444,0.537,0.0995,0.235,0.3115,0.388,0.742,0.3666245259165613,0.551,0.2056672760511883,0.46,0.13027522935779817,0.6045,0.453,0.455
180,4,/home/ubuntu/adversarial_training_mps/outputs/dev_comb/clsgen/legendre/d10D6/moons_4k_1303/63,2.0,0.997,0.022680559544824064,1.1722617968916893,0.997,-1.155513882637024,0.661,0.401,0.399,0.038,0.1615,0.305,0.4195,0.0115,0.137,0.2855,0.5055,0.0085,0.0855,0.147,0.275,0.813,0.4616519174041298,0.654,0.4357262103505843,0.502,0.24792013311148087,0.661,0.401,0.399,0.9965,0.039860080752987415,1.0236680377274752,0.9965,-0.9833410382270813,0.7455,0.5355,0.555,0.186,0.3275,0.3935,0.445,0.2255,0.425,0.4875,0.5425,0.13,0.246,0.308,0.387,0.8875,0.5697445972495089,0.678,0.3595263724434876,0.6285,0.3258426966292135,0.7455,0.5355,0.555
180,5,/home/ubuntu/adversarial_training_mps/outputs/dev_comb/clsgen/legendre/d10D6/moons_4k_1303/64,2.0,0.9965,0.011406546633224934,1.5829322785139084,0.9965,-1.5749385356903076,0.7715,0.423,0.2885,0.1185,0.1415,0.168,0.2925,0.128,0.1605,0.181,0.3105,0.04,0.064,0.0855,0.1595,0.9205,0.6805251641137856,0.6145,0.3466204506065858,0.402,0.18833450456781448,0.7715,0.423,0.2885,0.9975,0.06772227038163692,1.1636705622076988,0.9975,-1.0961636304855347,0.772,0.6645,0.5155,0.064,0.1485,0.2265,0.489,0.1095,0.2345,0.3805,0.58,0.056,0.196,0.3015,0.4285,0.865,0.40789473684210525,0.717,0.16542473919523099,0.61,0.20536635706914344,0.772,0.6645,0.5155
190,1,/home/ubuntu/adversarial_training_mps/outputs/dev_comb/clsgen/legendre/d10D6/moons_4k_1303/65,2.0,0.9995,0.0031815535803616513,1.5677678734064102,0.9995,-1.569759488105774,0.796,0.409,0.241,0.006,0.056,0.1195,0.2835,0.0065,0.025,0.0615,0.2025,0.0005,0.0035,0.0285,0.1045,0.836,0.3431372549019608,0.551,0.24873096446700507,0.422,0.28919631093544135,0.796,0.409,0.241,0.9965,0.08190837991423905,1.2106049172580242,0.9965,-1.1339648962020874,0.8755,0.695,0.565,0.017,0.0615,0.1545,0.3185,0.0095,0.086,0.1755,0.3485,0.012,0.069,0.1055,0.2645,0.9125,0.30522088353413657,0.7525,0.22131147540983606,0.619,0.2655172413793103,0.8755,0.695,0.565
190,2,/home/ubuntu/adversarial_training_mps/outputs/dev_comb/clsgen/legendre/d10D6/moons_4k_1303/66,2.0,0.9975,0.015315878175897524,1.7656961381435394,0.9975,-1.757197380065918,0.7595,0.455,0.2995,0.098,0.2295,0.278,0.376,0.138,0.2095,0.2415,0.338,0.0545,0.1125,0.1435,0.221,0.848,0.46361746361746364,0.672,0.4055045871559633,0.4755,0.2926481084939329,0.7595,0.455,0.2995,0.9905,0.09088681999128312,1.337966475635767,0.9905,-1.2484116554260254,0.7055,0.516,0.423,0.1725,0.3505,0.3895,0.5145,0.197,0.3595,0.43,0.5285,0.0785,0.2105,0.254,0.353,0.8615,0.5466893039049237,0.672,0.38016528925619836,0.554,0.2876949740034662,0.7055,0.516,0.423
190,3,/home/ubuntu/adversarial_training_mps/outputs/dev_comb/clsgen/legendre/d10D6/moons_4k_1303/67,2.0,0.997,0.015856304482440464,1.3180270418524742,0.997,-1.2976226806640625,0.5865,0.3195,0.2905,0.148,0.2595,0.289,0.406,0.1245,0.2165,0.248,0.336,0.043,0.1205,0.1575,0.261,0.672,0.3518742442563482,0.4675,0.23438648052902278,0.3495,0.13883016208597604,0.5865,0.3195,0.2905,0.9965,0.01668297867581714,1.1885881945490837,0.9965,-1.1666918992996216,0.5745,0.363,0.377,0.1225,0.334,0.3915,0.4305,0.108,0.2835,0.355,0.4295,0.06,0.1855,0.245,0.3175,0.716,0.35487661574618096,0.486,0.22527472527472528,0.462,0.17576243980738362,0.5745,0.363,0.377
190,4,/home/ubuntu/adversarial_training_mps/outputs/dev_comb/clsgen/legendre/d10D6/moons_4k_1303/68,2.0,0.997,0.022680559544824064,1.1722617968916893,0.997,-1.155513882637024,0.6555,0.4135,0.426,0.0355,0.1625,0.305,0.42,0.0145,0.126,0.2805,0.482,0.0145,0.115,0.166,0.272,0.8065,0.45573294629898403,0.6495,0.42625745950554134,0.5085,0.23780487804878048,0.6555,0.4135,0.426,0.997,0.02940502719138749,1.0427874233573675,0.997,-1.0150583982467651,0.7115,0.516,0.496,0.115,0.307,0.4025,0.4525,0.1285,0.393,0.4795,0.5255,0.0915,0.2285,0.308,0.37,0.8525,0.5008665511265165,0.671,0.32954545454545453,0.601,0.24801587301587302,0.7115,0.516,0.496
190,5,/home/ubuntu/adversarial_training_mps/outputs/dev_comb/clsgen/legendre/d10D6/moons_4k_1303/69,2.0,0.9975,0.011606094711169135,1.6047726050019264,0.9975,-1.5960742235183716,0.777,0.4555,0.305,0.127,0.1445,0.1725,0.316,0.116,0.146,0.192,0.315,0.049,0.0735,0.102,0.162,0.917,0.647982062780269,0.625,0.3305785123966942,0.4315,0.20503597122302158,0.777,0.4555,0.305,0.9975,0.0402372331591323,1.2261625081300735,0.9975,-1.1868197917938232,0.7635,0.635,0.4655,0.0675,0.136,0.3255,0.4725,0.0885,0.197,0.34,0.4635,0.051,0.167,0.228,0.371,0.848,0.36152219873150104,0.696,0.1821917808219178,0.537,0.1646398503274088,0.7635,0.635,0.4655
195,1,/home/ubuntu/adversarial_training_mps/outputs/dev_comb/clsgen/legendre/d10D6/moons_4k_1303/70,2.0,0.9995,0.003631640036473982,1.5735676512122154,0.9995,-1.57550048828125,0.813,0.439,0.242,0.0115,0.025,0.1195,0.28,0.005,0.0095,0.0765,0.2035,0.004,0.0065,0.0355,0.128,0.851,0.3582887700534759,0.589,0.2807486631016043,0.4205,0.28562005277044855,0.813,0.439,0.242,0.9965,0.057322410691995174,1.2867810986936092,0.9965,-1.2349883317947388,0.874,0.6765,0.478,0.0135,0.049,0.194,0.3205,0.012,0.0535,0.2115,0.3585,0.012,0.052,0.125,0.2305,0.907,0.30158730158730157,0.7485,0.2302936630602782,0.577,0.29118773946360155,0.874,0.6765,0.478
195,2,/home/ubuntu/adversarial_training_mps/outputs/dev_comb/clsgen/legendre/d10D6/moons_4k_1303/71,2.0,0.9975,0.015315878175897524,1.7656961381435394,0.9975,-1.757197380065918,0.759,0.459,0.3045,0.107,0.255,0.3055,0.407,0.1215,0.2045,0.23,0.318,0.046,0.1195,0.1545,0.2235,0.8475,0.44813278008298757,0.664,0.3946395563770795,0.4625,0.2616822429906542,0.759,0.459,0.3045,0.995,0.04948736832011491,1.3724295347929,0.995,-1.3249744176864624,0.7335,0.476,0.337,0.2455,0.385,0.442,0.5605,0.2475,0.358,0.4285,0.5485,0.103,0.1725,0.2125,0.2915,0.8695,0.5365853658536586,0.638,0.35400763358778625,0.414,0.16440422322775264,0.7335,0.476,0.337
195,3,/home/ubuntu/adversarial_training_mps/outputs/dev_comb/clsgen/legendre/d10D6/moons_4k_1303/72,2.0,0.997,0.015856304482440464,1.3180270418524742,0.997,-1.2976226806640625,0.582,0.312,0.284,0.155,0.26,0.2955,0.4225,0.1195,0.2065,0.236,0.3305,0.0445,0.1265,0.167,0.25,0.6585,0.34330143540669855,0.4455,0.21220930232558138,0.356,0.15363128491620112,0.582,0.312,0.284,0.9965,0.015971212298609316,1.2358422055840492,0.9965,-1.2149053812026978,0.592,0.315,0.341,0.114,0.292,0.33,0.393,0.103,0.238,0.2825,0.3755,0.0485,0.1585,0.2065,0.29,0.7085,0.3272058823529412,0.46,0.22043795620437956,0.434,0.17754172989377845,0.592,0.315,0.341
195,4,/home/ubuntu/adversarial_training_mps/outputs/dev_comb/clsgen/legendre/d10D6/moons_4k_1303/73,2.0,0.997,0.022680559544824064,1.1722617968916893,0.997,-1.155513882637024,0.6465,0.416,0.4285,0.033,0.17,0.313,0.4345,0.02,0.1485,0.2975,0.507,0.013,0.1085,0.1705,0.2745,0.813,0.4780763790664781,0.6485,0.4272260273972603,0.507,0.2327209098862642,0.6465,0.416,0.4285,0.9965,0.023999514698516577,1.0621779207140207,0.9965,-1.0413007736206055,0.692,0.4835,0.4535,0.0725,0.289,0.3725,0.4235,0.082,0.297,0.472,0.523,0.046,0.176,0.2805,0.371,0.8305,0.4659090909090909,0.6145,0.2758954501452081,0.5285,0.21591948764867339,0.692,0.4835,0.4535
195,5,/home/ubuntu/adversarial_training_mps/outputs/dev_comb/clsgen/legendre/d10D6/moons_4k_1303/74,2.0,0.9975,0.011045270432077814,1.6184998229146004,0.9975,-1.6100857257843018,0.7865,0.4305,0.2805,0.138,0.16,0.1985,0.331,0.14,0.1925,0.228,0.358,0.0525,0.1225,0.1515,0.22,0.897,0.5644028103044496,0.59,0.2976294995610184,0.4595,0.2863099374565671,0.7865,0.4305,0.2805,0.9975,0.024206121015595272,1.3200621344149113,0.9975,-1.297332525253296,0.79,0.5835,0.3815,0.094,0.2675,0.4445,0.593,0.1315,0.2835,0.4075,0.526,0.0585,0.189,0.2265,0.31,0.8655,0.36666666666666664,0.668,0.2148859543817527,0.489,0.2158447857720291,0.79,0.5835,0.3815
199,1,/home/ubuntu/adversarial_training_mps/outputs/dev_comb/clsgen/legendre/d10D6/moons_4k_1303/75,2.0,0.9995,0.0028591256759682437,1.5751955062150955,0.9995,-1.5776804685592651,0.8225,0.4285,0.239,0.01,0.024,0.0855,0.289,0.0035,0.01,0.0545,0.2005,0.0015,0.0075,0.023,0.11,0.852,0.3380281690140845,0.5675,0.2668416447944007,0.4165,0.28843626806833117,0.8225,0.4285,0.239,0.9995,0.008984416504972614,1.4673655666410923,0.9995,-1.463694453239441,0.843,0.5575,0.3255,0.008,0.0315,0.2155,0.3545,0.003,0.0295,0.1845,0.314,0.003,0.02,0.071,0.161,0.887,0.37261146496815284,0.6735,0.2711864406779661,0.4925,0.2994810971089696,0.843,0.5575,0.3255
199,2,/home/ubuntu/adversarial_training_mps/outputs/dev_comb/clsgen/legendre/d10D6/moons_4k_1303/76,2.0,0.998,0.013868423338863067,1.7955674566328526,0.998,-1.7879631519317627,0.682,0.3845,0.2705,0.0815,0.2365,0.282,0.3635,0.07,0.1805,0.2,0.2955,0.0285,0.0925,0.1075,0.1985,0.808,0.4481132075471698,0.64,0.42242079610073113,0.4605,0.3015764222069911,0.682,0.3845,0.2705,0.995,0.01904260388982948,1.6271463818848133,0.995,-1.612978219985962,0.769,0.464,0.302,0.1405,0.301,0.37,0.453,0.1495,0.2325,0.278,0.428,0.0415,0.115,0.1465,0.2065,0.8235,0.29653679653679654,0.6335,0.3283582089552239,0.451,0.251432664756447,0.769,0.464,0.302
199,3,/home/ubuntu/adversarial_training_mps/outputs/dev_comb/clsgen/legendre/d10D6/moons_4k_1303/77,2.0,0.997,0.015856304482440464,1.3180270418524742,0.997,-1.2976226806640625,0.589,0.3165,0.2735,0.14,0.2455,0.278,0.392,0.1155,0.2125,0.245,0.3565,0.0415,0.114,0.1525,0.247,0.6655,0.3381995133819951,0.4615,0.23043160204828092,0.34,0.13764624913971094,0.589,0.3165,0.2735,0.9965,0.0156103293702472,1.2976533807814121,0.9965,-1.2773996591567993,0.585,0.3205,0.2955,0.1505,0.265,0.296,0.41,0.117,0.223,0.2715,0.357,0.043,0.131,0.172,0.264,0.684,0.3650602409638554,0.4755,0.24061810154525387,0.365,0.1376863023420866,0.585,0.3205,0.2955
199,4,/home/ubuntu/adversarial_training_mps/outputs/dev_comb/clsgen/legendre/d10D6/moons_4k_1303/78,2.0,0.997,0.022680559544824064,1.1722617968916893,0.997,-1.155513882637024,0.6585,0.413,0.4245,0.042,0.16,0.307,0.4175,0.0155,0.128,0.2895,0.511,0.011,0.108,0.159,0.2885,0.8105,0.4699853587115666,0.668,0.45911413969335607,0.5195,0.24500434404865334,0.6585,0.413,0.4245,0.997,0.022758490551495925,1.1349530592560768,0.997,-1.1173157691955566,0.657,0.436,0.4275,0.0505,0.2045,0.337,0.4295,0.029,0.1885,0.3295,0.506,0.018,0.134,0.2105,0.344,0.815,0.4839650145772595,0.6605,0.41134751773049644,0.4915,0.2034934497816594,0.657,0.436,0.4275
199,5,/home/ubuntu/adversarial_training_mps/outputs/dev_comb/clsgen/legendre/d10D6/moons_4k_1303/79,2.0,0.9975,0.011045270432077814,1.6184998229146004,0.9975,-1.6100857257843018,0.804,0.45,0.2755,0.1365,0.158,0.1975,0.34,0.1435,0.2065,0.2465,0.3805,0.0565,0.127,0.1545,0.217,0.906,0.5790816326530612,0.608,0.3018181818181818,0.45,0.2781228433402346,0.804,0.45,0.2755,0.998,0.012626973963051569,1.5063790120184422,0.998,-1.496078610420227,0.7835,0.433,0.31,0.2395,0.2735,0.3175,0.475,0.25,0.279,0.315,0.427,0.12,0.169,0.1855,0.283,0.887,0.5519630484988453,0.5735,0.30335097001763667,0.466,0.2579710144927536,0.7835,0.433,0.31
200,1,/home/ubuntu/adversarial_training_mps/outputs/dev_comb/clsgen/legendre/d10D6/moons_4k_1303/80,2.0,0.9995,0.0031343816590378992,1.564913772046566,0.9995,-1.5671792030334473,0.816,0.4095,0.2305,0.0085,0.0305,0.0945,0.28,0.002,0.0045,0.0475,0.187,0.0025,0.005,0.029,0.0975,0.852,0.36141304347826086,0.55,0.2514817950889077,0.425,0.30539311241065625,0.816,0.4095,0.2305,0.9995,0.0031343816590378992,1.564913772046566,0.9995,-1.5671792030334473,0.816,0.4385,0.242,0.0045,0.0245,0.0945,0.2645,0.0035,0.01,0.0525,0.193,0.0035,0.0075,0.0345,0.114,0.8435,0.3179347826086957,0.578,0.26268922528940336,0.4255,0.3021108179419525,0.816,0.4385,0.242
200,2,/home/ubuntu/adversarial_training_mps/outputs/dev_comb/clsgen/legendre/d10D6/moons_4k_1303/81,2.0,0.998,0.013868423338863067,1.7955674566328526,0.998,-1.7879631519317627,0.6985,0.4025,0.2665,0.079,0.219,0.259,0.348,0.0715,0.1775,0.205,0.2945,0.0285,0.084,0.113,0.182,0.823,0.4709784411276949,0.6535,0.4376569037656904,0.46,0.3101567825494206,0.6985,0.4025,0.2665,0.998,0.013868423338863067,1.7955674566328526,0.998,-1.7879631519317627,0.686,0.394,0.2785,0.069,0.228,0.273,0.36,0.0855,0.1845,0.2025,0.294,0.0375,0.105,0.131,0.2115,0.808,0.44904458598726116,0.6395,0.4207920792079208,0.4545,0.2875952875952876,0.686,0.394,0.2785
200,3,/home/ubuntu/adversarial_training_mps/outputs/dev_comb/clsgen/legendre/d10D6/moons_4k_1303/82,2.0,0.997,0.015856304482440464,1.3180270418524742,0.997,-1.2976226806640625,0.575,0.317,0.272,0.153,0.2685,0.2975,0.404,0.1095,0.2075,0.24,0.342,0.043,0.1255,0.1645,0.263,0.6645,0.3458823529411765,0.456,0.22035139092240116,0.34,0.14285714285714285,0.575,0.317,0.272,0.997,0.015856304482440464,1.3180270418524742,0.997,-1.2976226806640625,0.5835,0.316,0.288,0.1505,0.252,0.281,0.401,0.1185,0.2095,0.236,0.334,0.037,0.1205,0.1585,0.244,0.652,0.32292917166866747,0.447,0.21052631578947367,0.3585,0.14887640449438203,0.5835,0.316,0.288
200,4,/home/ubuntu/adversarial_training_mps/outputs/dev_comb/clsgen/legendre/d10D6/moons_4k_1303/83,2.0,0.997,0.022680559544824064,1.1722617968916893,0.997,-1.155513882637024,0.663,0.425,0.427,0.04,0.167,0.3205,0.4285,0.017,0.1275,0.2965,0.517,0.0115,0.107,0.1575,0.2785,0.813,0.46142433234421365,0.667,0.44173913043478263,0.4945,0.2268760907504363,0.663,0.425,0.427,0.997,0.022680559544824064,1.1722617968916893,0.997,-1.155513882637024,0.6475,0.4055,0.4105,0.04,0.17,0.3095,0.4215,0.0175,0.148,0.303,0.5185,0.0125,0.1105,0.1795,0.3,0.8045,0.47092198581560285,0.6695,0.46173254835996635,0.504,0.24851569126378287,0.6475,0.4055,0.4105
200,5,/home/ubuntu/adversarial_training_mps/outputs/dev_comb/clsgen/legendre/d10D6/moons_4k_1303/84,2.0,0.9975,0.011045270432077814,1.6184998229146004,0.9975,-1.6100857257843018,0.7905,0.429,0.2615,0.155,0.1825,0.221,0.381,0.143,0.207,0.2455,0.365,0.058,0.119,0.1505,0.2215,0.9,0.5775656324582339,0.5965,0.3126094570928196,0.453,0.28503723764387273,0.7905,0.429,0.2615,0.9975,0.011045270432077814,1.6184998229146004,0.9975,-1.6100857257843018,0.7935,0.4315,0.26,0.1455,0.171,0.2095,0.3645,0.1425,0.202,0.246,0.3705,0.0505,0.1185,0.14,0.2155,0.8985,0.5714285714285714,0.603,0.3175021987686895,0.4365,0.2608108108108108,0.7935,0.4315,0.26
