cls_epoch,seed,run_path,range_size,cls/eval/test/acc,cls/eval/test/clsloss,cls/eval/test/genloss,cls/eval/uq_clean_accuracy,cls/eval/uq_clean_log_px_mean,cls/eval/uq_adv_acc/0.2,cls/eval/uq_adv_acc/0.4,cls/eval/uq_adv_acc/1.0,cls/eval/uq_detection/1pct/0.2,cls/eval/uq_detection/5pct/0.2,cls/eval/uq_detection/10pct/0.2,cls/eval/uq_detection/20pct/0.2,cls/eval/uq_detection/1pct/0.4,cls/eval/uq_detection/5pct/0.4,cls/eval/uq_detection/10pct/0.4,cls/eval/uq_detection/20pct/0.4,cls/eval/uq_detection/1pct/1.0,cls/eval/uq_detection/5pct/1.0,cls/eval/uq_detection/10pct/1.0,cls/eval/uq_detection/20pct/1.0,cls/eval/uq_purify_acc/0.2/0.2,cls/eval/uq_purify_recovery/0.2/0.2,cls/eval/uq_purify_acc/0.4/0.2,cls/eval/uq_purify_recovery/0.4/0.2,cls/eval/uq_purify_acc/1.0/0.2,cls/eval/uq_purify_recovery/1.0/0.2,cls/eval/test/rob/0.2,cls/eval/test/rob/0.4,cls/eval/test/rob/1.0,gen/eval/test/acc,gen/eval/test/clsloss,gen/eval/test/genloss,gen/eval/uq_clean_accuracy,gen/eval/uq_clean_log_px_mean,gen/eval/uq_adv_acc/0.2,gen/eval/uq_adv_acc/0.4,gen/eval/uq_adv_acc/1.0,gen/eval/uq_detection/1pct/0.2,gen/eval/uq_detection/5pct/0.2,gen/eval/uq_detection/10pct/0.2,gen/eval/uq_detection/20pct/0.2,gen/eval/uq_detection/1pct/0.4,gen/eval/uq_detection/5pct/0.4,gen/eval/uq_detection/10pct/0.4,gen/eval/uq_detection/20pct/0.4,gen/eval/uq_detection/1pct/1.0,gen/eval/uq_detection/5pct/1.0,gen/eval/uq_detection/10pct/1.0,gen/eval/uq_detection/20pct/1.0,gen/eval/uq_purify_acc/0.2/0.2,gen/eval/uq_purify_recovery/0.2/0.2,gen/eval/uq_purify_acc/0.4/0.2,gen/eval/uq_purify_recovery/0.4/0.2,gen/eval/uq_purify_acc/1.0/0.2,gen/eval/uq_purify_recovery/1.0/0.2,gen/eval/test/rob/0.2,gen/eval/test/rob/0.4,gen/eval/test/rob/1.0
20,1,/home/ubuntu/adversarial_training_mps/outputs/dev_comb/clsgen/legendre/d10D6/moons_4k_1303/20,2.0,0.996,0.027817898051580414,1.514982994645834,0.996,-1.4881564378738403,0.681,0.4215,0.3145,0.0225,0.0565,0.1215,0.2075,0.035,0.0555,0.083,0.202,0.022,0.0435,0.1225,0.1645,0.7425,0.28056426332288403,0.571,0.2938634399308557,0.466,0.2939460247994165,0.681,0.4215,0.3145,0.99,0.2088449550792575,1.2353192567825317,0.99,-1.0292344093322754,0.8215,0.675,0.591,0.0905,0.1685,0.224,0.351,0.2395,0.37,0.454,0.5505,0.143,0.223,0.3035,0.3505,0.811,0.4733893557422969,0.6715,0.3553846153846154,0.486,0.19682151589242053,0.8215,0.675,0.591
20,2,/home/ubuntu/adversarial_training_mps/outputs/dev_comb/clsgen/legendre/d10D6/moons_4k_1303/21,2.0,0.9845,0.07117285573622212,1.8127361536026,0.9845,-1.7409470081329346,0.6455,0.463,0.35,0.043,0.062,0.114,0.2315,0.0865,0.1135,0.1805,0.2975,0.028,0.042,0.074,0.1435,0.731,0.2919605077574048,0.5445,0.18994413407821228,0.393,0.1576923076923077,0.6455,0.463,0.35,0.987,0.10853492468595505,1.4129372835159302,0.987,-1.3035969734191895,0.5715,0.4255,0.3165,0.0905,0.1905,0.277,0.411,0.179,0.2755,0.329,0.4695,0.1005,0.1595,0.189,0.2535,0.742,0.41073512252042005,0.621,0.3516100957354221,0.496,0.3006583760058522,0.5715,0.4255,0.3165
20,3,/home/ubuntu/adversarial_training_mps/outputs/dev_comb/clsgen/legendre/d10D6/moons_4k_1303/22,2.0,0.9935,0.027365751040633768,1.3489702381193638,0.9935,-1.3185648918151855,0.5705,0.306,0.2775,0.107,0.194,0.268,0.3805,0.0905,0.159,0.2405,0.3395,0.028,0.063,0.115,0.2775,0.6695,0.309662398137369,0.421,0.18227665706051874,0.2935,0.08719723183391004,0.5705,0.306,0.2775,0.9935,0.09644969273358583,1.1109208185225725,0.9935,-1.0138546228408813,0.584,0.4485,0.4535,0.296,0.51,0.556,0.6075,0.2515,0.4735,0.5165,0.5685,0.0605,0.171,0.2115,0.261,0.8375,0.6394230769230769,0.6065,0.39981867633726204,0.558,0.3266239707227813,0.584,0.4485,0.4535
20,4,/home/ubuntu/adversarial_training_mps/outputs/dev_comb/clsgen/legendre/d10D6/moons_4k_1303/23,2.0,0.995,0.034291242191102356,1.3857890367507935,0.995,-1.3589352369308472,0.6095,0.4675,0.3655,0.022,0.1175,0.1525,0.304,0.0375,0.107,0.1435,0.2855,0.0125,0.0475,0.089,0.177,0.6535,0.1702944942381562,0.5145,0.12206572769953052,0.395,0.11977935382190702,0.6095,0.4675,0.3655,0.995,0.15274570207111537,1.099317902699113,0.995,-0.9494471549987793,0.82,0.703,0.588,0.096,0.1615,0.2965,0.383,0.166,0.25,0.3405,0.4395,0.0515,0.134,0.247,0.319,0.875,0.5222222222222223,0.759,0.4696969696969697,0.619,0.23300970873786409,0.82,0.703,0.588
20,5,/home/ubuntu/adversarial_training_mps/outputs/dev_comb/clsgen/legendre/d10D6/moons_4k_1303/24,2.0,0.9885,0.05832445772830397,1.4143070131540298,0.9885,-1.359470009803772,0.734,0.467,0.278,0.043,0.0815,0.1055,0.1745,0.0805,0.1255,0.1535,0.1945,0.0185,0.0405,0.059,0.1385,0.7055,0.20864661654135339,0.5085,0.14915572232645402,0.349,0.1745152354570637,0.734,0.467,0.278,0.9975,0.15774739906191826,1.1333103366196156,0.9975,-0.9750450849533081,0.773,0.5465,0.538,0.177,0.252,0.3485,0.434,0.2605,0.383,0.4895,0.5735,0.1455,0.27,0.3305,0.3865,0.9725,0.8942731277533039,0.8745,0.7442116868798236,0.713,0.43506493506493504,0.773,0.5465,0.538
30,1,/home/ubuntu/adversarial_training_mps/outputs/dev_comb/clsgen/legendre/d10D6/moons_4k_1303/25,2.0,0.9965,0.017409333275281824,1.3458878993988037,0.9965,-1.3298652172088623,0.7545,0.4255,0.2785,0.0165,0.048,0.167,0.3095,0.0285,0.0555,0.1525,0.329,0.0245,0.059,0.1035,0.257,0.7975,0.27494908350305497,0.545,0.21845082680591818,0.422,0.2654192654192654,0.7545,0.4255,0.2785,0.9765,0.264683376532048,1.1313932929188013,0.9765,-0.8685936331748962,0.788,0.698,0.65,0.063,0.132,0.174,0.2465,0.1255,0.2945,0.323,0.3985,0.1105,0.2,0.27,0.3635,0.8225,0.6768867924528302,0.7365,0.5248344370860927,0.592,0.2642857142857143,0.788,0.698,0.65
30,2,/home/ubuntu/adversarial_training_mps/outputs/dev_comb/clsgen/legendre/d10D6/moons_4k_1303/26,2.0,0.9935,0.044309733842965215,1.8324076384305954,0.9935,-1.787969946861267,0.629,0.3305,0.25,0.0705,0.096,0.116,0.2405,0.0515,0.111,0.144,0.314,0.004,0.0235,0.062,0.161,0.7475,0.3935309973045822,0.5115,0.29648991784914114,0.3565,0.212,0.629,0.3305,0.25,0.981,0.1492460307199508,1.3868732303380966,0.981,-1.233858346939087,0.4515,0.3355,0.3065,0.161,0.2665,0.3255,0.4165,0.185,0.3755,0.4395,0.499,0.106,0.187,0.234,0.2865,0.781,0.6025524156791249,0.732,0.6087283671933785,0.595,0.498197548666186,0.4515,0.3355,0.3065
30,3,/home/ubuntu/adversarial_training_mps/outputs/dev_comb/clsgen/legendre/d10D6/moons_4k_1303/27,2.0,0.9935,0.027365751040633768,1.3489702381193638,0.9935,-1.3185648918151855,0.58,0.3125,0.272,0.1065,0.198,0.2645,0.3755,0.086,0.16,0.224,0.3135,0.0305,0.0685,0.125,0.3075,0.6865,0.33214285714285713,0.4165,0.16654545454545455,0.291,0.10576923076923077,0.58,0.3125,0.272,0.9945,0.09916537185199559,1.1085866149514914,0.9945,-1.0088468790054321,0.553,0.455,0.406,0.3055,0.5105,0.5565,0.607,0.281,0.499,0.5335,0.5885,0.083,0.193,0.225,0.2695,0.85,0.6834451901565995,0.6415,0.46972477064220186,0.555,0.3888888888888889,0.553,0.455,0.406
30,4,/home/ubuntu/adversarial_training_mps/outputs/dev_comb/clsgen/legendre/d10D6/moons_4k_1303/28,2.0,0.996,0.027615414379397407,1.3228068426251411,0.996,-1.3020268678665161,0.6285,0.461,0.388,0.045,0.123,0.204,0.363,0.066,0.1275,0.1875,0.332,0.0225,0.057,0.133,0.218,0.678,0.20457604306864063,0.5145,0.14842300556586271,0.412,0.12826797385620914,0.6285,0.461,0.388,0.9915,0.17339166020974517,1.053662408143282,0.9915,-0.8812108635902405,0.67,0.6095,0.5405,0.203,0.3125,0.397,0.484,0.3105,0.443,0.5,0.5645,0.1245,0.2675,0.338,0.385,0.92,0.8136363636363636,0.7875,0.6261203585147247,0.5785,0.24483133841131666,0.67,0.6095,0.5405
30,5,/home/ubuntu/adversarial_training_mps/outputs/dev_comb/clsgen/legendre/d10D6/moons_4k_1303/29,2.0,0.9915,0.04069371442892589,1.430060237646103,0.9915,-1.392274260520935,0.7105,0.4645,0.3535,0.0255,0.088,0.098,0.2465,0.0245,0.041,0.0775,0.1885,0.0025,0.0185,0.038,0.089,0.7235,0.28324697754749567,0.529,0.18207282913165265,0.3995,0.12915699922660479,0.7105,0.4645,0.3535,0.9135,0.22142599197104573,1.2498821504414082,0.9135,-1.0285835266113281,0.368,0.234,0.2715,0.1585,0.3105,0.3685,0.4575,0.1505,0.299,0.3815,0.4715,0.056,0.142,0.191,0.2695,0.706,0.5727848101265823,0.643,0.54177545691906,0.502,0.3397391901166781,0.368,0.234,0.2715
50,1,/home/ubuntu/adversarial_training_mps/outputs/dev_comb/clsgen/legendre/d10D6/moons_4k_1303/30,2.0,0.9975,0.009248113739886321,1.2174415402114391,0.9975,-1.210971474647522,0.787,0.384,0.1955,0.051,0.176,0.2975,0.448,0.0565,0.1815,0.303,0.533,0.034,0.088,0.154,0.3075,0.8505,0.3873239436619718,0.562,0.2962662337662338,0.3845,0.24176507147296458,0.787,0.384,0.1955,0.9675,0.3016413045115769,1.1250467523932457,0.9675,-0.8243316411972046,0.6385,0.525,0.5555,0.1205,0.2385,0.279,0.3255,0.235,0.404,0.424,0.4455,0.1295,0.252,0.2965,0.358,0.928,0.8035961272475796,0.822,0.6421052631578947,0.645,0.33070866141732286,0.6385,0.525,0.5555
50,2,/home/ubuntu/adversarial_training_mps/outputs/dev_comb/clsgen/legendre/d10D6/moons_4k_1303/31,2.0,0.995,0.02855882784933783,1.8247368708252907,0.995,-1.79733145236969,0.63,0.3575,0.3195,0.107,0.144,0.16,0.317,0.074,0.1635,0.192,0.3695,0.013,0.0435,0.091,0.2025,0.762,0.4527027027027027,0.541,0.36186770428015563,0.386,0.24099926524614254,0.63,0.3575,0.3195,0.9685,0.15075336047448218,1.4357683584094048,0.9685,-1.2808246612548828,0.42,0.335,0.343,0.1825,0.3115,0.3715,0.4395,0.2305,0.3895,0.4475,0.4975,0.1145,0.199,0.2505,0.299,0.7635,0.5939655172413794,0.706,0.575187969924812,0.55,0.4063926940639269,0.42,0.335,0.343
50,3,/home/ubuntu/adversarial_training_mps/outputs/dev_comb/clsgen/legendre/d10D6/moons_4k_1303/32,2.0,0.998,0.019766152632655576,1.3203399516642094,0.998,-1.2963664531707764,0.565,0.325,0.2815,0.135,0.2435,0.3025,0.389,0.0945,0.177,0.219,0.2805,0.026,0.0785,0.176,0.274,0.677,0.31724137931034485,0.433,0.18518518518518517,0.3395,0.14126652748782184,0.565,0.325,0.2815,0.9945,0.0969346680212766,1.063904432579875,0.9945,-0.9650626182556152,0.538,0.5255,0.4515,0.319,0.5695,0.6065,0.674,0.2985,0.4765,0.5175,0.563,0.072,0.1825,0.22,0.2655,0.81,0.7294372294372294,0.613,0.4172813487881981,0.483,0.3263445761166819,0.538,0.5255,0.4515
50,4,/home/ubuntu/adversarial_training_mps/outputs/dev_comb/clsgen/legendre/d10D6/moons_4k_1303/33,2.0,0.9975,0.019792356266407296,1.26717097312212,0.9975,-1.2540769577026367,0.645,0.4725,0.4555,0.1055,0.186,0.256,0.419,0.1155,0.1705,0.2235,0.332,0.023,0.0675,0.108,0.1805,0.701,0.26901408450704223,0.542,0.1971563981042654,0.4615,0.1763085399449036,0.645,0.4725,0.4555,0.9965,0.06988449767231941,0.9236172661185265,0.9965,-0.8541355133056641,0.7925,0.5515,0.539,0.158,0.255,0.31,0.419,0.2715,0.358,0.423,0.498,0.2035,0.2835,0.3325,0.4055,0.8465,0.36626506024096384,0.6215,0.2564102564102564,0.5525,0.21691973969631237,0.7925,0.5515,0.539
50,5,/home/ubuntu/adversarial_training_mps/outputs/dev_comb/clsgen/legendre/d10D6/moons_4k_1303/34,2.0,0.994,0.029688670329051092,1.493067592382431,0.994,-1.465768575668335,0.748,0.4855,0.357,0.0235,0.0565,0.089,0.262,0.014,0.022,0.031,0.1405,0.0,0.0105,0.015,0.0685,0.7875,0.3353174603174603,0.5585,0.2108843537414966,0.38,0.13996889580093314,0.748,0.4855,0.357,0.908,0.26784531958401203,1.1928710415959358,0.908,-0.9239187240600586,0.441,0.285,0.274,0.232,0.355,0.378,0.45,0.379,0.523,0.543,0.6005,0.1775,0.2905,0.3275,0.385,0.716,0.5143112701252236,0.589,0.44125874125874126,0.4645,0.28168044077134985,0.441,0.285,0.274
70,1,/home/ubuntu/adversarial_training_mps/outputs/dev_comb/clsgen/legendre/d10D6/moons_4k_1303/35,2.0,0.998,0.006915274210768985,1.2749022506177425,0.998,-1.2713183164596558,0.812,0.395,0.1995,0.0555,0.0805,0.1675,0.401,0.0395,0.0705,0.1615,0.472,0.0085,0.046,0.0835,0.2675,0.8485,0.300531914893617,0.552,0.27107438016528923,0.335,0.1830106183635228,0.812,0.395,0.1995,0.897,0.30140203051269054,1.1691317930817604,0.897,-0.8687314987182617,0.5225,0.451,0.501,0.184,0.337,0.384,0.453,0.2135,0.443,0.496,0.5545,0.1115,0.1955,0.2355,0.31,0.907,0.8219895287958116,0.8165,0.7258652094717668,0.5945,0.4438877755511022,0.5225,0.451,0.501
70,2,/home/ubuntu/adversarial_training_mps/outputs/dev_comb/clsgen/legendre/d10D6/moons_4k_1303/36,2.0,0.9955,0.023453244531992823,1.841572143137455,0.9955,-1.8205063343048096,0.6565,0.398,0.314,0.0775,0.1415,0.176,0.3255,0.0565,0.1185,0.168,0.3565,0.0145,0.039,0.0875,0.204,0.7625,0.4512372634643377,0.5735,0.3596345514950166,0.4175,0.2478134110787172,0.6565,0.398,0.314,0.9715,0.13301770004909486,1.4455347433686256,0.9715,-1.3077493906021118,0.406,0.3285,0.321,0.2585,0.434,0.458,0.4975,0.3145,0.475,0.5095,0.5355,0.173,0.262,0.2835,0.3275,0.772,0.6203703703703703,0.724,0.6061057334326135,0.5615,0.4101620029455081,0.406,0.3285,0.321
70,3,/home/ubuntu/adversarial_training_mps/outputs/dev_comb/clsgen/legendre/d10D6/moons_4k_1303/37,2.0,0.9965,0.017967956126085483,1.3233784288167953,0.9965,-1.3010400533676147,0.583,0.3445,0.275,0.1085,0.247,0.2835,0.3705,0.07,0.1905,0.2355,0.2925,0.0315,0.111,0.158,0.238,0.705,0.35851318944844124,0.4585,0.20213577421815407,0.3365,0.1317241379310345,0.583,0.3445,0.275,0.9955,0.06329494307283312,1.0269469749182463,0.9955,-0.9604862332344055,0.5765,0.5515,0.4435,0.348,0.5555,0.614,0.6855,0.3425,0.5315,0.586,0.6315,0.0825,0.168,0.2025,0.2445,0.8045,0.6599763872491146,0.627,0.34225195094760313,0.52,0.3360287511230907,0.5765,0.5515,0.4435
70,4,/home/ubuntu/adversarial_training_mps/outputs/dev_comb/clsgen/legendre/d10D6/moons_4k_1303/38,2.0,0.9975,0.019792356266407296,1.26717097312212,0.9975,-1.2540769577026367,0.64,0.4565,0.4535,0.1105,0.1935,0.274,0.4205,0.114,0.1795,0.2365,0.3485,0.031,0.0735,0.1155,0.182,0.7065,0.29444444444444445,0.525,0.19779208831646733,0.4615,0.16925892040256177,0.64,0.4565,0.4535,0.9975,0.060062714968807995,0.9257376585155725,0.9975,-0.8641791939735413,0.7345,0.467,0.459,0.182,0.285,0.35,0.4845,0.304,0.433,0.491,0.5815,0.2295,0.3205,0.372,0.451,0.828,0.4199623352165725,0.6005,0.3348968105065666,0.4815,0.22920517560073936,0.7345,0.467,0.459
70,5,/home/ubuntu/adversarial_training_mps/outputs/dev_comb/clsgen/legendre/d10D6/moons_4k_1303/39,2.0,0.995,0.02210929020657204,1.5747684836387634,0.995,-1.55596923828125,0.775,0.4425,0.3275,0.0165,0.0565,0.092,0.2785,0.0025,0.0235,0.0355,0.1925,0.0025,0.0085,0.023,0.0815,0.764,0.24888888888888888,0.5205,0.19013452914798207,0.3895,0.16282527881040892,0.775,0.4425,0.3275,0.9505,0.17957371845841408,1.0669993609189987,0.9505,-0.8857022523880005,0.7675,0.614,0.577,0.154,0.242,0.3725,0.5255,0.297,0.3755,0.4685,0.655,0.1705,0.1995,0.2795,0.4295,0.8075,0.2752688172043011,0.7155,0.3743523316062176,0.616,0.2765957446808511,0.7675,0.614,0.577
100,1,/home/ubuntu/adversarial_training_mps/outputs/dev_comb/clsgen/legendre/d10D6/moons_4k_1303/40,2.0,0.9985,0.004815028922166675,1.3485884927213192,0.9985,-1.3471239805221558,0.8245,0.4285,0.257,0.017,0.0455,0.103,0.3825,0.0075,0.037,0.0885,0.3685,0.015,0.023,0.0685,0.2055,0.8455,0.23646723646723647,0.529,0.18810148731408574,0.3835,0.18977119784656796,0.8245,0.4285,0.257,0.957,0.2722371178679168,1.1982236318290234,0.957,-0.9282308220863342,0.5985,0.534,0.513,0.1735,0.264,0.291,0.3245,0.215,0.3485,0.3765,0.4025,0.114,0.2,0.23,0.2685,0.9495,0.887920298879203,0.833,0.6866952789699571,0.63,0.40349075975359344,0.5985,0.534,0.513
100,2,/home/ubuntu/adversarial_training_mps/outputs/dev_comb/clsgen/legendre/d10D6/moons_4k_1303/41,2.0,0.9955,0.02071914057887625,1.8138527758419514,0.9955,-1.796847939491272,0.696,0.393,0.318,0.068,0.1175,0.1465,0.329,0.0615,0.112,0.147,0.329,0.019,0.045,0.0685,0.1675,0.804,0.524671052631579,0.628,0.4184514003294893,0.478,0.26392961876832843,0.696,0.393,0.318,0.983,0.12151817744597793,1.3833893835544586,0.983,-1.260098934173584,0.5835,0.392,0.393,0.2645,0.4695,0.5,0.5915,0.4085,0.523,0.5635,0.6195,0.1385,0.2845,0.3385,0.403,0.863,0.687875150060024,0.6785,0.5213815789473685,0.541,0.32948929159802304,0.5835,0.392,0.393
100,3,/home/ubuntu/adversarial_training_mps/outputs/dev_comb/clsgen/legendre/d10D6/moons_4k_1303/42,2.0,0.997,0.015856304482440464,1.3180270418524742,0.997,-1.2976226806640625,0.584,0.291,0.2765,0.149,0.258,0.292,0.407,0.113,0.2175,0.252,0.346,0.039,0.116,0.1565,0.2455,0.6795,0.3737980769230769,0.4415,0.2306064880112835,0.3575,0.16378714581893572,0.584,0.291,0.2765,0.9965,0.03747551317792386,1.0514154564589262,0.9965,-1.009541630744934,0.6375,0.5495,0.5205,0.2205,0.4535,0.526,0.6025,0.27,0.4495,0.509,0.601,0.126,0.2395,0.2875,0.362,0.771,0.4096551724137931,0.633,0.2807991120976693,0.6175,0.3962460896767466,0.6375,0.5495,0.5205
100,4,/home/ubuntu/adversarial_training_mps/outputs/dev_comb/clsgen/legendre/d10D6/moons_4k_1303/43,2.0,0.997,0.022680559544824064,1.1722617968916893,0.997,-1.155513882637024,0.6455,0.4055,0.436,0.0415,0.176,0.3195,0.4335,0.0135,0.125,0.2725,0.5,0.011,0.116,0.1695,0.2885,0.81,0.48519040902679833,0.65,0.4255677039529016,0.511,0.2296099290780142,0.6455,0.4055,0.436,0.991,0.10608538333326578,1.0866180304437876,0.991,-0.9753400683403015,0.5565,0.354,0.435,0.2095,0.4345,0.4855,0.5185,0.26,0.56,0.624,0.6575,0.0975,0.327,0.4035,0.476,0.8605,0.7034949267192785,0.651,0.4953560371517028,0.5935,0.35929203539823007,0.5565,0.354,0.435
100,5,/home/ubuntu/adversarial_training_mps/outputs/dev_comb/clsgen/legendre/d10D6/moons_4k_1303/44,2.0,0.997,0.014805336555582471,1.6184553503990173,0.997,-1.6061289310455322,0.756,0.4505,0.3155,0.0755,0.115,0.146,0.29,0.062,0.0845,0.1115,0.2405,0.0115,0.0225,0.037,0.1145,0.809,0.4364754098360656,0.5925,0.2829845313921747,0.3835,0.12783053323593865,0.756,0.4505,0.3155,0.909,0.2309535169042647,1.1281606256961823,0.909,-0.8950265645980835,0.519,0.308,0.381,0.3575,0.4535,0.5175,0.647,0.437,0.525,0.5655,0.6465,0.178,0.259,0.3145,0.444,0.725,0.5644490644490644,0.6365,0.5267341040462428,0.519,0.40549273021001614,0.519,0.308,0.381
130,1,/home/ubuntu/adversarial_training_mps/outputs/dev_comb/clsgen/legendre/d10D6/moons_4k_1303/45,2.0,0.9995,0.0037513655952352565,1.4264996834099293,0.9995,-1.4266364574432373,0.821,0.43,0.237,0.0115,0.0315,0.108,0.3335,0.005,0.015,0.0775,0.3045,0.003,0.0165,0.035,0.16,0.849,0.276536312849162,0.516,0.16228070175438597,0.377,0.20117955439056356,0.821,0.43,0.237,0.976,0.22524405736476183,1.175090465694666,0.976,-0.953919529914856,0.6485,0.57,0.5475,0.163,0.225,0.2615,0.3415,0.212,0.3395,0.368,0.434,0.087,0.214,0.2505,0.299,0.963,0.8975817923186344,0.84,0.6697674418604651,0.6385,0.35911602209944754,0.6485,0.57,0.5475
130,2,/home/ubuntu/adversarial_training_mps/outputs/dev_comb/clsgen/legendre/d10D6/moons_4k_1303/46,2.0,0.997,0.017981670374865644,1.8160392083227634,0.997,-1.8038759231567383,0.701,0.4085,0.269,0.0905,0.1295,0.194,0.3295,0.1065,0.1265,0.182,0.2475,0.0395,0.063,0.103,0.1895,0.8075,0.4180602006688963,0.6125,0.3702451394759087,0.415,0.25376196990424077,0.701,0.4085,0.269,0.9875,0.13673086767084897,1.3832524865865707,0.9875,-1.2457659244537354,0.574,0.3965,0.387,0.219,0.4635,0.5205,0.5745,0.3555,0.5495,0.5775,0.6085,0.0925,0.2845,0.3255,0.3845,0.892,0.7511737089201878,0.651,0.47058823529411764,0.4875,0.26182707993474713,0.574,0.3965,0.387
130,3,/home/ubuntu/adversarial_training_mps/outputs/dev_comb/clsgen/legendre/d10D6/moons_4k_1303/47,2.0,0.997,0.015856304482440464,1.3180270418524742,0.997,-1.2976226806640625,0.573,0.3235,0.2735,0.1585,0.2625,0.2905,0.403,0.118,0.209,0.237,0.3365,0.044,0.12,0.1575,0.252,0.662,0.34192037470725994,0.461,0.21729490022172948,0.3435,0.15072264280798348,0.573,0.3235,0.2735,0.997,0.03850535134552047,1.0502786450088024,0.997,-1.0071070194244385,0.6265,0.5575,0.5045,0.2385,0.472,0.5365,0.6025,0.2385,0.391,0.461,0.5585,0.1015,0.2205,0.2545,0.3175,0.7935,0.48460508701472554,0.6485,0.3163841807909605,0.621,0.4117053481331988,0.6265,0.5575,0.5045
130,4,/home/ubuntu/adversarial_training_mps/outputs/dev_comb/clsgen/legendre/d10D6/moons_4k_1303/48,2.0,0.997,0.022680559544824064,1.1722617968916893,0.997,-1.155513882637024,0.6575,0.4265,0.4145,0.0365,0.1725,0.3045,0.421,0.017,0.1385,0.2905,0.496,0.013,0.1035,0.156,0.267,0.809,0.4642335766423358,0.6625,0.4280732345248474,0.4895,0.2322801024765158,0.6575,0.4265,0.4145,0.995,0.0683276120107621,1.052797006443143,0.995,-0.9822547435760498,0.632,0.4465,0.4555,0.193,0.365,0.4045,0.426,0.2335,0.4765,0.525,0.541,0.139,0.295,0.366,0.42,0.8615,0.657608695652174,0.709,0.5103884372177055,0.645,0.4233241505968779,0.632,0.4465,0.4555
130,5,/home/ubuntu/adversarial_training_mps/outputs/dev_comb/clsgen/legendre/d10D6/moons_4k_1303/49,2.0,0.997,0.013898645251174457,1.6799161545932293,0.997,-1.66867995262146,0.766,0.416,0.3365,0.094,0.1145,0.139,0.2855,0.087,0.1055,0.124,0.3005,0.018,0.035,0.0505,0.165,0.8575,0.532051282051282,0.5925,0.3193493150684932,0.388,0.12132629992464206,0.766,0.416,0.3365,0.997,0.1692122775129974,1.1739043891429901,0.997,-1.0029600858688354,0.764,0.6795,0.572,0.139,0.327,0.431,0.6145,0.1995,0.397,0.468,0.6085,0.1575,0.2085,0.334,0.461,0.888,0.5699152542372882,0.807,0.4664586583463339,0.731,0.433411214953271,0.764,0.6795,0.572
150,1,/home/ubuntu/adversarial_training_mps/outputs/dev_comb/clsgen/legendre/d10D6/moons_4k_1303/50,2.0,0.9995,0.0032752421357145067,1.523976694792509,0.9995,-1.5253525972366333,0.804,0.4185,0.261,0.0035,0.02,0.082,0.246,0.001,0.0045,0.0465,0.1955,0.0055,0.0075,0.0435,0.15,0.8445,0.3392857142857143,0.538,0.21582115219260534,0.4115,0.2313937753721245,0.804,0.4185,0.261,0.964,0.19295837124809623,1.1679358258843422,0.964,-0.9793463349342346,0.705,0.57,0.5215,0.1435,0.203,0.232,0.2645,0.1555,0.285,0.3225,0.353,0.0455,0.1745,0.2285,0.2975,0.8235,0.45084745762711864,0.6795,0.30930232558139537,0.516,0.1703239289446186,0.705,0.57,0.5215
150,2,/home/ubuntu/adversarial_training_mps/outputs/dev_comb/clsgen/legendre/d10D6/moons_4k_1303/51,2.0,0.9975,0.017788689525332302,1.8215883187949657,0.9975,-1.8102686405181885,0.7165,0.406,0.2775,0.0735,0.1485,0.213,0.3235,0.0865,0.1345,0.176,0.2505,0.047,0.0775,0.123,0.1715,0.821,0.4444444444444444,0.638,0.4107744107744108,0.4295,0.27612456747404845,0.7165,0.406,0.2775,0.985,0.14544929517433047,1.3262814842164516,0.985,-1.180643081665039,0.4915,0.4045,0.3755,0.2705,0.4105,0.4605,0.5355,0.2805,0.44,0.487,0.5215,0.155,0.2855,0.3465,0.4,0.8555,0.7502458210422812,0.6965,0.5172124265323258,0.528,0.3322658126501201,0.4915,0.4045,0.3755
150,3,/home/ubuntu/adversarial_training_mps/outputs/dev_comb/clsgen/legendre/d10D6/moons_4k_1303/52,2.0,0.997,0.015856304482440464,1.3180270418524742,0.997,-1.2976226806640625,0.5805,0.289,0.287,0.1575,0.2605,0.2885,0.4085,0.118,0.2105,0.241,0.344,0.0465,0.133,0.174,0.2665,0.667,0.3456495828367104,0.436,0.2271448663853727,0.3595,0.14936886395511922,0.5805,0.289,0.287,0.9965,0.03201342176180333,1.0681453496217728,0.9965,-1.03110671043396,0.6475,0.533,0.5275,0.244,0.46,0.5335,0.6155,0.3135,0.4625,0.5155,0.593,0.154,0.2445,0.285,0.362,0.787,0.4269503546099291,0.615,0.2751605995717345,0.605,0.3216931216931217,0.6475,0.533,0.5275
150,4,/home/ubuntu/adversarial_training_mps/outputs/dev_comb/clsgen/legendre/d10D6/moons_4k_1303/53,2.0,0.997,0.022680559544824064,1.1722617968916893,0.997,-1.155513882637024,0.6395,0.413,0.412,0.045,0.1765,0.317,0.4275,0.02,0.139,0.283,0.488,0.0125,0.112,0.162,0.2815,0.8135,0.49930651872399445,0.672,0.4565587734241908,0.5095,0.2585034013605442,0.6395,0.413,0.412,0.9935,0.07902282080613077,1.055258460342884,0.9935,-0.9726439118385315,0.627,0.458,0.5075,0.1595,0.41,0.471,0.5305,0.177,0.507,0.5745,0.6795,0.048,0.256,0.3475,0.4445,0.8515,0.6447721179624665,0.694,0.5009225092250923,0.5955,0.3634517766497462,0.627,0.458,0.5075
