run_name,run_path,config/dataset.name,config/tracking.seed,config/dataset.gen_dow_kwargs.seed,config/trainer.nll.alpha,config/trainer.adversarial.alpha,acc,dis_loss,gen_loss,rob/0.05,rob/0.1,rob/0.15,uq_clean_accuracy,uq_clean_log_px_mean,uq_adv_acc/0.05,uq_adv_acc/0.1,uq_adv_acc/0.15,uq_detection/1pct/0.05,uq_detection/5pct/0.05,uq_detection/10pct/0.05,uq_detection/20pct/0.05,uq_detection/1pct/0.1,uq_detection/5pct/0.1,uq_detection/10pct/0.1,uq_detection/20pct/0.1,uq_detection/1pct/0.15,uq_detection/5pct/0.15,uq_detection/10pct/0.15,uq_detection/20pct/0.15,uq_det_err_detected/1pct/0.05,uq_det_err_detected/5pct/0.05,uq_det_err_detected/10pct/0.05,uq_det_err_detected/20pct/0.05,uq_det_err_detected/1pct/0.1,uq_det_err_detected/5pct/0.1,uq_det_err_detected/10pct/0.1,uq_det_err_detected/20pct/0.1,uq_det_err_detected/1pct/0.15,uq_det_err_detected/5pct/0.15,uq_det_err_detected/10pct/0.15,uq_det_err_detected/20pct/0.15,uq_det_err_passed/1pct/0.05,uq_det_err_passed/5pct/0.05,uq_det_err_passed/10pct/0.05,uq_det_err_passed/20pct/0.05,uq_det_err_passed/1pct/0.1,uq_det_err_passed/5pct/0.1,uq_det_err_passed/10pct/0.1,uq_det_err_passed/20pct/0.1,uq_det_err_passed/1pct/0.15,uq_det_err_passed/5pct/0.15,uq_det_err_passed/10pct/0.15,uq_det_err_passed/20pct/0.15,uq_purify_acc/0.05/0.1,uq_purify_recovery/0.05/0.1,uq_purify_acc/0.05/0.15,uq_purify_recovery/0.05/0.15,uq_purify_acc/0.1/0.1,uq_purify_recovery/0.1/0.1,uq_purify_acc/0.1/0.15,uq_purify_recovery/0.1/0.15,uq_purify_acc/0.15/0.1,uq_purify_recovery/0.15/0.1,uq_purify_acc/0.15/0.15,uq_purify_recovery/0.15/0.15,uq_clean_purify_acc/0.1,uq_clean_purify_acc/0.15,uq_joint_adv_acc/0.05,uq_joint_adv_acc/0.1,uq_joint_adv_acc/0.15,uq_joint_detection/1pct/0.05,uq_joint_detection/5pct/0.05,uq_joint_detection/10pct/0.05,uq_joint_detection/20pct/0.05,uq_joint_detection/1pct/0.1,uq_joint_detection/5pct/0.1,uq_joint_detection/10pct/0.1,uq_joint_detection/20pct/0.1,uq_joint_detection/1pct/0.15,uq_joint_detection/5pct/0.15,uq_joint_detection/10pct/0.15,uq_joint_detection/20pct/0.15,uq_joint_det_err_detected/1pct/0.05,uq_joint_det_err_detected/5pct/0.05,uq_joint_det_err_detected/10pct/0.05,uq_joint_det_err_detected/20pct/0.05,uq_joint_det_err_detected/1pct/0.1,uq_joint_det_err_detected/5pct/0.1,uq_joint_det_err_detected/10pct/0.1,uq_joint_det_err_detected/20pct/0.1,uq_joint_det_err_detected/1pct/0.15,uq_joint_det_err_detected/5pct/0.15,uq_joint_det_err_detected/10pct/0.15,uq_joint_det_err_detected/20pct/0.15,uq_joint_det_err_passed/1pct/0.05,uq_joint_det_err_passed/5pct/0.05,uq_joint_det_err_passed/10pct/0.05,uq_joint_det_err_passed/20pct/0.05,uq_joint_det_err_passed/1pct/0.1,uq_joint_det_err_passed/5pct/0.1,uq_joint_det_err_passed/10pct/0.1,uq_joint_det_err_passed/20pct/0.1,uq_joint_det_err_passed/1pct/0.15,uq_joint_det_err_passed/5pct/0.15,uq_joint_det_err_passed/10pct/0.15,uq_joint_det_err_passed/20pct/0.15,uq_joint_purify_acc/0.05/0.1,uq_joint_purify_recovery/0.05/0.1,uq_joint_purify_acc/0.05/0.15,uq_joint_purify_recovery/0.05/0.15,uq_joint_purify_acc/0.1/0.1,uq_joint_purify_recovery/0.1/0.1,uq_joint_purify_acc/0.1/0.15,uq_joint_purify_recovery/0.1/0.15,uq_joint_purify_acc/0.15/0.1,uq_joint_purify_recovery/0.15/0.1,uq_joint_purify_acc/0.15/0.15,uq_joint_purify_recovery/0.15/0.15,range_size,eps_unit,config/descriptor,config/model_path
0,/mathqi/mnissen/bm4tc/outputs/italypowerdemand/nat/legendre/d3r10c64/seed_sweep_a0_2707/0,italypowerdemand,1,42,0.0,,0.9514563106796116,0.1442470244235462,14.451050228542751,0.7165048543689321,0.4349514563106796,0.3631067961165048,0.9514563106796116,-14.284235000610352,0.7165048543689321,0.4446601941747573,0.3650485436893204,0.0058252427184466,0.0504854368932038,0.0990291262135922,0.2349514563106796,0.0019417475728155,0.0504854368932038,0.0951456310679611,0.2640776699029126,0.0135922330097087,0.0601941747572815,0.1359223300970873,0.3708737864077669,0.6666666666666666,0.5384615384615384,0.5098039215686274,0.3388429752066115,1.0,0.6923076923076923,0.7142857142857143,0.6176470588235294,0.7142857142857143,0.6451612903225806,0.5857142857142857,0.5392670157068062,0.28125,0.2699386503067484,0.2586206896551724,0.266497461928934,0.5544747081712063,0.5480572597137015,0.5386266094420601,0.5329815303430079,0.6338582677165354,0.6342975206611571,0.6426966292134831,0.691358024691358,0.7242718446601941,0.1780821917808219,0.7339805825242719,0.2260273972602739,0.4932038834951456,0.0909090909090909,0.5009708737864078,0.1048951048951049,0.4330097087378641,0.1070336391437308,0.4368932038834951,0.1131498470948012,0.9359223300970874,0.9300970873786408,0.7572815533980582,0.5553398058252427,0.5106796116504855,0.0019417475728155,0.0213592233009708,0.0543689320388349,0.141747572815534,0.0,0.0,0.0116504854368932,0.0912621359223301,0.0,0.0,0.0,0.0213592233009708,1.0,0.7272727272727273,0.4642857142857143,0.3972602739726027,,,0.8333333333333334,0.6808510638297872,,,,1.0,0.2412451361867704,0.2321428571428571,0.2299794661190965,0.2171945701357466,0.4446601941747573,0.4446601941747573,0.4400785854616896,0.4209401709401709,0.4893203883495146,0.4893203883495146,0.4893203883495146,0.4781746031746032,0.7456310679611651,0.144,0.7514563106796116,0.176,0.5728155339805825,0.056768558951965,0.5805825242718446,0.074235807860262,0.541747572815534,0.0714285714285714,0.5514563106796116,0.0912698412698412,2.0,rel,,
1,/mathqi/mnissen/bm4tc/outputs/italypowerdemand/nat/legendre/d3r10c64/seed_sweep_a0_2707/1,italypowerdemand,2,42,0.0,,0.9495145631067962,0.1642155436178048,14.545299318101671,0.7650485436893204,0.5087378640776699,0.2543689320388349,0.9495145631067962,-14.327589988708496,0.7650485436893204,0.4990291262135922,0.2563106796116505,0.0194174757281553,0.0699029126213592,0.116504854368932,0.2640776699029126,0.0407766990291262,0.0757281553398058,0.1203883495145631,0.2485436893203883,0.029126213592233,0.0757281553398058,0.1378640776699029,0.2466019417475728,0.7,0.5555555555555556,0.6,0.5735294117647058,0.9047619047619048,0.8717948717948718,0.8548387096774194,0.8984375,1.0,0.9743589743589745,0.9014084507042254,0.8976377952755905,0.2257425742574257,0.2108559498956158,0.1868131868131868,0.1134564643799472,0.4838056680161943,0.4705882352941176,0.4525386313465783,0.3695090439276486,0.736,0.7247899159663865,0.7184684684684685,0.6932989690721649,0.7669902912621359,0.0661157024793388,0.7611650485436893,0.0743801652892562,0.5728155339805825,0.1627906976744186,0.5825242718446602,0.1821705426356589,0.3825242718446602,0.1775456919060052,0.3883495145631068,0.185378590078329,0.9300970873786408,0.9262135922330096,0.8,0.6,0.4699029126213592,0.0,0.0213592233009708,0.0427184466019417,0.1087378640776699,0.0,0.0,0.0135922330097087,0.0466019417475728,0.0,0.0,0.003883495145631,0.0155339805825242,,0.5454545454545454,0.5,0.4642857142857143,,,0.5714285714285714,0.5416666666666666,,,1.0,0.75,0.2,0.1924603174603174,0.1866125760649087,0.167755991285403,0.4,0.4,0.3976377952755905,0.3930753564154786,0.5300970873786408,0.5300970873786408,0.5282651072124757,0.5266272189349113,0.7883495145631068,0.0388349514563106,0.7883495145631068,0.0679611650485436,0.6174757281553398,0.0825242718446602,0.6213592233009708,0.087378640776699,0.4776699029126213,0.0402930402930402,0.4854368932038835,0.0549450549450549,2.0,rel,,
2,/mathqi/mnissen/bm4tc/outputs/italypowerdemand/nat/legendre/d3r10c64/seed_sweep_a0_2707/2,italypowerdemand,3,42,0.0,,0.9553398058252428,0.1616813494927353,13.501229604085289,0.7747572815533981,0.5689320388349515,0.3922330097087378,0.9553398058252428,-13.291478157043455,0.7631067961165049,0.574757281553398,0.3786407766990291,0.0116504854368932,0.0660194174757281,0.1009708737864077,0.2427184466019417,0.0155339805825242,0.062135922330097,0.1009708737864077,0.287378640776699,0.0155339805825242,0.0504854368932038,0.1184466019417475,0.4135922330097087,0.5,0.2941176470588235,0.3269230769230769,0.272,0.625,0.75,0.7692307692307693,0.5472972972972973,0.625,0.8076923076923077,0.8688524590163934,0.6666666666666666,0.2337917485265226,0.2328482328482328,0.2267818574514039,0.2256410256410256,0.4220907297830374,0.4037267080745341,0.386609071274298,0.3760217983651226,0.621301775147929,0.6114519427402862,0.5881057268722467,0.5894039735099338,0.7689320388349514,0.0901639344262295,0.7689320388349514,0.0901639344262295,0.6155339805825243,0.1141552511415525,0.6271844660194175,0.1415525114155251,0.4854368932038835,0.171875,0.4932038834951456,0.184375,0.9436893203883496,0.9436893203883496,0.7980582524271844,0.6524271844660194,0.5572815533980583,0.0058252427184466,0.0213592233009708,0.0504854368932038,0.1398058252427184,0.0,0.0,0.0194174757281553,0.0990291262135922,0.0,0.0,0.0,0.0466019417475728,0.6666666666666666,0.4545454545454545,0.2692307692307692,0.2638888888888889,,,0.8,0.6078431372549019,,,,0.875,0.19921875,0.1964285714285714,0.1983640081799591,0.1918735891647855,0.3475728155339805,0.3475728155339805,0.3386138613861386,0.3189655172413793,0.4427184466019417,0.4427184466019417,0.4427184466019417,0.4215885947046843,0.7961165048543689,0.1057692307692307,0.7961165048543689,0.1057692307692307,0.6660194174757281,0.0670391061452514,0.6699029126213593,0.0726256983240223,0.5922330097087378,0.1052631578947368,0.5941747572815534,0.1140350877192982,2.0,rel,,
3,/mathqi/mnissen/bm4tc/outputs/italypowerdemand/nat/legendre/d3r10c64/seed_sweep_a0_2707/3,italypowerdemand,4,42,0.0,,0.9514563106796116,0.1485655821031994,14.324942906697592,0.7514563106796116,0.5281553398058253,0.3242718446601941,0.9514563106796116,-14.18593692779541,0.7495145631067961,0.5495145631067961,0.3339805825242718,0.0058252427184466,0.0543689320388349,0.0970873786407767,0.2271844660194174,0.0019417475728155,0.0466019417475728,0.1048543689320388,0.2660194174757281,0.0097087378640776,0.0563106796116504,0.1067961165048543,0.3300970873786408,0.6666666666666666,0.3214285714285714,0.26,0.282051282051282,1.0,0.7083333333333334,0.5740740740740741,0.5620437956204379,0.8,0.6206896551724138,0.7090909090909091,0.7176470588235294,0.248046875,0.2464065708418891,0.2494623655913978,0.2412060301507537,0.4494163424124514,0.4378818737270876,0.4360086767895879,0.41005291005291,0.6647058823529411,0.668724279835391,0.6608695652173913,0.6405797101449275,0.7242718446601941,0.2015503875968992,0.7048543689320388,0.2170542635658914,0.5553398058252427,0.1034482758620689,0.5145631067961165,0.1206896551724138,0.4019417475728155,0.1166180758017492,0.3669902912621359,0.1107871720116618,0.933980582524272,0.9320388349514565,0.7825242718446602,0.6116504854368932,0.512621359223301,0.0,0.0174757281553398,0.0504854368932038,0.1436893203883495,0.0,0.0,0.0116504854368932,0.0854368932038835,0.0,0.0,0.0,0.0213592233009708,,0.5555555555555556,0.3076923076923077,0.2702702702702703,,,0.6666666666666666,0.5909090909090909,,,,0.4545454545454545,0.2174757281553398,0.2114624505928853,0.2126789366053169,0.2086167800453514,0.3883495145631068,0.3883495145631068,0.3850687622789784,0.3694267515923566,0.487378640776699,0.487378640776699,0.487378640776699,0.4880952380952381,0.7339805825242719,0.1428571428571428,0.7184466019417476,0.1607142857142857,0.5883495145631068,0.075,0.5689320388349515,0.1,0.4990291262135922,0.0796812749003984,0.4796116504854369,0.099601593625498,2.0,rel,,
4,/mathqi/mnissen/bm4tc/outputs/italypowerdemand/nat/legendre/d3r10c64/seed_sweep_a0_2707/4,italypowerdemand,5,42,0.0,,0.9553398058252428,0.1457817728320757,14.231746673583984,0.7941747572815534,0.6233009708737864,0.4077669902912621,0.9553398058252428,-14.057147026062012,0.7883495145631068,0.6077669902912621,0.4252427184466019,0.0155339805825242,0.0640776699029126,0.0970873786407767,0.2660194174757281,0.0174757281553398,0.0563106796116504,0.0951456310679611,0.2621359223300971,0.0097087378640776,0.0543689320388349,0.1223300970873786,0.3980582524271844,0.5,0.4242424242424242,0.32,0.3795620437956204,0.7777777777777778,0.896551724137931,0.7346938775510204,0.6074074074074074,0.8,0.75,0.7301587301587301,0.6195121951219512,0.2071005917159763,0.1970954356846473,0.2,0.1507936507936507,0.3853754940711462,0.3621399176954732,0.3562231759656652,0.3157894736842105,0.5725490196078431,0.5646817248459959,0.5530973451327433,0.5451612903225806,0.7922330097087379,0.091743119266055,0.7980582524271844,0.110091743119266,0.654368932038835,0.1386138613861386,0.6640776699029126,0.1633663366336633,0.5631067961165048,0.2398648648648648,0.574757281553398,0.2601351351351351,0.9553398058252428,0.9572815533980582,0.8271844660194175,0.6951456310679611,0.6446601941747573,0.0058252427184466,0.0233009708737864,0.0601941747572815,0.1223300970873786,0.0,0.0019417475728155,0.0213592233009708,0.0737864077669902,0.0,0.0019417475728155,0.003883495145631,0.029126213592233,0.6666666666666666,0.3333333333333333,0.1935483870967742,0.2222222222222222,,1.0,0.9090909090909092,0.5263157894736842,,0.0,0.5,0.6,0.169921875,0.1689860834990059,0.1714876033057851,0.165929203539823,0.3048543689320388,0.3035019455252918,0.2916666666666667,0.2872117400419287,0.3553398058252427,0.3560311284046693,0.3547758284600389,0.348,0.8213592233009709,0.0898876404494382,0.8233009708737864,0.1011235955056179,0.7067961165048544,0.0509554140127388,0.7067961165048544,0.0573248407643312,0.7029126213592233,0.1693989071038251,0.7106796116504854,0.1912568306010929,2.0,rel,,
5,/mathqi/mnissen/bm4tc/outputs/italypowerdemand/nat/legendre/d3r10c64/seed_sweep_a0_2707/5,italypowerdemand,6,42,0.0,,0.9533980582524272,0.1448546416229671,14.309969266255695,0.7533980582524272,0.5611650485436893,0.4058252427184466,0.9533980582524272,-14.11375617980957,0.7592233009708738,0.5805825242718446,0.4174757281553398,0.0077669902912621,0.0679611650485436,0.1242718446601941,0.2388349514563106,0.0019417475728155,0.0737864077669902,0.1184466019417475,0.2252427184466019,0.0097087378640776,0.0679611650485436,0.141747572815534,0.2893203883495145,0.5,0.3142857142857143,0.328125,0.3821138211382114,1.0,0.7631578947368421,0.7540983606557377,0.646551724137931,0.2,0.7142857142857143,0.726027397260274,0.6778523489932886,0.2387475538160469,0.2354166666666666,0.2283813747228381,0.1964285714285714,0.4182879377431907,0.3920335429769392,0.3744493392070485,0.3533834586466165,0.5862745098039216,0.5729166666666666,0.5588235294117647,0.5437158469945356,0.7611650485436893,0.0967741935483871,0.7631067961165049,0.1048387096774193,0.6388349514563106,0.1527777777777778,0.6427184466019418,0.162037037037037,0.5592233009708738,0.2433333333333333,0.566990291262136,0.2566666666666666,0.9533980582524272,0.9495145631067962,0.7864077669902912,0.6563106796116505,0.625242718446602,0.0,0.0252427184466019,0.0485436893203883,0.0990291262135922,0.0,0.0058252427184466,0.0174757281553398,0.0368932038834951,0.0,0.0,0.0058252427184466,0.0135922330097087,,0.5384615384615384,0.28,0.2549019607843137,,1.0,0.8888888888888888,0.7368421052631579,,,1.0,0.8571428571428571,0.2135922330097087,0.2051792828685259,0.210204081632653,0.209051724137931,0.3436893203883495,0.33984375,0.3339920948616601,0.3286290322580645,0.374757281553398,0.374757281553398,0.37109375,0.3681102362204724,0.7766990291262136,0.0909090909090909,0.7805825242718447,0.109090909090909,0.654368932038835,0.0338983050847457,0.658252427184466,0.0451977401129943,0.6601941747572816,0.0932642487046632,0.6640776699029126,0.1036269430051813,2.0,rel,,
6,/mathqi/mnissen/bm4tc/outputs/italypowerdemand/nat/legendre/d3r10c64/seed_sweep_a0_2707/6,italypowerdemand,7,42,0.0,,0.9514563106796116,0.1685432808266745,14.616014904446072,0.7514563106796116,0.5067961165048543,0.3533980582524272,0.9514563106796116,-14.400997161865234,0.7436893203883496,0.537864077669903,0.3281553398058252,0.0135922330097087,0.062135922330097,0.0893203883495145,0.2737864077669903,0.0019417475728155,0.0368932038834951,0.0757281553398058,0.2563106796116505,0.0,0.0233009708737864,0.0601941747572815,0.3766990291262136,0.4285714285714285,0.4375,0.4782608695652174,0.4184397163120567,1.0,0.8421052631578947,0.7435897435897436,0.6893939393939394,,0.6666666666666666,0.6129032258064516,0.4639175257731959,0.2539370078740157,0.2443064182194617,0.2345415778251599,0.195187165775401,0.4610894941634241,0.4475806451612903,0.4390756302521008,0.3838120104438642,0.6718446601941748,0.6719681908548708,0.6756198347107438,0.7975077881619937,0.7378640776699029,0.0454545454545454,0.7359223300970874,0.0378787878787878,0.5902912621359223,0.1176470588235294,0.5941747572815534,0.1260504201680672,0.4446601941747573,0.1734104046242774,0.4737864077669902,0.2167630057803468,0.9514563106796116,0.9553398058252428,0.7650485436893204,0.5980582524271845,0.5611650485436893,0.003883495145631,0.0252427184466019,0.0718446601941747,0.1339805825242718,0.0019417475728155,0.0058252427184466,0.0252427184466019,0.087378640776699,0.0,0.0,0.0019417475728155,0.0368932038834951,0.5,0.4615384615384615,0.4324324324324324,0.4202898550724637,1.0,0.6666666666666666,0.6923076923076923,0.7777777777777778,,,1.0,0.8421052631578947,0.2339181286549707,0.2290836653386454,0.2196652719665272,0.2062780269058296,0.4007782101167315,0.400390625,0.3944223107569721,0.3659574468085106,0.4388349514563107,0.4388349514563107,0.4377431906614786,0.4233870967741935,0.7631067961165049,0.0826446280991735,0.7650485436893204,0.0909090909090909,0.6116504854368932,0.0531400966183574,0.6155339805825243,0.0579710144927536,0.5941747572815534,0.0973451327433628,0.6019417475728155,0.1106194690265486,2.0,rel,,
7,/mathqi/mnissen/bm4tc/outputs/italypowerdemand/nat/legendre/d3r10c64/seed_sweep_a0_2707/7,italypowerdemand,8,42,0.0,,0.9495145631067962,0.1518596791558795,13.07509888543023,0.7805825242718447,0.5300970873786408,0.3048543689320388,0.9495145631067962,-12.872082710266112,0.7766990291262136,0.5398058252427185,0.3009708737864077,0.0155339805825242,0.0466019417475728,0.0951456310679611,0.2252427184466019,0.0271844660194174,0.0504854368932038,0.0893203883495145,0.2621359223300971,0.0233009708737864,0.0524271844660194,0.0932038834951456,0.3320388349514563,0.25,0.3333333333333333,0.4285714285714285,0.3362068965517241,0.7142857142857143,0.6538461538461539,0.7391304347826086,0.5111111111111111,0.9166666666666666,0.8518518518518519,0.8333333333333334,0.783625730994152,0.2228796844181459,0.2179226069246435,0.2017167381974249,0.1904761904761904,0.4530938123752495,0.4498977505112474,0.4328358208955223,0.4421052631578947,0.6938369781312127,0.6905737704918032,0.6852248394004282,0.6569767441860465,0.7708737864077669,0.0347826086956521,0.7689320388349514,0.0260869565217391,0.5572815533980583,0.0548523206751054,0.5611650485436893,0.0548523206751054,0.3766990291262136,0.1083333333333333,0.3805825242718446,0.1138888888888888,0.9242718446601942,0.916504854368932,0.8019417475728156,0.5941747572815534,0.4427184466019417,0.0058252427184466,0.0155339805825242,0.0563106796116504,0.1495145631067961,0.0,0.0019417475728155,0.0135922330097087,0.0951456310679611,0.0,0.0,0.0,0.0407766990291262,0.0,0.125,0.3103448275862069,0.3506493506493506,,1.0,0.5714285714285714,0.5918367346938775,,,,0.6666666666666666,0.19921875,0.1992110453648915,0.191358024691358,0.1712328767123287,0.4058252427184466,0.4046692607003891,0.4035433070866142,0.3862660944206008,0.5572815533980583,0.5572815533980583,0.5572815533980583,0.5526315789473685,0.7825242718446602,0.0,0.7825242718446602,0.0,0.6116504854368932,0.0669856459330143,0.6116504854368932,0.0669856459330143,0.4504854368932038,0.0348432055749128,0.4524271844660194,0.0383275261324041,2.0,rel,,
8,/mathqi/mnissen/bm4tc/outputs/italypowerdemand/nat/legendre/d3r10c64/seed_sweep_a0_2707/8,italypowerdemand,9,42,0.0,,0.9572815533980582,0.1458760235044691,14.424675835503471,0.7650485436893204,0.516504854368932,0.2912621359223301,0.9572815533980582,-14.28317928314209,0.7631067961165049,0.5203883495145631,0.2970873786407767,0.0135922330097087,0.0660194174757281,0.1067961165048543,0.2310679611650485,0.0135922330097087,0.0563106796116504,0.1067961165048543,0.2679611650485436,0.0135922330097087,0.0504854368932038,0.0834951456310679,0.2893203883495145,0.2857142857142857,0.3235294117647059,0.3818181818181818,0.3109243697478991,0.8571428571428571,0.896551724137931,0.8363636363636363,0.6739130434782609,0.7142857142857143,0.9230769230769232,0.9069767441860463,0.8456375838926175,0.2362204724409448,0.2307692307692307,0.2195652173913043,0.2146464646464646,0.4744094488188976,0.4547325102880658,0.4369565217391304,0.4084880636604774,0.702755905511811,0.6912065439672802,0.684322033898305,0.644808743169399,0.7339805825242719,0.1475409836065573,0.7339805825242719,0.1475409836065573,0.4834951456310679,0.0850202429149797,0.4854368932038835,0.097165991902834,0.2970873786407767,0.0718232044198895,0.3029126213592233,0.0828729281767955,0.9475728155339804,0.9514563106796116,0.8058252427184466,0.6116504854368932,0.4601941747572815,0.003883495145631,0.0155339805825242,0.0601941747572815,0.1398058252427184,0.0019417475728155,0.003883495145631,0.0233009708737864,0.0854368932038835,0.0,0.0,0.0,0.0368932038834951,0.0,0.25,0.1935483870967742,0.2083333333333333,1.0,1.0,0.6666666666666666,0.6590909090909091,,,,0.7368421052631579,0.1949317738791423,0.1932938856015779,0.1942148760330578,0.1918735891647855,0.38715953307393,0.3859649122807017,0.3817097415506958,0.3630573248407643,0.5398058252427185,0.5398058252427185,0.5398058252427185,0.532258064516129,0.7553398058252427,0.13,0.7533980582524272,0.13,0.5572815533980583,0.105,0.5533980582524272,0.105,0.4446601941747573,0.0755395683453237,0.4388349514563107,0.0755395683453237,2.0,rel,,
9,/mathqi/mnissen/bm4tc/outputs/italypowerdemand/nat/legendre/d3r10c64/seed_sweep_a0_2707/9,italypowerdemand,10,42,0.0,,0.9572815533980582,0.1505675655272272,16.18739912245009,0.7359223300970874,0.5359223300970873,0.2621359223300971,0.9572815533980582,-16.01901626586914,0.7436893203883496,0.5359223300970873,0.2407766990291262,0.003883495145631,0.0970873786407767,0.1825242718446602,0.2679611650485436,0.0058252427184466,0.0349514563106796,0.0815533980582524,0.1572815533980582,0.003883495145631,0.0368932038834951,0.0699029126213592,0.1592233009708737,1.0,0.78,0.723404255319149,0.6739130434782609,0.6666666666666666,0.9444444444444444,0.9523809523809524,0.9753086419753086,1.0,1.0,0.9722222222222222,0.9634146341463414,0.253411306042885,0.2,0.1520190023752969,0.1034482758620689,0.462890625,0.4466800804828973,0.4207188160676532,0.3686635944700461,0.7582846003898636,0.75,0.7432150313152401,0.7205542725173211,0.7300970873786408,0.0757575757575757,0.7300970873786408,0.0757575757575757,0.6135922330097088,0.1757322175732217,0.629126213592233,0.209205020920502,0.4446601941747573,0.268542199488491,0.5009708737864078,0.3427109974424552,0.9572815533980582,0.9533980582524272,0.7747572815533981,0.6446601941747573,0.5475728155339806,0.003883495145631,0.0388349514563106,0.1029126213592233,0.1922330097087378,0.0019417475728155,0.003883495145631,0.0058252427184466,0.0233009708737864,0.0,0.003883495145631,0.003883495145631,0.0058252427184466,0.0,0.75,0.6226415094339622,0.5858585858585859,0.0,0.5,0.6666666666666666,0.8333333333333334,,1.0,1.0,1.0,0.226120857699805,0.204040404040404,0.1796536796536796,0.1394230769230769,0.3560311284046693,0.3547758284600389,0.353515625,0.3439363817097415,0.4524271844660194,0.4502923976608187,0.4502923976608187,0.44921875,0.7533980582524272,0.0862068965517241,0.7533980582524272,0.0862068965517241,0.6601941747572816,0.0601092896174863,0.6601941747572816,0.0546448087431694,0.5980582524271845,0.1287553648068669,0.6,0.1373390557939914,2.0,rel,,
