max_epoch,seed,run_path,range_size,eval/test/acc,eval/test/clsloss,eval/uq_clean_accuracy,eval/uq_adv_acc/0.2,eval/uq_adv_acc/0.4,eval/uq_adv_acc/1.0,eval/uq_detection/1pct/0.2,eval/uq_detection/5pct/0.2,eval/uq_detection/10pct/0.2,eval/uq_detection/20pct/0.2,eval/uq_detection/1pct/0.4,eval/uq_detection/5pct/0.4,eval/uq_detection/10pct/0.4,eval/uq_detection/20pct/0.4,eval/uq_detection/1pct/1.0,eval/uq_detection/5pct/1.0,eval/uq_detection/10pct/1.0,eval/uq_detection/20pct/1.0,eval/uq_purify_acc/0.2/0.2,eval/uq_purify_recovery/0.2/0.2,eval/uq_purify_acc/0.4/0.2,eval/uq_purify_recovery/0.4/0.2,eval/uq_purify_acc/1.0/0.2,eval/uq_purify_recovery/1.0/0.2,eval/test/rob/0.2,eval/test/rob/0.4,eval/test/rob/1.0,run_name,eval/test/genloss,eval/uq_clean_log_px_mean
0,1,outputs/seed_sweep/cls/legendre/d10D6/moons_4k_1203/0/models/moons_4k_pre_mps_bd6_legendre10_300adamlr0.041376293143363094wd1.1024958579569868e-09,2.0,1.0,6.656200559973513e-05,1.0,0.9595,0.64,0.328,0.2365,0.2905,0.357,0.4685,0.331,0.423,0.493,0.59,0.118,0.172,0.201,0.287,0.9745,0.43209876543209874,0.7125,0.20555555555555555,0.506,0.29836309523809523,0.9595,0.64,0.328,,,
0,2,outputs/seed_sweep/cls/legendre/d10D6/moons_4k_1203/0/models/moons_4k_pre_mps_bd6_legendre10_300adamlr0.041376293143363094wd1.1024958579569868e-09,2.0,1.0,6.656200559973513e-05,1.0,0.9595,0.64,0.328,0.2365,0.2905,0.357,0.4685,0.331,0.423,0.493,0.59,0.118,0.172,0.201,0.287,0.9745,0.43209876543209874,0.7125,0.20555555555555555,0.506,0.29836309523809523,0.9595,0.64,0.328,,,
0,3,outputs/seed_sweep/cls/legendre/d10D6/moons_4k_1203/0/models/moons_4k_pre_mps_bd6_legendre10_300adamlr0.041376293143363094wd1.1024958579569868e-09,2.0,1.0,6.656200559973513e-05,1.0,0.9595,0.64,0.328,0.2365,0.2905,0.357,0.4685,0.331,0.423,0.493,0.59,0.118,0.172,0.201,0.287,0.9745,0.43209876543209874,0.7125,0.20555555555555555,0.506,0.29836309523809523,0.9595,0.64,0.328,,,
0,4,outputs/seed_sweep/cls/legendre/d10D6/moons_4k_1203/0/models/moons_4k_pre_mps_bd6_legendre10_300adamlr0.041376293143363094wd1.1024958579569868e-09,2.0,1.0,6.656200559973513e-05,1.0,0.9595,0.64,0.328,0.2365,0.2905,0.357,0.4685,0.331,0.423,0.493,0.59,0.118,0.172,0.201,0.287,0.9745,0.43209876543209874,0.7125,0.20555555555555555,0.506,0.29836309523809523,0.9595,0.64,0.328,,,
0,5,outputs/seed_sweep/cls/legendre/d10D6/moons_4k_1203/0/models/moons_4k_pre_mps_bd6_legendre10_300adamlr0.041376293143363094wd1.1024958579569868e-09,2.0,1.0,6.656200559973513e-05,1.0,0.9595,0.64,0.328,0.2365,0.2905,0.357,0.4685,0.331,0.423,0.493,0.59,0.118,0.172,0.201,0.287,0.9745,0.43209876543209874,0.7125,0.20555555555555555,0.506,0.29836309523809523,0.9595,0.64,0.328,,,
1,1,/home/ubuntu/adversarial_training_mps/outputs/cls_reg/adv/legendre/d10D6/moons_4k_1503/0,,1.0,0.0005329072700988036,1.0,0.9535,0.643,0.3785,0.265,0.332,0.432,0.5015,0.3135,0.4055,0.4935,0.572,0.1155,0.1595,0.2305,0.308,0.9765,0.4946236559139785,0.7255,0.23249299719887956,0.564,0.3000804505229284,0.9535,0.643,0.3785,0,1.071094086393714,-1.0707991123199463
1,2,/home/ubuntu/adversarial_training_mps/outputs/cls_reg/adv/legendre/d10D6/moons_4k_1503/1,,1.0,0.00036821217190663447,1.0,0.9355,0.5605,0.3805,0.3105,0.466,0.5435,0.634,0.3485,0.4855,0.5565,0.6725,0.109,0.1695,0.2275,0.333,0.9745,0.6356589147286822,0.6365,0.17406143344709898,0.537,0.27925746569814364,0.9355,0.5605,0.3805,1,1.0405647214502096,-1.0411111116409302
4,1,/home/ubuntu/adversarial_training_mps/outputs/cls_reg/adv/legendre/d10D6/moons_4k_1503/10,,1.0,0.0004954438809363637,1.0,0.965,0.596,0.403,0.292,0.349,0.43,0.498,0.3835,0.465,0.542,0.613,0.1335,0.177,0.255,0.3465,0.9835,0.5285714285714286,0.6925,0.23886138613861385,0.575,0.29061976549413737,0.965,0.596,0.403,10,1.0617431178689003,-1.061781406402588
4,2,/home/ubuntu/adversarial_training_mps/outputs/cls_reg/adv/legendre/d10D6/moons_4k_1503/11,,1.0,0.0002951833355382405,1.0,0.9415,0.6055,0.3905,0.2685,0.407,0.4845,0.585,0.308,0.4335,0.536,0.6455,0.1155,0.1665,0.2625,0.3735,0.9695,0.49572649572649574,0.6835,0.20152091254752852,0.535,0.2690730106644791,0.9415,0.6055,0.3905,11,1.037387553602457,-1.037900686264038
4,3,/home/ubuntu/adversarial_training_mps/outputs/cls_reg/adv/legendre/d10D6/moons_4k_1503/12,,1.0,0.0005196106931180111,1.0,0.954,0.6285,0.3805,0.301,0.4735,0.5665,0.6455,0.4425,0.5485,0.6245,0.7,0.124,0.1505,0.177,0.2695,0.9775,0.5108695652173914,0.708,0.21399730820995963,0.535,0.27522195318805487,0.954,0.6285,0.3805,12,1.0485142208635807,-1.0482096672058105
4,4,/home/ubuntu/adversarial_training_mps/outputs/cls_reg/adv/legendre/d10D6/moons_4k_1503/13,,1.0,0.0003118370384527225,1.0,0.9635,0.6815,0.3965,0.3,0.3545,0.4045,0.5565,0.3545,0.4205,0.4645,0.614,0.14,0.1965,0.2265,0.3115,0.984,0.6027397260273972,0.7355,0.17896389324960754,0.5435,0.24937862468931235,0.9635,0.6815,0.3965,13,1.0501513071358204,-1.0509346723556519
4,5,/home/ubuntu/adversarial_training_mps/outputs/cls_reg/adv/legendre/d10D6/moons_4k_1503/14,,1.0,0.0009087755333894165,1.0,0.958,0.613,0.4155,0.2065,0.3405,0.4205,0.4855,0.3005,0.3925,0.4625,0.556,0.17,0.229,0.2925,0.3605,0.977,0.47619047619047616,0.6535,0.10723514211886305,0.5095,0.20017108639863132,0.958,0.613,0.4155,14,1.065446525812149,-1.0652265548706055
